location ID,config,tension range (kN),stress range (Mpa)
9, fsts_l095_125km3_l000_pb_mwl,3800,121.5186154
9, fsts_l095_125km3_l000_pb_mwl,3900,124.7164737
9, fsts_l095_125km3_l000_pb_mwl,4000,127.914332
10, fsts_l015_125km3_l100_pb_mwl,0,0
10, fsts_l015_125km3_l100_pb_mwl,100,4.438106913
10, fsts_l015_125km3_l100_pb_mwl,200,8.876213827
10, fsts_l015_125km3_l100_pb_mwl,300,13.31432074
10, fsts_l015_125km3_l100_pb_mwl,400,17.75242765
10, fsts_l015_125km3_l100_pb_mwl,500,22.19053457
10, fsts_l015_125km3_l100_pb_mwl,600,26.62864148
10, fsts_l015_125km3_l100_pb_mwl,700,31.06674839
10, fsts_l015_125km3_l100_pb_mwl,800,35.50485531
10, fsts_l015_125km3_l100_pb_mwl,900,39.94296222
10, fsts_l015_125km3_l100_pb_mwl,1000,44.38106913
10, fsts_l015_125km3_l100_pb_mwl,1100,48.81917605
10, fsts_l015_125km3_l100_pb_mwl,1200,53.25728296
10, fsts_l015_125km3_l100_pb_mwl,1300,57.69538987
10, fsts_l015_125km3_l100_pb_mwl,1400,62.13349679
10, fsts_l015_125km3_l100_pb_mwl,1500,66.5716037
10, fsts_l015_125km3_l100_pb_mwl,1600,71.00971061
10, fsts_l015_125km3_l100_pb_mwl,1700,75.44781753
10, fsts_l015_125km3_l100_pb_mwl,1800,79.88592444
10, fsts_l015_125km3_l100_pb_mwl,1900,84.32403135
10, fsts_l015_125km3_l100_pb_mwl,2000,88.76213827
10, fsts_l015_125km3_l100_pb_mwl,2100,93.20024518
10, fsts_l015_125km3_l100_pb_mwl,2200,97.63835209
10, fsts_l015_125km3_l100_pb_mwl,2300,102.076459
10, fsts_l015_125km3_l100_pb_mwl,2400,106.5145659
10, fsts_l015_125km3_l100_pb_mwl,2500,110.9526728
10, fsts_l015_125km3_l100_pb_mwl,2600,115.3907797
10, fsts_l015_125km3_l100_pb_mwl,2700,119.8288867
10, fsts_l015_125km3_l100_pb_mwl,2800,124.2669936
10, fsts_l015_125km3_l100_pb_mwl,2900,128.7051005
10, fsts_l015_125km3_l100_pb_mwl,3000,133.1432074
10, fsts_l015_125km3_l100_pb_mwl,3100,137.5813143
10, fsts_l015_125km3_l100_pb_mwl,3200,142.0194212
10, fsts_l015_125km3_l100_pb_mwl,3300,146.4575281
10, fsts_l015_125km3_l100_pb_mwl,3400,150.8956351
10, fsts_l015_125km3_l100_pb_mwl,3500,155.333742
10, fsts_l015_125km3_l100_pb_mwl,3600,159.7718489
10, fsts_l015_125km3_l100_pb_mwl,3700,164.2099558
10, fsts_l015_125km3_l100_pb_mwl,3800,168.6480627
10, fsts_l015_125km3_l100_pb_mwl,3900,173.0861696
10, fsts_l015_125km3_l100_pb_mwl,4000,177.5242765
10, fsts_l095_125km3_l000_pb_mwl,0,0
10, fsts_l095_125km3_l000_pb_mwl,100,2.989162916
10, fsts_l095_125km3_l000_pb_mwl,200,5.978325831
10, fsts_l095_125km3_l000_pb_mwl,300,8.967488747
10, fsts_l095_125km3_l000_pb_mwl,400,11.95665166
10, fsts_l095_125km3_l000_pb_mwl,500,14.94581458
10, fsts_l095_125km3_l000_pb_mwl,600,17.93497749
10, fsts_l095_125km3_l000_pb_mwl,700,20.92414041
10, fsts_l095_125km3_l000_pb_mwl,800,23.91330333
10, fsts_l095_125km3_l000_pb_mwl,900,26.90246624
10, fsts_l095_125km3_l000_pb_mwl,1000,29.89162916
10, fsts_l095_125km3_l000_pb_mwl,1100,32.88079207
10, fsts_l095_125km3_l000_pb_mwl,1200,35.86995499
10, fsts_l095_125km3_l000_pb_mwl,1300,38.8591179
10, fsts_l095_125km3_l000_pb_mwl,1400,41.84828082
10, fsts_l095_125km3_l000_pb_mwl,1500,44.83744373
10, fsts_l095_125km3_l000_pb_mwl,1600,47.82660665
10, fsts_l095_125km3_l000_pb_mwl,1700,50.81576957
10, fsts_l095_125km3_l000_pb_mwl,1800,53.80493248
10, fsts_l095_125km3_l000_pb_mwl,1900,56.7940954
10, fsts_l095_125km3_l000_pb_mwl,2000,59.78325831
10, fsts_l095_125km3_l000_pb_mwl,2100,62.77242123
10, fsts_l095_125km3_l000_pb_mwl,2200,65.76158414
10, fsts_l095_125km3_l000_pb_mwl,2300,68.75074706
10, fsts_l095_125km3_l000_pb_mwl,2400,71.73990998
10, fsts_l095_125km3_l000_pb_mwl,2500,74.72907289
10, fsts_l095_125km3_l000_pb_mwl,2600,77.71823581
10, fsts_l095_125km3_l000_pb_mwl,2700,80.70739872
10, fsts_l095_125km3_l000_pb_mwl,2800,83.69656164
10, fsts_l095_125km3_l000_pb_mwl,2900,86.68572455
10, fsts_l095_125km3_l000_pb_mwl,3000,89.67488747
10, fsts_l095_125km3_l000_pb_mwl,3100,92.66405039
10, fsts_l095_125km3_l000_pb_mwl,3200,95.6532133
10, fsts_l095_125km3_l000_pb_mwl,3300,98.64237622
10, fsts_l095_125km3_l000_pb_mwl,3400,101.6315391
10, fsts_l095_125km3_l000_pb_mwl,3500,104.620702
10, fsts_l095_125km3_l000_pb_mwl,3600,107.609865
10, fsts_l095_125km3_l000_pb_mwl,3700,110.5990279
10, fsts_l095_125km3_l000_pb_mwl,3800,113.5881908
10, fsts_l095_125km3_l000_pb_mwl,3900,116.5773537
10, fsts_l095_125km3_l000_pb_mwl,4000,119.5665166
