Time (s),Scaled Tension (kN),Wind Factor,Wave Factor,Wind Reference,Wave Reference
94.7,205.93243770923638,0.25,0.3,wind01,wave01
94.80000000000001,191.2042631097734,0.25,0.3,wind01,wave01
94.9,196.81720283990882,0.25,0.3,wind01,wave01
95.0,160.88528002940745,0.25,0.3,wind01,wave01
95.10000000000001,217.3062874079488,0.25,0.3,wind01,wave01
95.2,177.7079453671741,0.25,0.3,wind01,wave01
95.30000000000001,182.81621709311315,0.25,0.3,wind01,wave01
95.4,208.80355127805421,0.25,0.3,wind01,wave01
95.5,211.25203286801508,0.25,0.3,wind01,wave01
95.60000000000001,219.56885996462023,0.25,0.3,wind01,wave01
95.7,264.15240879364995,0.25,0.3,wind01,wave01
95.80000000000001,258.31393595522167,0.25,0.3,wind01,wave01
95.9,222.4219206988999,0.25,0.3,wind01,wave01
96.0,231.83555527026414,0.25,0.3,wind01,wave01
96.10000000000001,238.67223835893873,0.25,0.3,wind01,wave01
96.2,216.55860460122096,0.25,0.3,wind01,wave01
96.30000000000001,215.17140824454756,0.25,0.3,wind01,wave01
96.4,205.3352533087581,0.25,0.3,wind01,wave01
96.5,205.67467397579372,0.25,0.3,wind01,wave01
96.60000000000001,200.8251033056657,0.25,0.3,wind01,wave01
96.7,190.97848377973838,0.25,0.3,wind01,wave01
96.80000000000001,188.76446595784256,0.25,0.3,wind01,wave01
96.9,212.78293964812653,0.25,0.3,wind01,wave01
97.0,193.79963352607854,0.25,0.3,wind01,wave01
97.10000000000001,199.64791193899077,0.25,0.3,wind01,wave01
97.2,215.2385699572265,0.25,0.3,wind01,wave01
97.30000000000001,210.57179783558382,0.25,0.3,wind01,wave01
97.4,221.80268318556696,0.25,0.3,wind01,wave01
97.5,210.7770616293536,0.25,0.3,wind01,wave01
97.60000000000001,205.39403369745855,0.25,0.3,wind01,wave01
97.7,230.94333928968857,0.25,0.3,wind01,wave01
97.80000000000001,232.4828234752503,0.25,0.3,wind01,wave01
97.9,171.18691097102788,0.25,0.3,wind01,wave01
98.0,183.5307865351552,0.25,0.3,wind01,wave01
98.10000000000001,216.10246739978498,0.25,0.3,wind01,wave01
98.2,194.97873533537143,0.25,0.3,wind01,wave01
98.30000000000001,201.77902282768582,0.25,0.3,wind01,wave01
98.4,173.4040300489738,0.25,0.3,wind01,wave01
98.5,166.35242797098692,0.25,0.3,wind01,wave01
98.60000000000001,159.83547341701157,0.25,0.3,wind01,wave01
98.7,193.8632348567329,0.25,0.3,wind01,wave01
98.80000000000001,170.33285715616546,0.25,0.3,wind01,wave01
98.9,170.43792659316873,0.25,0.3,wind01,wave01
99.0,183.89297287495845,0.25,0.3,wind01,wave01
99.10000000000001,178.54904131772662,0.25,0.3,wind01,wave01
99.2,195.50136858113896,0.25,0.3,wind01,wave01
99.30000000000001,193.4637656114399,0.25,0.3,wind01,wave01
99.4,160.89346427752213,0.25,0.3,wind01,wave01
99.5,194.4631945379976,0.25,0.3,wind01,wave01
99.60000000000001,193.44556921600434,0.25,0.3,wind01,wave01
99.7,168.4357173613031,0.25,0.3,wind01,wave01
99.80000000000001,197.79322490441893,0.25,0.3,wind01,wave01
99.9,205.72872823938042,0.25,0.3,wind01,wave01
