 Variables = "X", "Y", "Z"
Zone i=   31 j=   41 f=point
-0.36027E+00   0.22801E-01  -0.28737E-01
-0.35391E+00   0.23891E-01  -0.29388E-01
-0.34729E+00   0.24993E-01  -0.30096E-01
-0.34041E+00   0.26096E-01  -0.30853E-01
-0.33324E+00   0.27193E-01  -0.31654E-01
-0.32578E+00   0.28272E-01  -0.32484E-01
-0.31801E+00   0.29325E-01  -0.33332E-01
-0.30991E+00   0.30357E-01  -0.34192E-01
-0.30148E+00   0.31357E-01  -0.35059E-01
-0.29270E+00   0.32338E-01  -0.35936E-01
-0.28357E+00   0.33298E-01  -0.36821E-01
-0.27406E+00   0.34237E-01  -0.37716E-01
-0.26416E+00   0.35149E-01  -0.38616E-01
-0.25385E+00   0.36031E-01  -0.39518E-01
-0.24312E+00   0.36868E-01  -0.40402E-01
-0.23195E+00   0.37662E-01  -0.41247E-01
-0.22033E+00   0.38420E-01  -0.42051E-01
-0.20823E+00   0.39143E-01  -0.42812E-01
-0.19563E+00   0.39830E-01  -0.43534E-01
-0.18253E+00   0.40477E-01  -0.44207E-01
-0.16889E+00   0.41083E-01  -0.44822E-01
-0.15471E+00   0.41657E-01  -0.45388E-01
-0.13995E+00   0.42222E-01  -0.45926E-01
-0.12460E+00   0.42777E-01  -0.46368E-01
-0.10863E+00   0.43311E-01  -0.46693E-01
-0.92015E-01   0.43806E-01  -0.46874E-01
-0.74734E-01   0.44260E-01  -0.46952E-01
-0.56759E-01   0.44661E-01  -0.46957E-01
-0.38064E-01   0.44969E-01  -0.46957E-01
-0.18619E-01   0.45149E-01  -0.46957E-01
 0.16050E-02   0.45220E-01  -0.46957E-01
-0.49764E+00   0.10353E-01  -0.20655E-01
-0.49670E+00   0.10362E-01  -0.20764E-01
-0.49571E+00   0.10371E-01  -0.20878E-01
-0.49469E+00   0.10381E-01  -0.20993E-01
-0.49363E+00   0.10393E-01  -0.21111E-01
-0.49253E+00   0.10406E-01  -0.21228E-01
-0.49138E+00   0.10422E-01  -0.21344E-01
-0.49018E+00   0.10439E-01  -0.21455E-01
-0.48894E+00   0.10458E-01  -0.21560E-01
-0.48764E+00   0.10480E-01  -0.21664E-01
-0.48630E+00   0.10504E-01  -0.21766E-01
-0.48489E+00   0.10532E-01  -0.21866E-01
-0.48344E+00   0.10563E-01  -0.21960E-01
-0.48192E+00   0.10598E-01  -0.22047E-01
-0.48034E+00   0.10635E-01  -0.22124E-01
-0.47870E+00   0.10674E-01  -0.22191E-01
-0.47699E+00   0.10717E-01  -0.22254E-01
-0.47521E+00   0.10764E-01  -0.22305E-01
-0.47336E+00   0.10817E-01  -0.22330E-01
-0.47144E+00   0.10873E-01  -0.22343E-01
-0.46944E+00   0.10930E-01  -0.22365E-01
-0.46736E+00   0.10991E-01  -0.22391E-01
-0.46520E+00   0.11056E-01  -0.22421E-01
-0.46295E+00   0.11124E-01  -0.22458E-01
-0.46061E+00   0.11201E-01  -0.22500E-01
-0.45818E+00   0.11288E-01  -0.22543E-01
-0.45565E+00   0.11384E-01  -0.22588E-01
-0.45302E+00   0.11492E-01  -0.22635E-01
-0.45028E+00   0.11618E-01  -0.22682E-01
-0.44744E+00   0.11763E-01  -0.22731E-01
-0.44449E+00   0.11928E-01  -0.22784E-01
-0.44141E+00   0.12118E-01  -0.22843E-01
-0.43822E+00   0.12336E-01  -0.22908E-01
-0.43490E+00   0.12584E-01  -0.22980E-01
-0.43144E+00   0.12866E-01  -0.23061E-01
-0.42786E+00   0.13186E-01  -0.23153E-01
-0.42413E+00   0.13549E-01  -0.23255E-01
-0.42026E+00   0.13956E-01  -0.23367E-01
-0.41623E+00   0.14412E-01  -0.23498E-01
-0.41205E+00   0.14919E-01  -0.23652E-01
-0.40771E+00   0.15481E-01  -0.23840E-01
-0.40319E+00   0.16100E-01  -0.24061E-01
-0.39851E+00   0.16783E-01  -0.24321E-01
-0.39365E+00   0.17533E-01  -0.24614E-01
-0.38859E+00   0.18353E-01  -0.24946E-01
-0.38335E+00   0.19240E-01  -0.25321E-01
-0.37790E+00   0.20192E-01  -0.25743E-01
-0.37224E+00   0.21203E-01  -0.26216E-01
-0.36636E+00   0.22269E-01  -0.26745E-01
-0.36025E+00   0.23382E-01  -0.27333E-01
-0.35390E+00   0.24524E-01  -0.27982E-01
-0.34729E+00   0.25684E-01  -0.28692E-01
-0.34041E+00   0.26850E-01  -0.29455E-01
-0.33325E+00   0.28014E-01  -0.30264E-01
-0.32579E+00   0.29160E-01  -0.31107E-01
-0.31803E+00   0.30289E-01  -0.31975E-01
-0.30994E+00   0.31395E-01  -0.32858E-01
-0.30152E+00   0.32468E-01  -0.33749E-01
-0.29275E+00   0.33514E-01  -0.34644E-01
-0.28361E+00   0.34543E-01  -0.35555E-01
-0.27411E+00   0.35548E-01  -0.36476E-01
-0.26421E+00   0.36530E-01  -0.37410E-01
-0.25391E+00   0.37481E-01  -0.38349E-01
-0.24318E+00   0.38396E-01  -0.39287E-01
-0.23202E+00   0.39269E-01  -0.40195E-01
-0.22039E+00   0.40099E-01  -0.41059E-01
-0.20830E+00   0.40891E-01  -0.41883E-01
-0.19570E+00   0.41644E-01  -0.42674E-01
-0.18260E+00   0.42356E-01  -0.43425E-01
-0.16896E+00   0.43026E-01  -0.44129E-01
-0.15478E+00   0.43659E-01  -0.44783E-01
-0.14002E+00   0.44276E-01  -0.45401E-01
-0.12466E+00   0.44887E-01  -0.45958E-01
-0.10869E+00   0.45469E-01  -0.46405E-01
-0.92066E-01   0.46005E-01  -0.46698E-01
-0.74776E-01   0.46492E-01  -0.46879E-01
-0.56792E-01   0.46919E-01  -0.46955E-01
-0.38086E-01   0.47247E-01  -0.46957E-01
-0.18630E-01   0.47441E-01  -0.46957E-01
 0.16050E-02   0.47520E-01  -0.46957E-01
-0.49764E+00   0.10297E-01  -0.19413E-01
-0.49670E+00   0.10316E-01  -0.19523E-01
-0.49571E+00   0.10336E-01  -0.19636E-01
-0.49469E+00   0.10358E-01  -0.19752E-01
-0.49363E+00   0.10381E-01  -0.19870E-01
-0.49253E+00   0.10406E-01  -0.19987E-01
-0.49138E+00   0.10431E-01  -0.20102E-01
-0.49018E+00   0.10457E-01  -0.20213E-01
-0.48893E+00   0.10483E-01  -0.20318E-01
-0.48764E+00   0.10512E-01  -0.20421E-01
-0.48629E+00   0.10545E-01  -0.20523E-01
-0.48489E+00   0.10581E-01  -0.20623E-01
-0.48343E+00   0.10618E-01  -0.20717E-01
-0.48191E+00   0.10656E-01  -0.20803E-01
-0.48033E+00   0.10697E-01  -0.20878E-01
-0.47869E+00   0.10740E-01  -0.20945E-01
-0.47698E+00   0.10787E-01  -0.21006E-01
-0.47520E+00   0.10836E-01  -0.21056E-01
-0.47335E+00   0.10889E-01  -0.21079E-01
-0.47143E+00   0.10943E-01  -0.21092E-01
-0.46942E+00   0.10996E-01  -0.21112E-01
-0.46734E+00   0.11055E-01  -0.21138E-01
-0.46518E+00   0.11119E-01  -0.21167E-01
-0.46293E+00   0.11187E-01  -0.21203E-01
-0.46059E+00   0.11262E-01  -0.21243E-01
-0.45816E+00   0.11347E-01  -0.21285E-01
-0.45563E+00   0.11442E-01  -0.21328E-01
-0.45299E+00   0.11550E-01  -0.21373E-01
-0.45026E+00   0.11674E-01  -0.21418E-01
-0.44741E+00   0.11818E-01  -0.21463E-01
-0.44445E+00   0.11982E-01  -0.21512E-01
-0.44138E+00   0.12170E-01  -0.21566E-01
-0.43818E+00   0.12388E-01  -0.21626E-01
-0.43486E+00   0.12639E-01  -0.21692E-01
-0.43141E+00   0.12925E-01  -0.21766E-01
-0.42782E+00   0.13254E-01  -0.21850E-01
-0.42409E+00   0.13629E-01  -0.21945E-01
-0.42021E+00   0.14058E-01  -0.22049E-01
-0.41619E+00   0.14540E-01  -0.22173E-01
-0.41201E+00   0.15079E-01  -0.22319E-01
-0.40767E+00   0.15678E-01  -0.22499E-01
-0.40316E+00   0.16338E-01  -0.22714E-01
-0.39848E+00   0.17060E-01  -0.22968E-01
-0.39362E+00   0.17853E-01  -0.23254E-01
-0.38857E+00   0.18712E-01  -0.23580E-01
-0.38332E+00   0.19635E-01  -0.23946E-01
-0.37788E+00   0.20623E-01  -0.24359E-01
-0.37222E+00   0.21676E-01  -0.24825E-01
-0.36635E+00   0.22783E-01  -0.25346E-01
-0.36024E+00   0.23936E-01  -0.25926E-01
-0.35389E+00   0.25129E-01  -0.26571E-01
-0.34728E+00   0.26338E-01  -0.27277E-01
-0.34041E+00   0.27561E-01  -0.28040E-01
-0.33326E+00   0.28783E-01  -0.28852E-01
-0.32581E+00   0.29999E-01  -0.29705E-01
-0.31805E+00   0.31201E-01  -0.30588E-01
-0.30997E+00   0.32378E-01  -0.31487E-01
-0.30155E+00   0.33525E-01  -0.32399E-01
-0.29279E+00   0.34640E-01  -0.33313E-01
-0.28366E+00   0.35731E-01  -0.34239E-01
-0.27415E+00   0.36799E-01  -0.35179E-01
-0.26426E+00   0.37850E-01  -0.36138E-01
-0.25396E+00   0.38873E-01  -0.37111E-01
-0.24324E+00   0.39862E-01  -0.38089E-01
-0.23208E+00   0.40812E-01  -0.39048E-01
-0.22046E+00   0.41721E-01  -0.39973E-01
-0.20836E+00   0.42586E-01  -0.40856E-01
-0.19577E+00   0.43406E-01  -0.41701E-01
-0.18267E+00   0.44187E-01  -0.42521E-01
-0.16903E+00   0.44927E-01  -0.43308E-01
-0.15484E+00   0.45626E-01  -0.44050E-01
-0.14008E+00   0.46304E-01  -0.44753E-01
-0.12472E+00   0.46976E-01  -0.45415E-01
-0.10874E+00   0.47619E-01  -0.45987E-01
-0.92117E-01   0.48205E-01  -0.46399E-01
-0.74820E-01   0.48733E-01  -0.46686E-01
-0.56827E-01   0.49193E-01  -0.46880E-01
-0.38110E-01   0.49545E-01  -0.46956E-01
-0.18642E-01   0.49754E-01  -0.46957E-01
 0.16050E-02   0.49843E-01  -0.46957E-01
-0.49764E+00   0.10151E-01  -0.18192E-01
-0.49669E+00   0.10179E-01  -0.18300E-01
-0.49571E+00   0.10208E-01  -0.18413E-01
-0.49469E+00   0.10238E-01  -0.18528E-01
-0.49363E+00   0.10270E-01  -0.18645E-01
-0.49252E+00   0.10303E-01  -0.18762E-01
-0.49137E+00   0.10337E-01  -0.18877E-01
-0.49018E+00   0.10371E-01  -0.18986E-01
-0.48893E+00   0.10407E-01  -0.19090E-01
-0.48763E+00   0.10445E-01  -0.19192E-01
-0.48628E+00   0.10486E-01  -0.19293E-01
-0.48488E+00   0.10529E-01  -0.19392E-01
-0.48342E+00   0.10573E-01  -0.19485E-01
-0.48190E+00   0.10618E-01  -0.19570E-01
-0.48032E+00   0.10665E-01  -0.19644E-01
-0.47868E+00   0.10714E-01  -0.19709E-01
-0.47697E+00   0.10764E-01  -0.19769E-01
-0.47519E+00   0.10816E-01  -0.19816E-01
-0.47334E+00   0.10867E-01  -0.19839E-01
-0.47141E+00   0.10918E-01  -0.19850E-01
-0.46941E+00   0.10972E-01  -0.19870E-01
-0.46733E+00   0.11028E-01  -0.19894E-01
-0.46516E+00   0.11090E-01  -0.19922E-01
-0.46291E+00   0.11159E-01  -0.19957E-01
-0.46057E+00   0.11234E-01  -0.19997E-01
-0.45813E+00   0.11317E-01  -0.20037E-01
-0.45560E+00   0.11410E-01  -0.20078E-01
-0.45297E+00   0.11514E-01  -0.20121E-01
-0.45023E+00   0.11635E-01  -0.20163E-01
-0.44738E+00   0.11777E-01  -0.20205E-01
-0.44442E+00   0.11940E-01  -0.20249E-01
-0.44134E+00   0.12129E-01  -0.20298E-01
-0.43814E+00   0.12350E-01  -0.20353E-01
-0.43482E+00   0.12607E-01  -0.20413E-01
-0.43136E+00   0.12903E-01  -0.20479E-01
-0.42777E+00   0.13248E-01  -0.20556E-01
-0.42405E+00   0.13648E-01  -0.20642E-01
-0.42017E+00   0.14101E-01  -0.20737E-01
-0.41615E+00   0.14619E-01  -0.20852E-01
-0.41197E+00   0.15196E-01  -0.20990E-01
-0.40763E+00   0.15838E-01  -0.21162E-01
-0.40313E+00   0.16540E-01  -0.21370E-01
-0.39845E+00   0.17308E-01  -0.21616E-01
-0.39359E+00   0.18145E-01  -0.21896E-01
-0.38855E+00   0.19045E-01  -0.22214E-01
-0.38331E+00   0.20011E-01  -0.22573E-01
-0.37787E+00   0.21039E-01  -0.22977E-01
-0.37221E+00   0.22128E-01  -0.23434E-01
-0.36634E+00   0.23275E-01  -0.23946E-01
-0.36023E+00   0.24469E-01  -0.24517E-01
-0.35389E+00   0.25704E-01  -0.25154E-01
-0.34729E+00   0.26963E-01  -0.25855E-01
-0.34042E+00   0.28239E-01  -0.26615E-01
-0.33327E+00   0.29519E-01  -0.27428E-01
-0.32583E+00   0.30799E-01  -0.28286E-01
-0.31808E+00   0.32066E-01  -0.29176E-01
-0.31000E+00   0.33313E-01  -0.30087E-01
-0.30159E+00   0.34531E-01  -0.31014E-01
-0.29283E+00   0.35715E-01  -0.31944E-01
-0.28370E+00   0.36869E-01  -0.32882E-01
-0.27420E+00   0.38001E-01  -0.33838E-01
-0.26431E+00   0.39114E-01  -0.34813E-01
-0.25401E+00   0.40206E-01  -0.35810E-01
-0.24330E+00   0.41265E-01  -0.36817E-01
-0.23214E+00   0.42293E-01  -0.37820E-01
-0.22052E+00   0.43281E-01  -0.38796E-01
-0.20843E+00   0.44221E-01  -0.39730E-01
-0.19583E+00   0.45112E-01  -0.40627E-01
-0.18273E+00   0.45962E-01  -0.41502E-01
-0.16909E+00   0.46774E-01  -0.42357E-01
-0.15490E+00   0.47548E-01  -0.43184E-01
-0.14014E+00   0.48294E-01  -0.43968E-01
-0.12478E+00   0.49033E-01  -0.44721E-01
-0.10880E+00   0.49746E-01  -0.45414E-01
-0.92168E-01   0.50396E-01  -0.45961E-01
-0.74863E-01   0.50974E-01  -0.46364E-01
-0.56861E-01   0.51476E-01  -0.46667E-01
-0.38135E-01   0.51860E-01  -0.46894E-01
-0.18655E-01   0.52088E-01  -0.46956E-01
 0.16050E-02   0.52189E-01  -0.46957E-01
-0.49764E+00   0.99185E-02  -0.16996E-01
-0.49669E+00   0.99533E-02  -0.17104E-01
-0.49571E+00   0.99896E-02  -0.17215E-01
-0.49469E+00   0.10028E-01  -0.17329E-01
-0.49363E+00   0.10067E-01  -0.17445E-01
-0.49252E+00   0.10108E-01  -0.17561E-01
-0.49137E+00   0.10150E-01  -0.17674E-01
-0.49017E+00   0.10192E-01  -0.17782E-01
-0.48892E+00   0.10235E-01  -0.17884E-01
-0.48763E+00   0.10278E-01  -0.17985E-01
-0.48628E+00   0.10323E-01  -0.18084E-01
-0.48487E+00   0.10371E-01  -0.18181E-01
-0.48341E+00   0.10420E-01  -0.18273E-01
-0.48189E+00   0.10471E-01  -0.18356E-01
-0.48031E+00   0.10522E-01  -0.18429E-01
-0.47867E+00   0.10573E-01  -0.18492E-01
-0.47695E+00   0.10626E-01  -0.18550E-01
-0.47517E+00   0.10678E-01  -0.18595E-01
-0.47332E+00   0.10728E-01  -0.18616E-01
-0.47139E+00   0.10777E-01  -0.18627E-01
-0.46939E+00   0.10827E-01  -0.18646E-01
-0.46731E+00   0.10882E-01  -0.18670E-01
-0.46514E+00   0.10943E-01  -0.18697E-01
-0.46289E+00   0.11013E-01  -0.18731E-01
-0.46054E+00   0.11088E-01  -0.18769E-01
-0.45811E+00   0.11171E-01  -0.18807E-01
-0.45557E+00   0.11268E-01  -0.18846E-01
-0.45294E+00   0.11377E-01  -0.18886E-01
-0.45020E+00   0.11503E-01  -0.18925E-01
-0.44735E+00   0.11647E-01  -0.18962E-01
-0.44439E+00   0.11815E-01  -0.19002E-01
-0.44131E+00   0.12013E-01  -0.19045E-01
-0.43811E+00   0.12243E-01  -0.19094E-01
-0.43478E+00   0.12511E-01  -0.19146E-01
-0.43132E+00   0.12822E-01  -0.19204E-01
-0.42773E+00   0.13187E-01  -0.19271E-01
-0.42400E+00   0.13607E-01  -0.19348E-01
-0.42013E+00   0.14094E-01  -0.19433E-01
-0.41611E+00   0.14649E-01  -0.19537E-01
-0.41194E+00   0.15269E-01  -0.19665E-01
-0.40760E+00   0.15958E-01  -0.19829E-01
-0.40310E+00   0.16708E-01  -0.20029E-01
-0.39843E+00   0.17522E-01  -0.20268E-01
-0.39357E+00   0.18402E-01  -0.20539E-01
-0.38853E+00   0.19351E-01  -0.20849E-01
-0.38330E+00   0.20361E-01  -0.21200E-01
-0.37786E+00   0.21435E-01  -0.21598E-01
-0.37221E+00   0.22566E-01  -0.22045E-01
-0.36634E+00   0.23752E-01  -0.22548E-01
-0.36024E+00   0.24989E-01  -0.23110E-01
-0.35389E+00   0.26265E-01  -0.23737E-01
-0.34730E+00   0.27570E-01  -0.24431E-01
-0.34043E+00   0.28893E-01  -0.25185E-01
-0.33329E+00   0.30227E-01  -0.25995E-01
-0.32585E+00   0.31563E-01  -0.26852E-01
-0.31811E+00   0.32893E-01  -0.27746E-01
-0.31004E+00   0.34204E-01  -0.28663E-01
-0.30163E+00   0.35491E-01  -0.29601E-01
-0.29287E+00   0.36744E-01  -0.30543E-01
-0.28375E+00   0.37964E-01  -0.31494E-01
-0.27425E+00   0.39158E-01  -0.32459E-01
-0.26436E+00   0.40331E-01  -0.33444E-01
-0.25407E+00   0.41486E-01  -0.34457E-01
-0.24335E+00   0.42618E-01  -0.35491E-01
-0.23220E+00   0.43717E-01  -0.36524E-01
-0.22058E+00   0.44780E-01  -0.37536E-01
-0.20849E+00   0.45797E-01  -0.38515E-01
-0.19590E+00   0.46759E-01  -0.39454E-01
-0.18279E+00   0.47676E-01  -0.40372E-01
-0.16915E+00   0.48558E-01  -0.41280E-01
-0.15496E+00   0.49410E-01  -0.42179E-01
-0.14020E+00   0.50230E-01  -0.43038E-01
-0.12483E+00   0.51040E-01  -0.43867E-01
-0.10885E+00   0.51831E-01  -0.44666E-01
-0.92217E-01   0.52562E-01  -0.45361E-01
-0.74907E-01   0.53206E-01  -0.45895E-01
-0.56896E-01   0.53757E-01  -0.46304E-01
-0.38160E-01   0.54183E-01  -0.46650E-01
-0.18668E-01   0.54440E-01  -0.46838E-01
 0.16050E-02   0.54559E-01  -0.46943E-01
-0.49764E+00   0.96045E-02  -0.15831E-01
-0.49669E+00   0.96489E-02  -0.15937E-01
-0.49571E+00   0.96944E-02  -0.16046E-01
-0.49469E+00   0.97405E-02  -0.16158E-01
-0.49362E+00   0.97864E-02  -0.16273E-01
-0.49252E+00   0.98319E-02  -0.16387E-01
-0.49137E+00   0.98772E-02  -0.16499E-01
-0.49017E+00   0.99226E-02  -0.16606E-01
-0.48892E+00   0.99686E-02  -0.16707E-01
-0.48762E+00   0.10016E-01  -0.16806E-01
-0.48627E+00   0.10064E-01  -0.16904E-01
-0.48487E+00   0.10114E-01  -0.17000E-01
-0.48340E+00   0.10165E-01  -0.17090E-01
-0.48188E+00   0.10216E-01  -0.17172E-01
-0.48030E+00   0.10267E-01  -0.17243E-01
-0.47865E+00   0.10317E-01  -0.17305E-01
-0.47694E+00   0.10368E-01  -0.17362E-01
-0.47516E+00   0.10420E-01  -0.17405E-01
-0.47330E+00   0.10468E-01  -0.17425E-01
-0.47138E+00   0.10515E-01  -0.17435E-01
-0.46937E+00   0.10566E-01  -0.17453E-01
-0.46729E+00   0.10624E-01  -0.17475E-01
-0.46512E+00   0.10689E-01  -0.17500E-01
-0.46286E+00   0.10762E-01  -0.17532E-01
-0.46052E+00   0.10844E-01  -0.17567E-01
-0.45808E+00   0.10935E-01  -0.17602E-01
-0.45554E+00   0.11038E-01  -0.17638E-01
-0.45291E+00   0.11152E-01  -0.17674E-01
-0.45017E+00   0.11284E-01  -0.17708E-01
-0.44732E+00   0.11439E-01  -0.17741E-01
-0.44435E+00   0.11618E-01  -0.17774E-01
-0.44127E+00   0.11823E-01  -0.17811E-01
-0.43807E+00   0.12065E-01  -0.17852E-01
-0.43474E+00   0.12348E-01  -0.17895E-01
-0.43129E+00   0.12679E-01  -0.17944E-01
-0.42769E+00   0.13066E-01  -0.18000E-01
-0.42397E+00   0.13516E-01  -0.18065E-01
-0.42009E+00   0.14038E-01  -0.18138E-01
-0.41608E+00   0.14633E-01  -0.18231E-01
-0.41190E+00   0.15298E-01  -0.18348E-01
-0.40757E+00   0.16036E-01  -0.18501E-01
-0.40308E+00   0.16839E-01  -0.18691E-01
-0.39841E+00   0.17707E-01  -0.18922E-01
-0.39356E+00   0.18635E-01  -0.19185E-01
-0.38853E+00   0.19629E-01  -0.19486E-01
-0.38330E+00   0.20687E-01  -0.19829E-01
-0.37786E+00   0.21807E-01  -0.20218E-01
-0.37222E+00   0.22983E-01  -0.20657E-01
-0.36635E+00   0.24214E-01  -0.21151E-01
-0.36025E+00   0.25491E-01  -0.21703E-01
-0.35391E+00   0.26811E-01  -0.22321E-01
-0.34732E+00   0.28158E-01  -0.23005E-01
-0.34046E+00   0.29528E-01  -0.23752E-01
-0.33332E+00   0.30912E-01  -0.24556E-01
-0.32588E+00   0.32302E-01  -0.25410E-01
-0.31814E+00   0.33689E-01  -0.26303E-01
-0.31008E+00   0.35062E-01  -0.27223E-01
-0.30168E+00   0.36411E-01  -0.28164E-01
-0.29293E+00   0.37731E-01  -0.29116E-01
-0.28381E+00   0.39016E-01  -0.30074E-01
-0.27431E+00   0.40274E-01  -0.31048E-01
-0.26442E+00   0.41508E-01  -0.32042E-01
-0.25413E+00   0.42722E-01  -0.33063E-01
-0.24341E+00   0.43920E-01  -0.34114E-01
-0.23226E+00   0.45092E-01  -0.35172E-01
-0.22064E+00   0.46226E-01  -0.36212E-01
-0.20855E+00   0.47313E-01  -0.37221E-01
-0.19596E+00   0.48347E-01  -0.38195E-01
-0.18285E+00   0.49329E-01  -0.39143E-01
-0.16921E+00   0.50277E-01  -0.40088E-01
-0.15502E+00   0.51198E-01  -0.41030E-01
-0.14025E+00   0.52101E-01  -0.41961E-01
-0.12488E+00   0.52986E-01  -0.42855E-01
-0.10890E+00   0.53852E-01  -0.43729E-01
-0.92263E-01   0.54680E-01  -0.44564E-01
-0.74949E-01   0.55408E-01  -0.45244E-01
-0.56931E-01   0.56021E-01  -0.45764E-01
-0.38185E-01   0.56492E-01  -0.46189E-01
-0.18681E-01   0.56789E-01  -0.46478E-01
 0.16050E-02   0.56937E-01  -0.46694E-01
-0.49764E+00   0.91955E-02  -0.14709E-01
-0.49669E+00   0.92486E-02  -0.14812E-01
-0.49571E+00   0.93033E-02  -0.14918E-01
-0.49469E+00   0.93591E-02  -0.15027E-01
-0.49362E+00   0.94152E-02  -0.15138E-01
-0.49251E+00   0.94709E-02  -0.15249E-01
-0.49136E+00   0.95254E-02  -0.15358E-01
-0.49016E+00   0.95779E-02  -0.15462E-01
-0.48891E+00   0.96285E-02  -0.15561E-01
-0.48761E+00   0.96786E-02  -0.15658E-01
-0.48626E+00   0.97291E-02  -0.15755E-01
-0.48486E+00   0.97807E-02  -0.15849E-01
-0.48339E+00   0.98335E-02  -0.15938E-01
-0.48187E+00   0.98864E-02  -0.16018E-01
-0.48029E+00   0.99371E-02  -0.16088E-01
-0.47864E+00   0.99862E-02  -0.16149E-01
-0.47693E+00   0.10036E-01  -0.16203E-01
-0.47514E+00   0.10085E-01  -0.16245E-01
-0.47329E+00   0.10130E-01  -0.16265E-01
-0.47136E+00   0.10175E-01  -0.16274E-01
-0.46935E+00   0.10226E-01  -0.16291E-01
-0.46726E+00   0.10283E-01  -0.16311E-01
-0.46509E+00   0.10348E-01  -0.16335E-01
-0.46284E+00   0.10423E-01  -0.16365E-01
-0.46049E+00   0.10509E-01  -0.16398E-01
-0.45805E+00   0.10607E-01  -0.16429E-01
-0.45552E+00   0.10718E-01  -0.16460E-01
-0.45288E+00   0.10843E-01  -0.16491E-01
-0.45013E+00   0.10988E-01  -0.16519E-01
-0.44728E+00   0.11154E-01  -0.16544E-01
-0.44432E+00   0.11347E-01  -0.16569E-01
-0.44124E+00   0.11573E-01  -0.16597E-01
-0.43803E+00   0.11835E-01  -0.16628E-01
-0.43471E+00   0.12138E-01  -0.16660E-01
-0.43125E+00   0.12497E-01  -0.16697E-01
-0.42766E+00   0.12913E-01  -0.16741E-01
-0.42393E+00   0.13397E-01  -0.16793E-01
-0.42006E+00   0.13952E-01  -0.16854E-01
-0.41605E+00   0.14590E-01  -0.16933E-01
-0.41188E+00   0.15302E-01  -0.17038E-01
-0.40755E+00   0.16090E-01  -0.17180E-01
-0.40307E+00   0.16948E-01  -0.17360E-01
-0.39840E+00   0.17869E-01  -0.17581E-01
-0.39356E+00   0.18851E-01  -0.17835E-01
-0.38853E+00   0.19895E-01  -0.18128E-01
-0.38331E+00   0.21004E-01  -0.18463E-01
-0.37788E+00   0.22167E-01  -0.18842E-01
-0.37224E+00   0.23389E-01  -0.19272E-01
-0.36638E+00   0.24664E-01  -0.19757E-01
-0.36028E+00   0.25984E-01  -0.20299E-01
-0.35395E+00   0.27346E-01  -0.20906E-01
-0.34735E+00   0.28735E-01  -0.21580E-01
-0.34050E+00   0.30150E-01  -0.22318E-01
-0.33336E+00   0.31580E-01  -0.23114E-01
-0.32593E+00   0.33020E-01  -0.23962E-01
-0.31819E+00   0.34459E-01  -0.24851E-01
-0.31013E+00   0.35891E-01  -0.25770E-01
-0.30173E+00   0.37303E-01  -0.26714E-01
-0.29298E+00   0.38683E-01  -0.27667E-01
-0.28387E+00   0.40032E-01  -0.28631E-01
-0.27437E+00   0.41351E-01  -0.29610E-01
-0.26449E+00   0.42645E-01  -0.30608E-01
-0.25419E+00   0.43919E-01  -0.31635E-01
-0.24348E+00   0.45177E-01  -0.32693E-01
-0.23233E+00   0.46419E-01  -0.33770E-01
-0.22071E+00   0.47622E-01  -0.34831E-01
-0.20862E+00   0.48778E-01  -0.35863E-01
-0.19602E+00   0.49877E-01  -0.36858E-01
-0.18291E+00   0.50920E-01  -0.37826E-01
-0.16927E+00   0.51926E-01  -0.38788E-01
-0.15507E+00   0.52913E-01  -0.39762E-01
-0.14030E+00   0.53892E-01  -0.40738E-01
-0.12493E+00   0.54859E-01  -0.41692E-01
-0.10894E+00   0.55798E-01  -0.42616E-01
-0.92305E-01   0.56709E-01  -0.43530E-01
-0.74990E-01   0.57543E-01  -0.44358E-01
-0.56967E-01   0.58240E-01  -0.45002E-01
-0.38210E-01   0.58763E-01  -0.45492E-01
-0.18695E-01   0.59103E-01  -0.45852E-01
 0.16050E-02   0.59283E-01  -0.46119E-01
-0.49764E+00   0.87096E-02  -0.13631E-01
-0.49669E+00   0.87722E-02  -0.13730E-01
-0.49571E+00   0.88364E-02  -0.13832E-01
-0.49468E+00   0.89012E-02  -0.13937E-01
-0.49362E+00   0.89654E-02  -0.14045E-01
-0.49251E+00   0.90281E-02  -0.14153E-01
-0.49136E+00   0.90893E-02  -0.14259E-01
-0.49016E+00   0.91489E-02  -0.14359E-01
-0.48891E+00   0.92067E-02  -0.14455E-01
-0.48761E+00   0.92631E-02  -0.14548E-01
-0.48626E+00   0.93182E-02  -0.14642E-01
-0.48485E+00   0.93732E-02  -0.14735E-01
-0.48338E+00   0.94287E-02  -0.14821E-01
-0.48186E+00   0.94836E-02  -0.14899E-01
-0.48028E+00   0.95356E-02  -0.14967E-01
-0.47863E+00   0.95850E-02  -0.15026E-01
-0.47691E+00   0.96339E-02  -0.15079E-01
-0.47513E+00   0.96807E-02  -0.15119E-01
-0.47327E+00   0.97220E-02  -0.15138E-01
-0.47134E+00   0.97637E-02  -0.15148E-01
-0.46933E+00   0.98132E-02  -0.15164E-01
-0.46724E+00   0.98709E-02  -0.15182E-01
-0.46507E+00   0.99374E-02  -0.15204E-01
-0.46281E+00   0.10015E-01  -0.15232E-01
-0.46047E+00   0.10106E-01  -0.15261E-01
-0.45803E+00   0.10211E-01  -0.15288E-01
