contractor,record_id,rig_descriptor,year_built,upgrade_year,build_location,classification,max_water_depth_ft,contract_expiration,area_of_operation,spec_notes
PARAGON OFFSHORE,24,Prospector 1 F&G JU2000E,2013,,China 2013,ABS,400.0,,,"10' 30' 548' N 59 35,000' 3Q/’16 North Sea 12,377 5 140 231' 250' 20' Sikorsky S-92S & S-61N N N/A 3,301 7,250 N/A 75' 75' x 30' 4 44 2""/52mm 6 × 36 IWRC 2,998' N 8.25 82.7 82.7 82.7 5.5 KBoom None Y 2,000 TTS 40' x 40' 4,600/6,000 TTS/ UltraHoist SG 1060-6000 2"" 49.5"" CTU 272t/STU 136t N/A TTS/JiM 10T LR TTS / STD-1000-AC-2M TTS TTS/On Track System XCOM Display –– 20,000' –– –– –– –– 3 TPK 2200 7,500 1,313 3,944 1,340 BT 18,293 4 0 1 1 1 1 15 3-3/16"" 5 Cameron 1 Cameron 182 Flange 49.5"" 30.75"" Hydraulic Cameron N/A 400'"
PARAGON OFFSHORE,24,Prospector 5 F&G JU2000E,2014,,China 2014,ABS,400.0,,,"10' 30' 548' N 59 35,000' 4Q/17 North Sea 12,377 5 140 231' 250' 20' Sikorsky S-92S & S-61N N N/A 3,301 7,250 N/A 75' 75' x 30' 4 44 2""/52mm 6 × 36 IWRC 2,998' N 8.25 83 83 83 5.5 KBoom None Y 2,000 TTS 40' x 40' 4,600/6,000 TTS/ UltraHoist SG 1060-6000 2"" 49.5"" CTU 272t/STU 136t N/A TTS/JiM 10T LR TTS / STD-1000-AC-2M TTS TTS/On Track System XCOM Display –– None –– –– –– –– 3 TPK 2200 7,500 1,313 3,944 1,340 BT 18,293 4 0 1 1 1 1 15 3-3/16"" 5 Cameron 1 Cameron 182 Flange 49.5"" 30.75"" Hydraulic Cameron N/A 400'"
PARAGON OFFSHORE,18,Paragon B391 Baker Marine Europe Class MOD,1981,,Singapore 2001,ABS,390.0,,,"–– 35' 360' –– 45 20,000' 2Q/'16 North Sea 7,000 4 102 239' 212' 17.76' Super Puma AS332L2 N N/A 2,975 3,205 NA 45' 45' x 20' 2 25 1.25"" 6 × 36 IWRC 2,500' N 5 88 50 None None None N 1,600 Pyramid 30' x 30' 1,000 National 1.625"" 49.5"" 220 N/A Varco IR2100 Varco TDS-3 –– TOTCO –– 20,000' –– –– –– –– 3 National 12-P-160 5,000 1,861 488 –– 12,000 3 0 1 1 1 1 15 3-3/16"" 4 Cameron 1 NL Shaffer 121 Flange 37.5"" –– Hydraulic Ross Hill –– 390'"
PARAGON OFFSHORE,2,Paragon M841 LeTourneau 84,1975,,USA 1997,ABS,390.0,,,"36' 30' 500' No 46 25,000' 2Q/’15 Mexico 5,850 6 102 248' 201' 16' S76 N Y 1,784 3,000 N/A 70' 50' x 30' N/A N/A N/A N/A N/A N N/A 65 50 50 None None Y 1,300 Dreco 30' x 30' 3,000 Continental Emsco 1.50"" 49.5"" n/a Y National ST-100 NOV PS2-750A None TOTCO –– –– –– as req. –– –– 3 Continental Emsco FB 1600 5,000 1,460 n/a 1,400 8,640 3 2 1 1 1 N/A 10 3-3/16"" 4 Cameron 1 Hydril 62 Flange 29.5"" 10"" Hydraulic Koomey N 390'"
PARAGON OFFSHORE,2,Paragon M842 LeTourneau 84,1975,,USA 1995,ABS,390.0,,,"36' 30' 500' Yes 28.8 25,000' 1Q/16 Mexico 5,850 6 100 247' 200' 15' S61 N Y 1,886 3,000 N/A 70' 50' x 30' N/A N/A N/A N/A N/A N N/A 65 65 50 None None Y 1,300 Dreco 30' x 30' 2,000 National 1.50"" 37.5"" 51.6 Y NOV AR3200 NOV PS2-750A None TOTCO –– –– –– as req. –– –– 3 National 12-P-160 5,000 1,428 n/a 1,400 6,240 4 2 1 1 1 N/A 10 3-3/16"" 3 Cameron 1 Hydril 62 Flange 29.5"" 10"" Hydraulic Koomey N 390'"
PARAGON OFFSHORE,27,Paragon C20051 CFEM T-2005-C,1982,,France 2014,DNV,360.0,,,"–– –– 504' –– 49 25,000' 4Q/15 North Sea 9,790 4 96 245' 282' 15' S61 N(S-92) Y Y 2,097 2,921 N/A 45' 41' x 24' 4 32 2.25""/1.25"" IWRC 2,300'/2,900' N 9.1 88 45 None None None Y 1,000 JA Paris 36' x 36' 4,600 National 1.50"" 37.5"" –– N/A Varco Varco TDS-8SA MH114008 Bohr/ NOV/Electro-flow 3,250' 13,000' –– as req. –– –– 2 NOV HEX 240 7,500 840 845 1,623 11,020 4 0 1 1 –– 15 3-3/16"" 3 Cameron 1 Cameron 136 Flange 36.25"" 12"" Hydraulic Koomey N"
PEMEX,12,KFELS 'B' class,2015,,Singapore,ABS,400.0,,,"–– –– –– –– –– 30,000' –– Latin America –– –– 120 234' 208' –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 1,500 –– –– 2,950 NOV –– –– –– –– –– NOV TDS-8SA –– –– –– –– –– –– –– –– 3 NOV 14-P-220 2,200 –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– ––"
PEMEX,12,Yunuen KFELS 'B' class,2015,,Singapore,ABS,350.0,,,"–– –– –– –– –– 30,000' –– Latin America –– –– 120 234' 208' –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 1,500 –– –– 2,950 NOV –– –– –– –– –– NOV TDS-8SA –– –– –– –– –– –– –– –– 3 NOV 14-P-220 2,200 –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 350'"
"PERFORADORA CENTRAL, S.A. DE C.V.",12,Tonala KFELS 'B' class,2004,,USA,ABS,350.0,,,"15' –– 517' Y 46' 25,000' –– Mexico 9,275 6 100 234' 208' 15' S61 N Y 6,000 8,000 –– 70' 60' x 30' –– –– –– –– –– –– –– 50 50 50 –– –– Y 1,500 Dreco 35' x 35' 3,000 National 1.63"" 49.5"" –– N NOI IR30SP NOI - PS2-650 –– Hitec –– –– –– –– –– –– 3 National 14-P-220 7,500 2,514 incl. 1,083 11,100 5 –– 1 1 1 –– 10 3.06"" 3 Cameron 1 & 1 Cameron 75 & 56 Flange 30"" 12"" C240 IE30-AG Cameron Y 350'"
"PERFORADORA CENTRAL, S.A. DE C.V.",3,Panuco LeTourneau 116-CE,2007,,USA,ABS,350.0,,,"–– –– –– Y 46' 25,000' –– Mexico 10,750 –– 120 –– –– 15' S-61N/S92 or Mi-17 –– Y –– –– –– 70' 70' x 46' –– –– –– –– –– –– –– 42 42 70 –– –– Y 2,500 Cameron 35' x 32' 4,500 Cameron 1.5"" 49.5"" 400 Y –– –– –– –– –– –– –– –– –– –– –– –– –– 4,589 incl. –– 12,845 4 –– 1 1 1 –– 10 –– –– –– –– –– 75 –– –– –– –– Cameron –– 350'"
"PERFORADORA CENTRAL, S.A. DE C.V.",5,Tuxpan LeTourneau Super 116E,2010,,USA,ABS,350.0,,,"–– –– 478' Y 46' 30,000' –– Mexico 10,750 –– 120 243' 210' 15' S-61N/S92 or Mi-17 –– Y –– –– –– 70' 70' x 46' –– –– –– –– –– –– –– 42 42 70 –– –– Y 2,500 Cameron 35' x 32' 4,500 Cameron 1.5"" 49.5"" 400 Y –– –– –– –– –– –– –– –– –– –– –– –– –– 4,589 incl. –– 12,845 4 –– 1 1 1 –– 10 –– –– –– –– –– 75 –– –– –– –– Cameron –– 375'"
"PERFORADORA CENTRAL, S.A. DE C.V.",5,Coatzacoalcos LeTourneau Super 116E,2014,,USA,ABS,375.0,,,"–– –– 478' Y 46' 30,000' –– Mexico 10,750 –– 120 243' 210' 15' S-61N/S92 or Mi-17 –– Y –– –– –– 70' 70' x 46' –– –– –– –– –– –– –– 42 42 70 –– –– Y 2,500 Cameron 35' x 32' 4,500 Cameron 1.5"" 49.5"" 400 Y –– –– –– –– –– –– –– –– –– –– –– –– –– 4,589 incl. –– 12,845 4 –– 1 1 1 –– 10 –– –– –– –– –– 75 –– –– –– –– Cameron –– 375'"
"PERFORADORA CENTRAL, S.A. DE C.V.",5,Papaloapan LeTourneau Super 116E,2013,,USA,ABS,375.0,,,"–– –– 478' Y 46' 30,000' –– Mexico 10,750 –– 120 243' 210' 15' S-61N/S92 or Mi-17 –– Y –– –– –– 70' 70' x 46' –– –– –– –– –– –– –– 42 42 70 –– –– Y 2,500 Cameron 35' x 32' 4,500 Cameron 1.5"" 49.5"" 400 Y –– –– –– –– –– –– –– –– –– –– –– –– –– 4,589 incl. –– 12,845 4 –– 1 1 1 –– 10 –– –– –– –– –– 75 –– –– –– –– Cameron ––"
PERFORADORA MEXICO (PEMSA),24,Tabasco F&G JU2000E,2013,,China,ABS,400.0,,,"–– –– 548' –– 59' 30,000' –– N.America-Mexico –– –– 140 231' 250' –– Sikorsky S-92S –– –– 3,301 7,250 –– 75' 75' x 30' –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 400'"
PETROBRAS,5,P-59 LeTourneau Super 116E,2012,,Brazil,ABS,350.0,,,"–– –– 478' Y 46' 30,000' –– Brazil 10,750 –– 120 243' 210' 15' S-61N/S92 or Mi-17 –– Y –– –– –– 70' 70' x 46' –– –– –– –– –– –– –– 42 42 70 –– –– Y 2,650 Cameron 36' x 36' 4,500 Cameron 1.5"" 49.5"" 400 –– –– –– –– –– –– –– –– –– –– –– 3 –– 7,500 4,589 incl. –– 12,845 4 –– 1 1 1 –– 10 3.06"" 2 –– 1 Cameron 75 –– –– –– –– Cameron –– 350'"
PETROBRAS,5,P-60 LeTourneau Super 116E,2012,,Brazil,ABS,350.0,,,"–– –– 478' Y 46' 30,000' –– Brazil 10,750 –– 120 243' 210' 15' S-61N/S92 or Mi-17 –– Y –– –– –– 70' 70' x 46' –– –– –– –– –– –– –– 42 42 70 –– –– Y 2,650 Cameron 36' x 36' 4,500 Cameron 1.5"" 49.5"" 400 –– –– –– –– –– –– –– –– –– –– –– 3 –– 7,500 4,589 incl. –– 12,845 4 –– 1 1 1 –– 10 3.06"" 2 –– 1 Cameron 75 –– –– –– –– Cameron ––"
PT APEXINDO PRATAMA DUTA Tbk,16,Soehanah Baker Marine Pacific Class 375,2007,,Singapore,ABS,375.0,Aug-15,Indonesia,"14,450 4 to 5 115 326' 224' n/a S61 N N Y 2,500 3,975 –– 75' 60' x 30' 4 40 1.5"" n/a 3,000' –– 6 75 @ 35' 45 @ 25' 25 @ 20' –– –– Y 1,400 Pyramid 35' x 35' 2,800 Wirth 1.63"" 49.5"" 220 N Maritime Hydraulic Maritime Hydraulics 650 Ton –– Hitec 2,000' –– –– –– 13,000' 7,000' 3 Wirth - 2200 7,500 1,900 3,500 1,800 11,600 5 –– 1 1 –– 3 10 3.0625"" 4 Shaffer 1 Shaffer 155 Flange 49.5"" 14"" Hydraulic Sara N"
PT APEXINDO PRATAMA DUTA Tbk,24,Tasha F&G JU2000E,2014,,China,ABS,400.0,Sep-15,Malaysia,"–– –– 140 231' 250' n/a S61 N, S-92 –– –– 3,301 7,249 –– 75' 75' x 30' –– –– –– –– –– –– –– 75 @ 35' 75 @ 35' 75 @ 35' –– –– –– 1,500 –– 40' x 40' 3,000 NOV –– 49.5"" –– N Varco ST-120 NOV 750 Ton –– ADS Amphion –– –– –– –– –– –– 3 NOV - 14-P-220 7,500 2,000 3,000 –– –– 5 –– –– 1 1 –– 10 to 15 3"" 3 Shaffer 1 Shaffer –– 13-5/8"" Flange 29.5"" –– Hydraulic Elec. Flow Con. –– 400'"
PV DRILLING,12,PV Drilling II KFELS 'B' class,2009,,Singapore,ABS,400.0,,,"–– –– 517' –– 46' 30,000' Drilling South East Asia –– –– 120 234' 208' –– S61N, S92, MI-17 N N –– –– –– 70' 30' x 70' 4 –– 1.75"" EIPS 2,625' –– –– 50 @ 20' 24 @ 120' –– –– –– –– 1,500 Woolslayer 36' x 36' 3,450 NOV –– 49.5"" –– –– NOV ARM3200M NOV TDS-8SA –– –– –– –– –– –– –– –– 3 NOV 14-P-220 7500 –– –– –– –– 5 –– 1 1 –– 2 15 3.0625"" 2 Shaffer 1 Shaffer –– 18 3/4"" 49.5"" 14"" Hydraulic NOV –– 400'"
PV DRILLING,12,PV Drilling III KFELS 'B' class,2009,,Singapore,ABS,400.0,,,"–– –– 517' –– 53' 30,000' Drilling South East Asia –– –– 111 234' 208' –– S61N, S92, MI-17 N N –– –– –– 70' 30' x 70' 4 –– –– –– –– –– –– 100 @ 20' 24 @ 120' –– –– –– –– 680 Woolslayer 32' x 35' 3,200 NOV –– 49.5"" –– –– NOV ARM3200M NOV TDS-8SA –– –– –– –– –– –– –– –– 3 NOV 14-P-220 –– –– –– –– –– 5 –– 1 1 1 –– 15 3.0625"" 1 Shaffer 1 Shaffer –– 18 3/4"" 49.5"" 12"" Hydraulic –– –– 400'"
PV DRILLING,12,PV Drilling VI KFELS 'B' class,2015,,Singapore,ABS,400.0,,,"–– –– 517' –– 53' 30,000' Drilling South East Asia –– –– 150 225' 173' –– S61N, S92, MI-17 N N –– –– –– 70' 30' x 70' –– –– –– –– –– –– –– 100 @ 20' 24 @ 120' –– –– –– –– 1,500 Woolslayer 36' x 36' 3,000 NOV –– 49.5"" –– –– NOV ARM3200M NOV TDS-8SA –– –– –– –– –– –– –– –– 3 NOV 14-P-220 2,200 –– –– –– –– 5 –– 1 1 1 –– 15 3.0625"" 1 Shaffer 1 Shaffer –– 18 3/4"" 49.5"" 12"" Hydraulic –– ––"
"ROWAN COMPANIES, INC.",6,Rowan Gorilla II Gorilla,1984,,Singapore 2000,ABS,350.0,,,"30' 30' 638' N 66' 30,000' 3Q/15 Malaysia 7,998 4 88 297' 292' 18' S-61 N Chinook 234LR N N 4,827 8,328 52' x 45' 52' 52' x 24' 2 Pulls 25 1.25"" 6 x 37 3,000' 2 @ 3,200 ea 5 75 @ 59' 50 @ 25' 50 @ 25' 50 @ 25' 50 @ 25' Y 1,250 L. C. Moore 30' x 30' 4,500 NOV 1.50"" 49.5"" 250 Y Varco IR TW-60 Varco TDS-4S N/A Rowan TBD TBD TBD TBD TBD TBD 3 National 12-P-160 5,000 2,478 incl. incl. 16,400 4 –– 1 1 –– –– 10 3"" 3 Cameron 1 Hydril 145 13-5/8 10M Flange 49.5"" 12"" 80 Super T Koomey Y"
"ROWAN COMPANIES, INC.",7,Rowan Gorilla V Super Gorilla,1998,,USA N/A,ABS,400.0,,,"/ DNV 45' 30' 574' Y 57' 35,000' 3Q/16 North Sea 16,975 4 120 306' 300' 22' EH101/S-61N Chinook 234LR Y Y 6,250 6,884 60' x 45' 85' 85' x 40' 4 Pulls 50 2"" 6 x 36 EIPS IWRC, RRL 2 2,500' 2 @ 3,800 ea 5.5 75 @ 30' 75 @ 30' 75 @ 30' 75 @ 30' 50 @ 24' Y 2,500 WCI 40' x 40' 5,000 NOV 1.75"" 49.5"" 400 Y Varco A-3200 Letourneau DDTD 750 PRS 3i Rig serve TBD TBD TBD TBD TBD TBD 4 National 14-P-220 7,500 5,294 incl. incl. 22,000 5 –– 2 2 –– –– 15 3"" 4 Cameron 1 Hydril 220 18-3/4 15M Flange 49.5"" 16"" Minuteman Cameron Y"
"ROWAN COMPANIES, INC.",7,Rowan Gorilla VI Super Gorilla,2000,,USA 2014,ABS,450.0,,,"/ DNV 45' 30' 607' Y 57' 35,000' 1Q/18 North Sea 16,975 4 120 306' 300' 21' EH101/S-61N Chinook 234LR Y Y 6,230 6,230 60' x 45' 100' 100' x 40' 4 Pulls 45 2"" 6 x 36 EIPS IWRC, RRL 2 2,500' 2 @ 3,800 ea 5.5 75 @ 30' 75 @ 30' 75 @ 30' 75 @ 30' 50 @ 24' Y 2,500 WCI 40' x 40' 5,000 NOV 1.75"" 49.5"" 600 Y Varco A-3200 NOI PS-2 650/750 PRS 3i Rig serve TBD TBD TBD TBD TBD TBD 4 Continental Emsco FC-2000 7,500 5,575 incl. 2,425 22,000 4 –– 1 2 –– –– 15 3"" 4 Cameron 1 Hydril 220 18-3/4 15M Flange 49.5"" 16"" Minuteman Cameron Y 450'"
"ROWAN COMPANIES, INC.",7,Rowan Gorilla VII Super Gorilla,2002,,USA N/A,ABS,450.0,,,"/ DNV 45' 30' 607' Y 57' 35,000' 2Q/15 North Sea 16,975 4 120 306' 300' 22' EH101/S-61N Chinook 234LR Y Y 5,952 6,000 60' x 45' 100' 100' x 40' 4 Pulls 50 2"" 6 x 36 EIPS IWRC, RRL 2 2,500' 2 @ 3,800 ea 5.5 75 @ 30' 75 @ 30' 75 @ 30' 75 @ 30' 50 @ 24' Y 2,500 WCI 40' x 40' 5,000 NOV 1.75"" 49.5"" 678 Y Varco A-3200 NOI PS-2 650/750 PRS 3i Rig serve TBD TBD TBD TBD TBD TBD 4 Continental Emsco FC-2000 7,500 5,294 incl. 2,425 22,000 6 –– 1 2 –– –– 15 3"" 4 Cameron 1 Hydril 220 18-3/4 15M Flange 28"" 16"" Minuteman Cameron Y 450'"
"ROWAN COMPANIES, INC.",7,Bob Palmer Super Gorilla XL,2003,,USA 2007,ABS,490.0,,,"/ DNV 45' 30' 647' N 67.7' 35,000' 3Q/17 Middle East 12,900 4 118 306' 300' 31' S62 N / S92 Y Y 5,772 5,800 60' x 45' 100' 100' x 40' 4 Pulls 50 2"" 6 x 36 EIPS IWRC, RRL 2 2,500' 2 @ 3,600 ea 5.5 75 @ 30' 75 @ 30' 75 @ 30' 75 @ 30' 50 @ 24' Y 2,500 WCI 40' x 40' 4,500 LEWCO 2.00"" 49.5"" 678 Y NOV ST-120 NOI PS-2 750A PRS 8i MD Totco TBD TBD TBD TBD TBD TBD 3 Lewco W-3000 7,500 7,889 incl. 2,425 22,400 6 –– 1 2 –– –– 15 3"" 4 Cameron 1 Hydril 220 18-3/4 15M Flange 28"" 16"" AMSN - 5801 ABB Y 490'"
"ROWAN COMPANIES, INC.",9,Rowan Joe Douglas LeTourneau 240-C,2011,,USA,ABS,375.0,,,"/ DNV –– –– 491' N –– 35,000' 1Q/16 Trinidad –– –– 108 228' 220' –– S-61N / S-92 –– –– –– 4,711 –– –– –– –– –– –– –– –– –– –– 75 @ 30' 75 @ 30' 75 @ 30' –– –– Y 2,500 Loadmaster 36' x 36' 3,000 LEWCO 2.00"" 49.5"" –– Y –– LTI DDTD-750-V2 –– –– TBD TBD TBD TBD TBD TBD 3 Lewco W-3000 3,000 4,005 incl. incl. 13,800 5 –– 3 2 –– –– 15 3"" 4 Cameron 1 Hydril –– 18-3/4 15M Flange 30"" –– –– –– Y 375'"
"ROWAN COMPANIES, INC.",9,Ralph Coffman LeTourneau 240-C,2009,,USA N/A,ABS,350.0,,,"15' 20' 491' Y 56' 35,000' 2Q/15 Tunisia 12,900 4.5 108 228' 220' 19' S-61N or S-92 N Y 5,050 4,711 N/A 80' 80' x 30' 2 Pulls 25 1.25"" 6 x 36 Galy 2,500' –– 6 56 @ 45' 56 @ 45' 56 @ 45' –– –– Y 2,500 Loadmaster 36' x 36' 4,500 LEWCO 2"" 49.5"" 250 Y NOV IR30120 LTI DDTD-750-V2 Loadmaster MRS 12 MD Totco TBD TBD TBD TBD TBD TBD 3 LTI W-3000 7,500 4,005 incl. 529 13,820 5 –– 1 1 –– –– 15 3"" 4 Cameron 1 Hydril 210 18-3/4 15M Flange 30"" 12"" EH/PLC Cameron Y"
"ROWAN COMPANIES, INC.",5,Rowan EXL II Super 116E,2010,,USA N/A,ABS,380.0,,,"63' 20' 511' Y 46' 35,000' 1Q/17 Trinidad 10,750 4.5 120 228' 206' 17' S-61N N Y 3,348 3,300 N/A 70' 70' x 30' 4 Pulls 25 1.25"" IWRC 6 x 36 2,500' N/A 6 56 @ 45' 56 @ 45' 48.5 @ 25' –– –– Y 2,000 Loadmaster 32' x 35' 3,000 LEWCO 1-3/4"" 49.5"" 100 Y NOV IR30120 LTI DDTD-750-V2 N/A MD Totco TBD TBD TBD TBD TBD TBD 3 LTI W-2215 7,500 3,668 incl. 934 13,800 4 –– 1 1 –– –– 15 3"" 4 Cameron 1 Hydril 210 13-5/8 15M Flange 36-1/2"" 16"" EH/PLC Cameron Y"
"ROWAN COMPANIES, INC.",5,Rowan EXL III Super 116E,2010,,USA N/A,ABS,350.0,,,"33' 20' 477' Y 46' 35,000' 3Q/15 GoM 10,750 4.5 120 228' 206' 17' S-61N N Y 3,825 3,300 N/A 70' 70' x 30' 4 Pulls 25 1.25"" IWRC 6 x 36 2,500' N/A –– 56 @ 45' 56 @ 45' 48.5 @ 25' –– –– Y 2,000 Loadmaster 32' x 35' 3,000 LeTourneau 1-3/4"" 49.5 100 Y NOV IR30120 LTI DDTD-750-V2 N/A MD Totco TBD TBD TBD TBD TBD TBD 3 LTI W-2215 7,500 3,668 incl. 934 13,800 5 –– 1 1 –– –– 15 3"" 4 Cameron 1 Hydril 135 13-5/8 15M Flange 36-1/2"" 16"" EH/PLC Cameron Y"
"ROWAN COMPANIES, INC.",9,Rowan Mississippi LeTourneau 240-C,2008,,USA N/A,ABS,375.0,,,"15' 15' 491' Y 56' 35,000' 4Q/18 Saudi Arabia 12,900 4.5 108 228' 220' 19' S-61N or S-92 N Y 4,202 4,835 N/A 80' 80' x 30' 2 Pulls 25 1.25"" IWRC 6 x 36 2,500' N/A 2.24 65 @ 45' 65 @ 45' 67 @ 45' –– –– Y 2,500 Loadmaster 36' x 36' 4,500 LEWCO 2"" 49.5"" 250 Y NOV IR30120 LTI DDTD-750-V2 Loadmaster MRS 12 MD Totco TBD TBD TBD TBD TBD TBD 3 LTI W-3000 7,500 4,100 incl. 529 13,820 5 –– 1 1 –– –– 15 3"" 4 Cameron 1 Hydril 210 18-3/4 15M Flange 30"" 12"" EH/PLC Cameron Y"
"ROWAN COMPANIES, INC.",14,Rowan Stavanger KFELS N-Class,2011,,Singapore 2011,DNV,400.0,,,"10' 30' 568' Y 66' 35,000' 2Q/15 North Sea 13,460 4.5 120 264' 289' 24' S-61N or S-92 N Y 5,123 8373-17780 N/A 75' 75' x 24' 4 Pulls 16.8 2"" IWRC 3,281' N/A 8.4 55 @ 29' 50 @ 30' 50 @ 29' –– –– Y 2,200 NOV 40' x 40' 4,600 NOV 2"" 49.5"" 350 N Wellquip JiM20 NOV HPS 03-1000 NOV HydraRacker III NOV TBD TBD TBD TBD TBD TBD 3 NOV 14-P-120 7,500 7,221 incl. 4,916 15,885 5 –– –– –– –– –– 15 3"" 4 NOV 1 Shaffer 220 18-3/4 15M Flange 44"" 16"" Koomey Shaffer Y 400'"
"ROWAN COMPANIES, INC.",14,Rowan Viking KFELS N-Class,2010,,Singapore N/A,DNV,400.0,,,"10' 30' 568' Y 66' 35,000' 1Q/17 North Sea 13,460 4.5 120 264' 289' 21' S-61N or S-92 N Y 5,123 8373-17780 N/A 75' 75' x 24' 4 Pulls 16.8 2"" IWRC 3,281' N/A 8.4 55 @ 29' 50 @ 30 50 @ 29' –– –– Y 2,200 NOV 40' x 40' 4,600 NOV 2"" 49.5"" 350 N Wellquip JiM20 NOV HPS 03-1000 NOV HydraRacker III NOV TBD TBD TBD TBD TBD TBD 3 NOV 14-P-120 7,500 7,221 incl. 4,916 15,885 5 –– –– –– –– –– 15 3"" 4 Shaffer 1 Shaffer 220 18-3/4 15M Flange 44"" 16"" Koomey Shaffer Y 400'"
"ROWAN COMPANIES, INC.",14,Rowan Norway KFELS N-Class,2011,,Singapore N/A,DNV,400.0,,,"10' 30' 568' Y 66' 35,000' 3Q/16 North Sea 13,460 4.5 120 264' 289' 21' S-61N or S-92 N Y 5,123 8,373 N/A 75' 75' x 24' 4 Pulls 16.8 2"" IWRC 3,281' N/A 8.4 55 @ 29' 50 @ 30' 50 @ 29' –– –– Y 2,200 TTS 40' x 40' 4,600 TTS 2"" 49.5"" 350 N Wellquip JiM20 TTS ITAG TTS SmartRacker III-P TTS –– –– –– –– –– –– 3 NOV 14-P-120 7,500 7,221 incl. 4,916 15,885 5 –– –– –– –– –– 15 3"" 4 Shaffer 1 Shaffer 220 18-3/4 15M Flange 44"" 16"" Koomey Shaffer Y 400'"
"ROWAN COMPANIES, INC.",12,AOD I KFELS 'B' class,2013,,Singapore,ABS,400.0,May-16,Middle East,"10,750 4-4.5 150 234' 208' 16' S-61N / S-92 –– –– 3,000 3,750 N/A –– 70' x 30' –– –– –– –– –– N/A –– 50 50 50 –– –– –– 1,500 NOV 32' x 36' 3,000 NOV –– 49.5"" 250 –– NOV-ST-120 NOV TDS-8SA NOV Amphion System –– 20,000' –– –– –– –– 3 Lewco W-2215 7,500 –– –– –– 11,100 5 –– –– –– –– –– 15 –– 1 CIW 1 CIW –– 18 ¾"" Flange/Stud 49.5"" –– Hydraulic –– –– 400'"
"ROWAN COMPANIES, INC.",12,AOD II KFELS 'B' class,2013,,Singapore,ABS,400.0,Jul-16,Middle East,"10,750 4-4.5 150 234' 208' 16' S-61N / S-92 –– –– 3,000 3,750 N/A –– 70' x 30' –– –– –– –– –– N/A –– 50 50 50 –– –– –– 1,500 NOV 32' x 36' 3,000 NOV –– 49.5"" 250 –– NOV AR 3200 CM NOV TDS-8SA NOV Amphion System –– 20,000' –– –– –– –– 3 Lewco W-2215 7,500 –– –– –– 11,100 5 –– –– –– –– –– 15 –– 1 CIW 1 CIW –– 18 ¾"" Flange/Stud 49.5"" –– Hydraulic –– –– 400'"
"ROWAN COMPANIES, INC.",12,AOD III KFELS 'B' class,2013,,Singapore,ABS,400.0,Oct-16,Middle East,"10,750 4-4.5 150 234' 208' 16' S-61N / S-92 –– –– 3,000 3,750 N/A –– 70' x 30' –– –– –– –– –– N/A –– 50 50 50 –– –– –– 1,500 NOV 32' x 36' 3,000 NOV –– 49.5"" 250 –– NOV AR 3200 CM NOV TDS-8SA NOV Amphion System –– 20,000' –– –– –– –– 3 Lewco W-2215 7,500 –– –– –– 11,100 5 –– –– –– –– –– 15 –– 1 CIW 1 CIW –– 18 ¾"" Flange/Stud 49.5"" –– Hydraulic –– –– 400'"
"ROWAN COMPANIES, INC.",12,West Ariel KFELS 'B' class,2008,,Singapore,ABS,400.0,Aug-16,West Africa,"10,750 4-4.5 112 234' 208' 16' S-61N / S-92 N N 2,250 3,750 N/A 70' 70' x 30' 4 28.1 1.50"" 6 x 36 EIPS 2,500' N/A 5.5 50 50 50 N/A N/A Y 1,500 WCI 36' x 36' 3,000 Varco ADS-10T 1.63"" 49.5"" 250 Y NOV AR 3200 M Varco TDS-8SA PH 100 V-ICIS 2.1 –– 20,000' –– –– –– 10,000' 3 Lewco W-2215 7,500 3,496.6 2,180 1,517 11,100 5 –– –– 1 –– –– 15 3"" 2 Cameron 1 Cameron 192 18 ¾"" Flange/Stud 49.5"" 14"" Hydraulic Cameron Y 400'"
"ROWAN COMPANIES, INC.",16,West Leda Baker Marine Pacific Class 375,2010,,Singapore,ABS,375.0,Jul-15,Southeast Asia,"10,750 4-4.5 120 237' 224' 19' S61 N / S-92 N N 3,000 3,750 N/A 70' 75' x 30' 4 34.94 1.50"" 6 x 36 EIPS 2,500' N/A 7.5 55 45 25 N/A N/A Y 1,500 Loadmaster 35' x 35' 3,450 Varco ADS-10T 1.63"" 49.5"" 250 Y Varco AR-3200 Varco TDS-8SA NOV Amphion System –– 20,000' –– –– –– –– 3 Lewco W-2215 7,500 4,100 2,036 2,584 11,654 4 –– –– –– –– –– 15 3"" 2 CIW 1 CIW 176 18 ¾"" Flange/Stud 49.5"" 12"" Hydraulic Hydril Y 375'"
