# provenance: previous project reference
# extraction_date: 2026-07-29
# schema: grade,diameter_in,area_in2,unit_weight_lbf_ft,modulus_psi,catalog_sonic_velocity_ft_s,weight_derived_velocity_ft_s,tensile_strength_psi,raw_sonic_velocity_kft_s,catalog_velocity_relative_residual,source_rows,raw_labels
# units: explicit in unit-suffixed fields; surface values unverified_source_unit
grade,diameter_in,area_in2,unit_weight_lbf_ft,modulus_psi,catalog_sonic_velocity_ft_s,weight_derived_velocity_ft_s,tensile_strength_psi,raw_sonic_velocity_kft_s,catalog_velocity_relative_residual,source_rows,raw_labels
TN-MMS-HS,1.125,0.994,3.67,29900000,16730,16141.675801008089,138000,16.73,0.035165821817,670,Tn-MMS-HS  - 1.125
TN-MMS-HS,1.25,1.227,4.9,29900000,16730,15520.749932997860,138000,16.73,0.072280338733,671,Tn-MMS-HS  - 1.250
TN-MMS-HS,1.5,1.767,6.13,29900000,16730,16652.387098035100,138000,16.73,0.004639145366,672,Tn-MMS-HS  - 1.500
TN-PLUS-HS,0.625,0.307,1.13,29850000,16730,16153.067203670119,140000,16.73,0.034484925065,673,Tn-Plus-HS  - 0.625
TN-PLUS-HS,0.75,0.442,1.63,29850000,16730,16137.727078708177,140000,16.73,0.035401848254,674,Tn-Plus-HS  - 0.750
TN-PLUS-HS,0.875,0.601,2.22,29850000,16730,16124.482405164498,140000,16.73,0.036193520313,675,Tn-Plus-HS  - 0.875
TN-PLUS-HS,1,0.785,2.9,29850000,16730,16123.557226152050,140000,16.73,0.036248820911,676,Tn-Plus-HS  - 1.000
TN-PLUS-HS,1.125,0.994,3.67,29850000,16730,16128.173769535315,140000,16.73,0.035972876896,677,Tn-Plus-HS  - 1.125
TN-UHS-HS,0.625,0.307,1.13,29850000,16730,16153.067203670119,140000,16.73,0.034484925065,678,Tn-UHS-HS  - 0.625
TN-UHS-HS,0.75,0.442,1.63,29850000,16730,16137.727078708177,140000,16.73,0.035401848254,679,Tn-UHS-HS  - 0.750
TN-UHS-HS,0.875,0.601,2.22,29850000,16730,16124.482405164498,140000,16.73,0.036193520313,680,Tn-UHS-HS  - 0.875
TN-UHS-HS,1,0.785,2.9,29900000,16730,16137.055392790842,138000,16.73,0.035441996845,681,Tn-UHS-HS  - 1.000
TN-UHS-HS,1.125,0.994,3.67,29850000,16730,16128.173769535315,140000,16.73,0.035972876896,682,Tn-UHS-HS  - 1.125
TN-UHS-HS,1.25,1.227,4.9,29850000,16730,15507.767287536519,140000,16.73,0.073056348623,683,Tn-UHS-HS  - 1.250
TN-UHS-HS,1.5,1.767,6.13,29850000,16730,16638.457871759818,140000,16.73,0.005471735101,684,Tn-UHS-HS  - 1.500
TN-UTS- BLUE,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,685,Tn-UTS- Blue - 0.875
TN-UTS-BLUE,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,686,Tn-UTS-Blue - 0.750
TN-UTS-BLUE,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,687,Tn-UTS-Blue - 1.000
TN-UTS-C,0.75,0.442,1.63,30500000,16000,16312.484737552506,115000,16,0.019530296097,688,Tn-UTS-C  - 0.750
TN-UTS-C,0.875,0.601,2.22,30500000,16000,16299.096635623319,115000,16,0.018693539726,689,Tn-UTS-C  - 0.875
TN-UTS-C,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,690,Tn-UTS-C  - 1.000
TN-UTS-DALY,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,691,Tn-UTS-DALY  - 0.750
TN-UTS-DALY,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,692,Tn-UTS-DALY  - 0.875
TN-UTS-DALY,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,693,Tn-UTS-DALY  - 1.000
TN-UTS-DCAR,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,694,Tn-UTS-DCAR  - 0.750
TN-UTS-DCAR,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,695,Tn-UTS-DCAR -  0.875
TN-UTS-DCAR,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,696,Tn-UTS-DCAR - 1.000
TN-UTS-DSEP,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,697,Tn-UTS-DSEP  - 0.750
TN-UTS-DSEP,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,699,Tn-UTS-DSEP - 0.875
TN-UTS-DSEP,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,698,Tn-UTS-DSEP  - 1.000
TN-UTS-HROD,0.75,0.442,1.63,30500000,16000,16312.484737552506,147000,16,0.019530296097,700,Tn-UTS-HRod - 0.750
TN-UTS-HROD,0.875,0.601,2.22,30500000,16000,16299.096635623319,147000,16,0.018693539726,701,Tn-UTS-HRod - 0.875
TN-UTS-HROD,1,0.785,2.9,30500000,16000,16298.161437720514,147000,16,0.018635089858,702,Tn-UTS-HRod - 1.000
TN-UTS-K,0.75,0.442,1.63,30500000,16000,16312.484737552506,115000,16,0.019530296097,703,Tn-UTS-K  - 0.750
TN-UTS-K,0.875,0.601,2.22,30500000,16000,16299.096635623319,115000,16,0.018693539726,704,Tn-UTS-K  - 0.875
TN-UTS-K,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,705,Tn-UTS-K  - 1.000
TN-UTS-KDSEP,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,706,Tn-UTS-KDSEP - 0.750
TN-UTS-KDSEP,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,707,Tn-UTS-KDSEP - 0.875
TN-UTS-KDSEP,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,708,Tn-UTS-KDSEP - 1.000
TN-UTS-MMS,0.75,0.442,1.63,30500000,16000,16312.484737552506,155000,16,0.019530296097,709,Tn-UTS-MMS  - 0.750
TN-UTS-MMS,0.875,0.601,2.22,30500000,16000,16299.096635623319,155000,16,0.018693539726,710,Tn-UTS-MMS  - 0.875
TN-UTS-MMS,1,0.785,2.9,30500000,16000,16298.161437720514,155000,16,0.018635089858,711,Tn-UTS-MMS  - 1.000
TN-UTS-MMS,1.125,0.994,2.9,30500000,16730,18339.900667669932,155000,16.73,0.096228372246,712,Tn-UTS-MMS  - 1.125
TN-UTS-PLUS,0.75,0.442,1.63,30500000,16000,16312.484737552506,160000,16,0.019530296097,713,Tn-UTS-PLUS  - 0.750
TN-UTS-PLUS,0.875,0.601,2.22,30500000,16000,16299.096635623319,160000,16,0.018693539726,714,Tn-UTS-PLUS  - 0.875
TN-UTS-PLUS,1,0.785,2.9,30500000,16000,16298.161437720514,160000,16,0.018635089858,715,Tn-UTS-PLUS  - 1.000
TN-UTS-UHS,0.75,0.442,1.63,30500000,16000,16312.484737552506,160000,16,0.019530296097,716,Tn-UTS-UHS  - 0.750
TN-UTS-UHS,0.875,0.601,2.22,30500000,16000,16299.096635623319,160000,16,0.018693539726,717,Tn-UTS-UHS  - 0.875
TN-UTS-UHS,1,0.785,2.9,30500000,16000,16298.161437720514,160000,16,0.018635089858,718,Tn-UTS-UHS  - 1.000
TN-UTS-UHS,1.125,0.994,3.67,30500000,16730,16302.827974284954,160000,16.73,0.025533295022,719,Tn-UTS-UHS  - 1.125
TN-YS-C,0.75,0.442,1.63,30500000,16000,16312.484737552506,60000,16,0.019530296097,720,Tn-YS-C  - 0.750
TN-YS-C,0.875,0.601,2.22,30500000,16000,16299.096635623319,60000,16,0.018693539726,721,Tn-YS-C  - 0.875
TN-YS-C,1,0.785,2.9,30500000,16000,16298.161437720514,60000,16,0.018635089858,722,Tn-YS-C  - 1.000
TN-YS-DALY,0.75,0.442,1.63,30500000,16000,16312.484737552506,100000,16,0.019530296097,723,Tn-YS-DALY  - 0.750
TN-YS-DALY,0.875,0.601,2.22,30500000,16000,16299.096635623319,100000,16,0.018693539726,724,Tn-YS-DALY  - 0.875
TN-YS-DALY,1,0.785,2.9,30500000,16000,16298.161437720514,100000,16,0.018635089858,725,Tn-YS-DALY  - 1.000
TN-YS-DBLUE,0.75,0.994,1.63,30500000,16000,24462.575320661118,100000,16,0.528910957541,726,Tn-YS-DBlue  - 0.750
TN-YS-DBLUE,0.875,0.601,2.22,30500000,16000,16299.096635623319,100000,16,0.018693539726,728,Tn-YS-DBlue - 0.875
TN-YS-DBLUE,1,0.785,2.9,30500000,16000,16298.161437720514,100000,16,0.018635089858,727,Tn-YS-DBlue  - 1.000
TN-YS-DCAR,0.75,0.442,1.63,30500000,16000,16312.484737552506,85000,16,0.019530296097,729,Tn-YS-DCAR  - 0.750
TN-YS-DCAR,0.875,0.601,2.22,30500000,16000,16299.096635623319,85000,16,0.018693539726,730,Tn-YS-DCAR  - 0.875
TN-YS-DCAR,1,0.785,2.9,30500000,16000,16298.161437720514,85000,16,0.018635089858,731,Tn-YS-DCAR  - 1.000
TN-YS-DSEP,0.75,0.442,1.63,30500000,16000,16312.484737552506,100000,16,0.019530296097,732,Tn-YS-DSEP  - 0.750
TN-YS-DSEP,0.875,0.601,2.22,30500000,16000,16299.096635623319,100000,16,0.018693539726,733,Tn-YS-DSEP  - 0.875
TN-YS-DSEP,1,0.785,1.63,30500000,16000,21739.212713477931,100000,16,0.358700794592,734,Tn-YS-DSEP  - 1.000
TN-YS-HROD,0.75,0.994,1.63,30500000,16000,24462.575320661118,140000,16,0.528910957541,735,Tn-YS-HRod  - 0.750
TN-YS-HROD,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,737,Tn-YS-HRod - 0.875
TN-YS-HROD,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,736,Tn-YS-HRod  - 1.000
TN-YS-K,0.75,0.442,1.63,30500000,16000,16312.484737552506,60000,16,0.019530296097,738,Tn-YS-K  - 0.750
TN-YS-K,0.875,0.601,2.22,30500000,16000,16299.096635623319,60000,16,0.018693539726,739,Tn-YS-K  - 0.875
TN-YS-K,1,0.785,2.9,30500000,16000,16298.161437720514,60000,16,0.018635089858,740,Tn-YS-K  - 1.000
TN-YS-KDBLUE,0.75,0.994,1.63,30500000,16000,24462.575320661118,85000,16,0.528910957541,741,Tn-YS-KDBlue - 0.750
TN-YS-KDBLUE,0.875,0.601,2.22,30500000,16000,16299.096635623319,100000,16,0.018693539726,742,Tn-YS-KDBlue - 0.875
TN-YS-KDBLUE,1,0.785,2.9,30500000,16000,16298.161437720514,85000,16,0.018635089858,743,Tn-YS-KDBlue -1.000
TN-YS-KDSEP,0.75,0.442,1.63,30500000,16000,16312.484737552506,100000,16,0.019530296097,744,Tn-YS-KDSEP - 0.750
TN-YS-KDSEP,0.875,0.601,2.22,30500000,16000,16299.096635623319,100000,16,0.018693539726,745,Tn-YS-KDSEP - 0.875
TN-YS-KDSEP,1,0.785,2.9,30500000,16000,16298.161437720514,100000,16,0.018635089858,746,Tn-YS-KDSEP - 1.000
TN-YS-MMS,0.75,0.442,1.63,30500000,16000,16312.484737552506,115000,16,0.019530296097,747,Tn-YS-MMS  - 0.750
TN-YS-MMS,0.875,0.601,2.22,30500000,16000,16299.096635623319,115000,16,0.018693539726,748,Tn-YS-MMS  - 0.875
TN-YS-MMS,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,749,Tn-YS-MMS  - 1.000
TN-YS-PLUS,0.75,0.442,1.63,30500000,16000,16312.484737552506,115000,16,0.019530296097,750,Tn-YS-PLUS  - 0.750
TN-YS-PLUS,0.875,0.601,2.22,30500000,16000,16299.096635623319,115000,16,0.018693539726,751,Tn-YS-PLUS  - 0.875
TN-YS-PLUS,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,752,Tn-YS-PLUS  - 1.000
TN-YS-UHS,0.75,0.442,1.63,30500000,16000,16312.484737552506,115000,16,0.019530296097,753,Tn-YS-UHS  - 0.750
TN-YS-UHS,0.875,0.601,2.22,30500000,16000,16299.096635623319,115000,16,0.018693539726,754,Tn-YS-UHS  - 0.875
TN-YS-UHS,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,755,Tn-YS-UHS  - 1.000
UP-105K,0.625,0.307,1.13,29000000,15800,15921.421178561063,105000,15.8,0.007684884719,756,UP-105K   - 0.625
UP105K,0.75,0.442,1.63,30000000,16000,16178.223320746655,105000,16,0.011138957547,757,UP105K   - 0.750
UP105K,0.875,0.601,2.2,30000000,16000,16238.256196962216,105000,16,0.014891012310,758,UP105K   - 0.875
UP105K,1,0.785,2.9,30500000,16000,16298.161437720514,105000,16,0.018635089858,759,UP105K   - 1.000
UP105K,1.125,0.994,3.67,30500000,16000,16302.827974284954,105000,16,0.018926748393,760,UP105K   - 1.125
UPCO AD,0.625,0.307,1.13,30000000,16000,16193.601940436530,115000,16,0.012100121277,761,UPCO AD  - 0.625
UPCO AD,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,762,UPCO AD  - 0.750
UPCO AD,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,763,UPCO AD  - 0.875
UPCO AD,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,764,UPCO AD  - 1.000
UPCO AD,1.125,0.994,2.9,30500000,16000,18339.900667669932,115000,16,0.146243791729,765,UPCO AD  - 1.125
UPCO C,0.5,0.196,0.72,29000000,15800,15937.259810826257,90000,15.8,0.008687329799,766,UPCO C  - 0.500
UPCO C,0.625,0.307,1.13,29000000,15800,15921.421178561063,90000,15.8,0.007684884719,767,UPCO C  - 0.625
UPCO C,0.75,0.442,1.63,30500000,16000,16312.484737552506,90000,16,0.019530296097,768,UPCO C  - 0.750
UPCO C,0.875,0.601,2.22,30500000,16000,16299.096635623319,90000,16,0.018693539726,769,UPCO C  - 0.875
UPCO C,1,0.785,2.9,30500000,16000,16298.161437720514,90000,16,0.018635089858,770,UPCO C  - 1.000
UPCO C,1.125,0.994,3.67,30500000,16000,16302.827974284954,90000,16,0.018926748393,771,UPCO C  - 1.125
UPCO CD,0.625,0.307,1.13,30000000,16000,16193.601940436530,115000,16,0.012100121277,772,UPCO CD  - 0.625
UPCO CD,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,773,UPCO CD  - 0.750
UPCO CD,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,774,UPCO CD  - 0.875
UPCO CD,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,775,UPCO CD  - 1.000
UPCO CD,1.125,0.994,2.9,30500000,16000,18339.900667669932,115000,16,0.146243791729,776,UPCO CD  - 1.125
UPCO HS,0.625,0.307,1.13,30500000,16000,16327.990982830626,140000,16,0.020499436427,777,UPCO HS  - 0.625
UPCO HS,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,778,UPCO HS  - 0.750
UPCO HS,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,779,UPCO HS  - 0.875
UPCO HS,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,780,UPCO HS  - 1.000
UPCO HS,1.125,0.994,3.67,30500000,16000,16302.827974284954,140000,16,0.018926748393,781,UPCO HS  - 1.125
UPCO K,0.625,0.307,1.13,29000000,15800,15921.421178561063,90000,15.8,0.007684884719,782,UPCO K  - 0.625
UPCO K,0.75,0.442,1.63,30500000,16000,16312.484737552506,90000,16,0.019530296097,783,UPCO K  - 0.750
UPCO K,0.875,0.601,2.22,30500000,16000,16299.096635623319,90000,16,0.018693539726,784,UPCO K  - 0.875
UPCO K,1,0.785,2.9,30500000,16000,16298.161437720514,90000,16,0.018635089858,785,UPCO K  - 1.000
UPCO K,1.125,0.994,3.67,30500000,16000,16302.827974284954,90000,16,0.018926748393,786,UPCO K  - 1.125
UPCO KD,0.625,0.307,1.13,30000000,16000,16193.601940436530,115000,16,0.012100121277,787,UPCO KD  - 0.625
UPCO KD,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,788,UPCO KD  - 0.750
UPCO KD,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,789,UPCO KD  - 0.875
UPCO KD,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,790,UPCO KD  - 1.000
UPCO KD,1.125,0.994,2.9,30500000,16000,18339.900667669932,115000,16,0.146243791729,791,UPCO KD  - 1.125
UPCO-AD,0.625,0.307,1.13,30000000,16000,16193.601940436530,115000,16,0.012100121277,792,UPCO-AD  - 0.625
UPCO-AD,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,793,UPCO-AD  - 0.750
UPCO-AD,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,794,UPCO-AD  - 0.875
UPCO-AD,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,795,UPCO-AD  - 1.000
UPCO-AD,1.125,0.994,2.9,30500000,16000,18339.900667669932,115000,16,0.146243791729,796,UPCO-AD  - 1.125
UPCO-C,0.5,0.196,0.72,29000000,15800,15937.259810826257,90000,15.8,0.008687329799,797,UPCO-C  - 0.500
UPCO-C,0.625,0.307,1.13,29000000,15800,15921.421178561063,90000,15.8,0.007684884719,798,UPCO-C  - 0.625
UPCO-C,0.75,0.442,1.63,30500000,16000,16312.484737552506,90000,16,0.019530296097,799,UPCO-C  - 0.750
UPCO-C,0.875,0.601,2.22,30500000,16000,16299.096635623319,90000,16,0.018693539726,800,UPCO-C  - 0.875
UPCO-C,1,0.785,2.9,30500000,16000,16298.161437720514,90000,16,0.018635089858,801,UPCO-C  - 1.000
UPCO-C,1.125,0.994,3.67,30500000,16000,16302.827974284954,90000,16,0.018926748393,802,UPCO-C  - 1.125
UPCO-CD,0.625,0.307,1.13,30000000,16000,16193.601940436530,115000,16,0.012100121277,803,UPCO-CD  - 0.625
UPCO-CD,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,804,UPCO-CD  - 0.750
UPCO-CD,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,805,UPCO-CD  - 0.875
UPCO-CD,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,806,UPCO-CD  - 1.000
UPCO-CD,1.125,0.994,2.9,30500000,16000,18339.900667669932,115000,16,0.146243791729,807,UPCO-CD  - 1.125
UPCO-HS,0.625,0.307,1.13,30500000,16000,16327.990982830626,140000,16,0.020499436427,808,UPCO-HS  - 0.625
UPCO-HS,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,809,UPCO-HS  - 0.750
UPCO-HS,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,810,UPCO-HS  - 0.875
UPCO-HS,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,811,UPCO-HS  - 1.000
UPCO-HS,1.125,0.994,3.67,30500000,16000,16302.827974284954,140000,16,0.018926748393,812,UPCO-HS  - 1.125
UPCO-K,0.625,0.307,1.13,29000000,15800,15921.421178561063,90000,15.8,0.007684884719,813,UPCO-K  - 0.625
UPCO-K,0.75,0.442,1.63,30500000,16000,16312.484737552506,90000,16,0.019530296097,814,UPCO-K  - 0.750
UPCO-K,0.875,0.601,2.22,30500000,16000,16299.096635623319,90000,16,0.018693539726,815,UPCO-K  - 0.875
UPCO-K,1,0.785,2.9,30500000,16000,16298.161437720514,90000,16,0.018635089858,816,UPCO-K  - 1.000
UPCO-K,1.125,0.994,3.67,30500000,16000,16302.827974284954,90000,16,0.018926748393,817,UPCO-K  - 1.125
UPCO-KD,0.625,0.307,1.13,30000000,16000,16193.601940436530,115000,16,0.012100121277,818,UPCO-KD  - 0.625
UPCO-KD,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,819,UPCO-KD  - 0.750
UPCO-KD,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,820,UPCO-KD  - 0.875
UPCO-KD,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,821,UPCO-KD  - 1.000
UPCO-KD,1.125,0.994,2.9,30500000,16000,18339.900667669932,115000,16,0.146243791729,822,UPCO-KD  - 1.125
W - C,0.5,0.196,0.72,29000000,15800,15937.259810826257,90000,15.8,0.008687329799,823,W - C  - 0.500
W - C,0.625,0.307,1.11,29000000,15800,16064.217052334188,90000,15.8,0.016722598249,824,W - C  - 0.625
W - C,0.75,0.442,1.63,30500000,16000,16312.484737552506,90000,16,0.019530296097,825,W - C  - 0.750
W - C,0.875,0.601,2.22,30500000,16000,16299.096635623319,90000,16,0.018693539726,826,W - C  - 0.875
W - C,1,0.785,2.9,30500000,16000,16298.161437720514,90000,16,0.018635089858,827,W - C  - 1.000
W - C,1.125,0.994,3.68,30500000,16000,16280.662324368401,90000,16,0.017541395273,828,W - C  - 1.125
W - D,0.625,0.307,1.11,29000000,15800,16064.217052334188,108000,15.8,0.016722598249,829,W - D  - 0.625
W - D,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,830,W - D  - 0.750
W - D,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,831,W - D  - 0.875
W - D,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,832,W - D  - 1.000
W - D,1.125,0.994,3.68,30500000,16000,16280.662324368401,115000,16,0.017541395273,833,W - D  - 1.125
W - EL,0.5,0.196,0.72,29000000,16730,15937.259810826257,50000,16.73,0.047384350817,834,W - EL  - 0.500
W - EL,0.625,0.307,1.11,30500000,16730,16474.433295561639,50000,16.73,0.015275953642,835,W - EL  - 0.625
W - EL,0.75,0.442,1.63,30500000,16730,16312.484737552506,50000,16.73,0.024956082633,836,W - EL  - 0.750
W - EL,0.875,0.601,2.22,30500000,16730,16299.096635623319,50000,16.73,0.025756327817,837,W - EL  - 0.875
W - EL,1,0.785,2.9,30500000,16730,16298.161437720514,50000,16.73,0.025812227273,838,W - EL  - 1.000
W - EL,1.125,0.994,3.68,30500000,16730,16280.662324368401,50000,16.73,0.026858199380,839,W - EL  - 1.125
W - HD,0.625,0.307,1.11,30500000,16000,16474.433295561639,140000,16,0.029652080973,840,W - HD  - 0.625
W - HD,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,841,W - HD  - 0.750
W - HD,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,842,W - HD  - 0.875
W - HD,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,843,W - HD  - 1.000
W - HD,1.125,0.994,3.68,30500000,16000,16280.662324368401,140000,16,0.017541395273,844,W - HD  - 1.125
W - HS,0.75,0.442,1.63,30500000,16730,16312.484737552506,140000,16.73,0.024956082633,845,W - HS  - 0.750
W - HS,0.875,0.601,2.22,30500000,16730,16299.096635623319,140000,16.73,0.025756327817,846,W - HS  - 0.875
W - HS,1,0.785,2.9,30500000,16730,16298.161437720514,140000,16.73,0.025812227273,847,W - HS  - 1.000
W - HS,1.125,0.994,3.68,30500000,16730,16280.662324368401,140000,16.73,0.026858199380,848,W - HS  - 1.125
W - HS,1.25,1.227,4.9,31000000,16730,15803.670071362848,140000,16.73,0.055369392029,849,W - HS  - 1.250
W - HS,1.5,1.767,6.13,31000000,16730,16955.935295269243,140000,16.73,0.013504799478,850,W - HS  - 1.500
W - K,0.5,0.196,0.72,29000000,15800,15937.259810826257,90000,15.8,0.008687329799,851,W - K  - 0.500
W - K,0.625,0.307,1.11,29000000,15800,16064.217052334188,90000,15.8,0.016722598249,852,W - K  - 0.625
W - K,0.75,0.442,1.63,30500000,16000,16312.484737552506,90000,16,0.019530296097,853,W - K  - 0.750
W - K,0.875,0.601,2.22,30500000,16000,16299.096635623319,90000,16,0.018693539726,854,W - K  - 0.875
W - K,1,0.785,2.9,30500000,16000,16298.161437720514,90000,16,0.018635089858,855,W - K  - 1.000
W - K,1.125,0.994,3.68,30500000,16000,16280.662324368401,90000,16,0.017541395273,856,W - K  - 1.125
W - KD-63,0.625,0.307,1.11,29000000,15800,16064.217052334188,108000,15.8,0.016722598249,857,W - KD-63  - 0.625
W - KD-63,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,858,W - KD-63  - 0.750
W - KD-63,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,859,W - KD-63  - 0.875
W - KD-63,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,860,W - KD-63  - 1.000
W - KD-63,1.125,0.994,3.68,30500000,16000,16280.662324368401,115000,16,0.017541395273,861,W - KD-63  - 1.125
W - KD63,0.625,0.307,1.11,29000000,15800,16064.217052334188,108000,15.8,0.016722598249,862,W - KD63  - 0.625
W - KD63,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,863,W - KD63  - 0.750
W - KD63,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,864,W - KD63  - 0.875
W - KD63,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,865,W - KD63  - 1.000
W - KD63,1.125,0.994,3.68,30500000,16000,16280.662324368401,115000,16,0.017541395273,866,W - KD63  - 1.125
W - MD-56,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,867,W - MD-56  - 1.000
W - MD-56,1.125,0.994,3.68,30500000,16000,16280.662324368401,115000,16,0.017541395273,868,W - MD-56  - 1.125
W - MD56,0.625,0.307,1.11,29000000,15800,16064.217052334188,108000,15.8,0.016722598249,869,W - MD56  - 0.625
W - MD56,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,870,W - MD56  - 0.750
W - MD56,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,871,W - MD56  - 0.875
W - MD56,1,0.785,2.9,30500000,16000,16298.161437720514,115000,16,0.018635089858,872,W - MD56  - 1.000
W - MD56,1.125,0.994,3.68,30500000,16000,16280.662324368401,115000,16,0.017541395273,873,W - MD56  - 1.125
W - S-59,0.625,0.307,1.13,30500000,16000,16327.990982830626,85000,16,0.020499436427,874,W - S-59  - 0.625
W - S-59,0.75,0.442,1.63,30500000,16000,16312.484737552506,85000,16,0.019530296097,875,W - S-59  - 0.750
W - S-59,0.875,0.601,2.22,30500000,16000,16299.096635623319,85000,16,0.018693539726,876,W - S-59  - 0.875
W - S-59,1,0.785,2.9,30500000,16000,16298.161437720514,100000,16,0.018635089858,877,W - S-59  - 1.000
W - S-60,0.5,0.196,0.72,29000000,15800,15937.259810826257,100000,15.8,0.008687329799,878,W - S-60  - 0.500
W - S-60,0.625,0.307,1.13,30500000,16000,16327.990982830626,100000,16,0.020499436427,879,W - S-60  - 0.625
W - S-60,0.75,0.442,1.63,30500000,16000,16312.484737552506,100000,16,0.019530296097,880,W - S-60  - 0.750
W - S-60,0.875,0.601,2.22,30500000,16000,16299.096635623319,100000,16,0.018693539726,881,W - S-60  - 0.875
W - S-60,1,0.785,2.9,30500000,16000,16298.161437720514,100000,16,0.018635089858,882,W - S-60  - 1.000
W - S-60,1.125,0.994,3.68,30500000,16730,16280.662324368401,100000,16.73,0.026858199380,883,W - S-60  - 1.125
W - S-67,0.625,0.307,1.13,30500000,16000,16327.990982830626,108000,16,0.020499436427,884,W - S-67  - 0.625
W - S-67,0.75,0.442,1.63,30500000,16000,16312.484737552506,120000,16,0.019530296097,885,W - S-67  - 0.750
