Code,Year,Curve,Material,Curve Label,# of Slopes,Environment,a1,Log a1~,m1,Transfer Cycles 1,Transfer Stress 1 (Mpa),Log a2~,m2,Transfer Cycles 2,Transfer Stress 2 (Mpa),Log a3~,m3,Transfer Cycles 3,CAFL (Mpa),Log a4~,m4,Cycles at Fatigue Limit,S0 (Mpa),High Stress Range (Mpa),N - High Stress Range,Low Stress Range(Mpa),N - Low Stress Range,Reference
DnV,2000,G,Carbon Steel,DnV 2000 G Seawater CP,2,Seawater CP,99540541735,10.998,3,1000000,46.34469197,2.13796E+14,100000,0,0,0,0,0,0,0,0,10000000,29.24152378,1000,99.54054174,1,2.13796E+14,"Det Norske Veritas (DnV) - ""Fatigue Design of Offshore Steel Structures""  (DnV-RP-C203), Aug 2000."
DnV,2000,W1,Carbon Steel,DnV 2000 W1 Seawater CP,2,Seawater CP,72610595744,10.861,3,1000000,41.70614031,1.26183E+14,100000,0,0,0,0,0,0,0,0,10000000,26.31479554,1000,72.61059574,1,1.26183E+14,"Det Norske Veritas (DnV) - ""Fatigue Design of Offshore Steel Structures""  (DnV-RP-C203), Aug 2000."
DnV,2000,W2,Carbon Steel,DnV 2000 W2 Seawater CP,2,Seawater CP,50933087106,10.707,3,1000000,37.06807218,6.99842E+13,100000,0,0,0,0,0,0,0,0,10000000,23.38837239,1000,50.93308711,1,6.99842E+13,"Det Norske Veritas (DnV) - ""Fatigue Design of Offshore Steel Structures""  (DnV-RP-C203), Aug 2000."
DnV,2000,W3,Carbon Steel,DnV 2000 W3 Seawater CP,2,Seawater CP,37153522910,10.57,3,1000000,33.37336513,4.14E+13,100000,0,0,0,0,0,0,0,0,10000000,21.05716984,1000,37.15352291,1,4.14E+13,"Det Norske Veritas (DnV) - ""Fatigue Design of Offshore Steel Structures""  (DnV-RP-C203), Aug 2000."
DnV,2000,T,Carbon Steel,DnV 2000 T Seawater CP,2,Seawater CP,5.80764E+11,11.764,3,1000000,83.40651974,4.03645E+15,100000,0,0,0,0,0,0,0,0,10000000,52.62595621,1000,580.7644175,1,4.03645E+15,"Det Norske Veritas (DnV) - ""Fatigue Design of Offshore Steel Structures""  (DnV-RP-C203), Aug 2000."
API,,X,Carbon Steel,API  X Seawater CP,1,Seawater CP,1.151E+15,15.06107532,4.38,-,-,0,0,0,0,0,0,0,0,0,0,200000000,34.94534595,1000,83.382579,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
API,,X’,Carbon Steel,API  X’ Seawater CP,1,Seawater CP,2.501E+13,13.39811369,3.74,-,-,0,0,0,0,0,0,0,0,0,0,200000000,23.05985665,1000,150.7001525,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
DnV,1984,B,Carbon Steel,DnV 1984 B In Air,2,In Air,1.01274E+15,15.0055,4,10000000,100.461579,1.02329E+17,100000,0,0,0,0,0,0,0,0,-,0,1000,1012.744749,1,1.02329E+17,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,C,Carbon Steel,DnV 1984 C In Air,2,In Air,4.22669E+13,13.626,3.5,10000000,78.34296428,2.95121E+16,100000,0,0,0,0,0,0,0,0,-,0,1000,1336.595517,1,2.95121E+16,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,D,Carbon Steel,DnV 1984 D In Air,2,In Air,1.5195E+12,12.1817,3,10000000,53.21082593,4.2658E+15,100000,0,0,0,0,0,0,0,0,-,0,1000,1519.497535,1,4.2658E+15,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,E,Carbon Steel,DnV 1984 E In Air,2,In Air,1.03538E+12,12.0151,3,10000000,47.20630413,2.34423E+15,100000,0,0,0,0,0,0,0,0,-,0,1000,1035.380544,1,2.34423E+15,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,F,Carbon Steel,DnV 1984 F In Air,2,In Air,6.31539E+11,11.8004,3,10000000,39.81071706,1E+15,100000,0,0,0,0,0,0,0,0,-,0,1000,631.5387454,1,1E+15,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,F2,Carbon Steel,DnV 1984 F2 In Air,2,In Air,4.30725E+11,11.6342,3,10000000,34.9945167,5.24807E+14,100000,0,0,0,0,0,0,0,0,-,0,1000,430.724921,1,5.24807E+14,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,G,Carbon Steel,DnV 1984 G In Air,2,In Air,2.47685E+11,11.3939,3,10000000,29.10717118,2.0893E+14,100000,0,0,0,0,0,0,0,0,-,0,1000,247.6851676,1,2.0893E+14,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,W,Carbon Steel,DnV 1984 W In Air,2,In Air,1.57398E+11,11.197,3,10000000,25.11886432,1E+14,100000,0,0,0,0,0,0,0,0,-,0,1000,157.3982864,1,1E+14,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,T,Carbon Steel,DnV 1984 T In Air,2,In Air,1.45814E+12,12.1638,3,10000000,52.96634439,4.16869E+15,100000,0,0,0,0,0,0,0,0,-,0,1000,1458.142606,1,4.16869E+15,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,B,Carbon Steel,DnV 1984 B Seawater CP,1,Seawater CP,1.01274E+15,15.0055,4,-,-,0,0,0,0,0,0,0,0,0,0,200000000,48,1000,1012.744749,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,C,Carbon Steel,DnV 1984 C Seawater CP,1,Seawater CP,4.22669E+13,13.626,3.5,-,-,0,0,0,0,0,0,0,0,0,0,200000000,33,1000,1336.595517,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,D,Carbon Steel,DnV 1984 D Seawater CP,1,Seawater CP,1.5195E+12,12.1817,3,-,-,0,0,0,0,0,0,0,0,0,0,200000000,20,1000,1519.497535,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,E,Carbon Steel,DnV 1984 E Seawater CP,1,Seawater CP,1.03538E+12,12.0151,3,-,-,0,0,0,0,0,0,0,0,0,0,200000000,18,1000,1035.380544,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,F,Carbon Steel,DnV 1984 F Seawater CP,1,Seawater CP,6.31539E+11,11.8004,3,-,-,0,0,0,0,0,0,0,0,0,0,200000000,15,1000,631.5387454,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,F2,Carbon Steel,DnV 1984 F2 Seawater CP,1,Seawater CP,4.30725E+11,11.6342,3,-,-,0,0,0,0,0,0,0,0,0,0,200000000,13,1000,430.724921,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,G,Carbon Steel,DnV 1984 G Seawater CP,1,Seawater CP,2.47685E+11,11.3939,3,-,-,0,0,0,0,0,0,0,0,0,0,200000000,11,1000,247.6851676,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,W,Carbon Steel,DnV 1984 W Seawater CP,1,Seawater CP,1.57398E+11,11.197,3,-,-,0,0,0,0,0,0,0,0,0,0,200000000,10,1000,157.3982864,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
DnV,1984,T,Carbon Steel,DnV 1984 T Seawater CP,1,Seawater CP,1.45814E+12,12.1638,3,-,-,0,0,0,0,0,0,0,0,0,0,200000000,19,1000,1458.142606,1,0,"Det Norske Veritas (DnV) - ""Fatigue Strength Analysis for Mobile Offshore Units"", Aug 1984."
Baxter,,,Titanium,Baxter   No Info,1,No Info,6.8E+19,19.83250891,6,-,-,0,0,0,0,0,0,0,0,0,0,200000000,83.54359369,1000,68,1,0,"Values for titanium supplied for Agbami (job 1378) - originally from OTC 8409 ""Advances in Titanium Risers for FPSO's""; Carl Baxter et al 1997."
Marintek,1998,,Titanium,Marintek 1998  No Info,1,No Info,2.9E+17,17.462398,5,-,-,0,0,0,0,0,0,0,0,0,0,200000000,67.96316578,1000,290,1,0,Value used on Asgard project (1570) - Based on data from Marintek 1998.
Marintek,2002,,Titanium,Marintek 2002  No Info,1,No Info,9.6E+16,16.98227123,5,-,-,0,0,0,0,0,0,0,0,0,0,200000000,54.48139855,1000,96,1,0,"Values for titianium supplied for Kristin (job 1599) - based on data from Marintek; From OMAE papers ""Fatigue strength of titanium riser welds effects of material grade and weld method"", OMAE 2002/MAT-28576 & ""Fatigue of 28-inch titanium riser – sn data and defect assessment"", OMAE 2002/MAT-28577."
DnV,2001,,Titanium,DnV 2001  No Info,1,No Info,1.259E+13,13.10002573,3.4,-,-,0,0,0,0,0,0,0,0,0,0,200000000,25.79106842,1000,794.3752967,1,0,#N/A
BP,2008,B,Carbon Steel,BP 2008 B Free Corrosion,1,Free Corrosion,3.37E+14,14.5276299,4,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,337,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,C,Carbon Steel,BP 2008 C Free Corrosion,1,Free Corrosion,1.41E+13,13.14921911,3.5,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,445.8811501,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,D,Carbon Steel,BP 2008 D Free Corrosion,1,Free Corrosion,5.07E+11,11.70500796,3,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,507,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,E,Carbon Steel,BP 2008 E Free Corrosion,1,Free Corrosion,3.47E+11,11.54032947,3,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,347,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,F,Carbon Steel,BP 2008 F Free Corrosion,1,Free Corrosion,2.1E+11,11.32221929,3,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,210,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,F2,Carbon Steel,BP 2008 F2 Free Corrosion,1,Free Corrosion,1.42E+11,11.15228834,3,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,142,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,G,Carbon Steel,BP 2008 G Free Corrosion,1,Free Corrosion,83300000000,10.920645,3,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,83.3,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,Wa,Carbon Steel,BP 2008 Wa Free Corrosion,1,Free Corrosion,31100000000,10.49276039,3,-,-,0,0,0,0,0,0,0,0,0,0,-,0,1000,31.1,1,0,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,B,Carbon Steel,BP 2008 B In Air,2,In Air,1E+15,15,4,100000000,55.98759161,3.08E+18,1000000,0,0,0,0,0,0,0,0,-,0,1000,1000,1,3.08E+18,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,C,Carbon Steel,BP 2008 C In Air,2,In Air,4.22E+13,13.62531245,3.5,100000000,41.00159109,7.42E+16,316227.766,0,0,0,0,0,0,0,0,-,0,1000,1334.481173,1,7.42E+16,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,D,Carbon Steel,BP 2008 D In Air,2,In Air,1.52E+12,12.18184359,3,100000000,25.0022396,9.77E+14,100000,0,0,0,0,0,0,0,0,-,0,1000,1520,1,9.77E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,E,Carbon Steel,BP 2008 E In Air,2,In Air,1.04E+12,12.01703334,3,100000000,21.99689824,5.15E+14,100000,0,0,0,0,0,0,0,0,-,0,1000,1040,1,5.15E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,F,Carbon Steel,BP 2008 F In Air,2,In Air,6.33E+11,11.80140371,3,100000000,18.01983127,1.9E+14,100000,0,0,0,0,0,0,0,0,-,0,1000,633,1,1.9E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,F2,Carbon Steel,BP 2008 F2 In Air,2,In Air,4.31E+11,11.63447727,3,100000000,16.00434334,1.05E+14,100000,0,0,0,0,0,0,0,0,-,0,1000,431,1,1.05E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,G,Carbon Steel,BP 2008 G In Air,2,In Air,2.5E+11,11.39794001,3,100000000,14.00091616,5.38E+13,100000,0,0,0,0,0,0,0,0,-,0,1000,250,1,5.38E+13,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,Wa,Carbon Steel,BP 2008 Wa In Air,2,In Air,93300000000,10.96988164,3,100000000,10,1E+13,100000,0,0,0,0,0,0,0,0,-,0,1000,93.3,1,1E+13,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,B,Carbon Steel,BP 2008 B Seawater CP,4,Seawater CP,4.04E+14,14.60638137,4,1180934.286,136,1.02E+21,10000000,10000000,100,1E+15,4,100000000,56,3.08E+18,6,-,0,1000,404,1,1.02E+21,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,C,Carbon Steel,BP 2008 C Seawater CP,4,Seawater CP,1.69E+13,13.2278867,3.5,1101823.808,113,2.25E+18,1000000,10000000,78,4.22E+13,3.5,100000000,41,7.42E+16,5.5,-,0,1000,534.4249246,1,2.25E+18,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,D,Carbon Steel,BP 2008 D Seawater CP,4,Seawater CP,6.08E+11,11.78390358,3,1025807.148,84,4.29E+15,100000,10000000,53,1.52E+12,3,100000000,25,9.77E+14,5,-,0,1000,608,1,4.29E+15,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,E,Carbon Steel,BP 2008 E Seawater CP,4,Seawater CP,4.16E+11,11.61909333,3,1026592.699,74,2.28E+15,100000,10000000,47,1.04E+12,3,100000000,22,5.15E+14,5,-,0,1000,416,1,2.28E+15,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,F,Carbon Steel,BP 2008 F Seawater CP,4,Seawater CP,2.52E+11,11.40140054,3,1007810.532,63,9.88E+14,100000,10000000,40,6.33E+11,3,100000000,18,1.9E+14,5,-,0,1000,252,1,9.88E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,F2,Carbon Steel,BP 2008 F2 Seawater CP,4,Seawater CP,1.71E+11,11.23299611,3,1027798.648,55,5.18E+14,100000,10000000,35,4.31E+11,3,100000000,16,1.05E+14,5,-,0,1000,171,1,5.18E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,G,Carbon Steel,BP 2008 G Seawater CP,4,Seawater CP,1E+11,11,3,1027369.113,46,2.11E+14,100000,10000000,29,2.5E+11,3,100000000,14,5.38E+13,5,-,0,1000,100,1,2.11E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
BP,2008,Wa,Carbon Steel,BP 2008 Wa Seawater CP,4,Seawater CP,37300000000,10.57170883,3,1037927.484,33,4.02E+13,100000,10000000,21,93300000000,3,100000000,10,1E+13,5,-,0,1000,37.3,1,4.02E+13,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
Norsok,1998,B1,Carbon Steel,Norsok 1998 B1 Seawater CP,2,Seawater CP,3.25837E+12,12.513,3,1000000,148.3200967,7.17794E+16,100000,0,0,0,0,0,0,0,0,10000000,93.58365436,1000,3258.36701,1,7.17794E+16,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,B2,Carbon Steel,Norsok 1998 B2 Seawater CP,2,Seawater CP,2.18273E+12,12.339,3,1000000,129.7776782,3.68129E+16,100000,0,0,0,0,0,0,0,0,10000000,81.88417919,1000,2182.729912,1,3.68129E+16,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,C,Carbon Steel,Norsok 1998 C Seawater CP,2,Seawater CP,1.55597E+12,12.192,3,1000000,115.8777356,2.0893E+16,100000,0,0,0,0,0,0,0,0,10000000,73.11390835,1000,1555.965632,1,2.0893E+16,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,C1,Carbon Steel,Norsok 1998 C1 Seawater CP,2,Seawater CP,1.11944E+12,12.049,3,1000000,103.8006325,1.20504E+16,100000,0,0,0,0,0,0,0,0,10000000,65.49377146,1000,1119.437883,1,1.20504E+16,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,C2,Carbon Steel,Norsok 1998 C2 Seawater CP,2,Seawater CP,7.96159E+11,11.901,3,1000000,92.68298234,6.83912E+15,100000,0,0,0,0,0,0,0,0,10000000,58.47900841,1000,796.1593504,1,6.83912E+15,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,D,Carbon Steel,Norsok 1998 D Seawater CP,2,Seawater CP,5.80764E+11,11.764,3,1000000,83.40651974,4.03645E+15,100000,0,0,0,0,0,0,0,0,10000000,52.62595621,1000,580.7644175,1,4.03645E+15,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,E,Carbon Steel,Norsok 1998 E Seawater CP,2,Seawater CP,4.0738E+11,11.61,3,1000000,74.13102413,2.23872E+15,100000,0,0,0,0,0,0,0,0,10000000,46.77351413,1000,407.3802778,1,2.23872E+15,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,F,Carbon Steel,Norsok 1998 F Seawater CP,2,Seawater CP,2.85102E+11,11.455,3,1000000,65.79607697,1.2331E+15,100000,0,0,0,0,0,0,0,0,10000000,41.514518,1000,285.1018268,1,1.2331E+15,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,F1,Carbon Steel,Norsok 1998 F1 Seawater CP,2,Seawater CP,1.99067E+11,11.299,3,1000000,58.39827246,6.79204E+14,100000,0,0,0,0,0,0,0,0,10000000,36.84681891,1000,199.0673339,1,6.79204E+14,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,F3,Carbon Steel,Norsok 1998 F3 Seawater CP,2,Seawater CP,1.39959E+11,11.146,3,1000000,51.90390102,3.76704E+14,100000,0,0,0,0,0,0,0,0,10000000,32.74914756,1000,139.9587323,1,3.76704E+14,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,G,Carbon Steel,Norsok 1998 G Seawater CP,2,Seawater CP,99540541735,10.998,3,1000000,46.34469197,2.13796E+14,100000,0,0,0,0,0,0,0,0,10000000,29.24152378,1000,99.54054174,1,2.13796E+14,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,W1,Carbon Steel,Norsok 1998 W1 Seawater CP,2,Seawater CP,72610595744,10.861,3,1000000,41.70614031,1.26183E+14,100000,0,0,0,0,0,0,0,0,10000000,26.31479554,1000,72.61059574,1,1.26183E+14,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,W2,Carbon Steel,Norsok 1998 W2 Seawater CP,2,Seawater CP,50933087106,10.707,3,1000000,37.06807218,6.99842E+13,100000,0,0,0,0,0,0,0,0,10000000,23.38837239,1000,50.93308711,1,6.99842E+13,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,W3,Carbon Steel,Norsok 1998 W3 Seawater CP,2,Seawater CP,37153522910,10.57,3,1000000,33.37336513,4.14E+13,100000,0,0,0,0,0,0,0,0,10000000,21.05716984,1000,37.15352291,1,4.14E+13,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
Norsok,1998,T,Carbon Steel,Norsok 1998 T Seawater CP,2,Seawater CP,5.80764E+11,11.764,3,1000000,83.40651974,4.03645E+15,100000,0,0,0,0,0,0,0,0,10000000,52.62595621,1000,580.7644175,1,4.03645E+15,"Norsok Standard - ""Design of Steel Structures"". N-004, Rev 1, Dec 1998."
BP,,TH,Carbon Steel,BP  TH Sour service,3,Sour service,3.505E+12,12.54468802,3.68,5010104111,5.93,5.15E+14,0,70231794008,5.93,5.15E+14,5,0,0,0,0,-,0,1000,31.96597992,1,5.15E+14,"American Petroleum Institute - ""Recommended Practise for Planning, Designing and Constructing Fixed Offshore Platforms – Load and Resistance Factor Design"". API-RP-2A-LRFD, Second Edition, Apr 1994."
DOE,1995,'95,Carbon Steel,DOE 1995 '95 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1,0,
DOE,1995,'95,Carbon Steel,DOE 1995 '95 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1,0,
