x_m,weight_per_m_t,buoyancy_per_m_t,shear_force_t,bending_moment_t_m,wave_hogging_t_m,wave_sagging_t_m,wave_shear_positive_t,wave_shear_negative_t,total_hogging_t_m,total_sagging_t_m,total_shear_positive_t,total_shear_negative_t
75.0,100.0,100.0,2487.5,-31248.4375,19726.066137591402,-20302.851697170096,775.1997920737673,-754.3662976617848,-11522.371362408598,-51551.289197170096,3262.699792073767,1733.1337023382152
75.25,0.0,100.0,2475.0,-30628.125,19528.80547621549,-20099.8231801984,775.1997920737673,-754.3662976617848,-11099.31952378451,-50727.9481801984,3250.199792073767,1720.6337023382152
75.5,0.0,100.0,2450.0,-30012.5,19331.544814839574,-19896.794663226694,775.1997920737673,-754.3662976617848,-10680.955185160426,-49909.2946632267,3225.199792073767,1695.6337023382152
75.75,0.0,100.0,2425.0,-29403.125,19134.284153463665,-19693.766146255,775.1997920737673,-754.3662976617848,-10268.840846536335,-49096.891146255,3200.199792073767,1670.6337023382152
76.0,0.0,100.0,2400.0,-28800.0,18937.023492087745,-19490.737629283292,775.1997920737673,-754.3662976617848,-9862.976507912255,-48290.73762928329,3175.199792073767,1645.6337023382152
76.25,0.0,100.0,2375.0,-28203.125,18739.762830711836,-19287.709112311597,775.1997920737673,-754.3662976617848,-9463.362169288164,-47490.8341123116,3150.199792073767,1620.6337023382152
76.5,0.0,100.0,2350.0,-27612.5,18542.50216933592,-19084.68059533989,775.1997920737673,-754.3662976617848,-9069.99783066408,-46697.18059533989,3125.199792073767,1595.6337023382152
76.75,0.0,100.0,2325.0,-27028.125,18345.241507960007,-18881.652078368195,775.1997920737673,-754.3662976617848,-8682.883492039993,-45909.77707836819,3100.199792073767,1570.6337023382152
77.0,0.0,100.0,2300.0,-26450.0,18147.98084658409,-18678.62356139649,775.1997920737673,-754.3662976617848,-8302.01915341591,-45128.62356139649,3075.199792073767,1545.6337023382152
77.25,0.0,100.0,2275.0,-25878.125,17950.720185208178,-18475.59504442479,775.1997920737673,-754.3662976617848,-7927.404814791822,-44353.72004442479,3050.199792073767,1520.6337023382152
77.5,0.0,100.0,2250.0,-25312.5,17753.459523832258,-18272.566527453084,775.1997920737673,-754.3662976617848,-7559.040476167742,-43585.066527453084,3025.199792073767,1495.6337023382152
77.75,0.0,100.0,2225.0,-24753.125,17556.198862456353,-18069.538010481392,775.1997920737673,-754.3662976617848,-7196.926137543647,-42822.663010481396,3000.199792073767,1470.6337023382152
78.0,0.0,100.0,2200.0,-24200.0,17358.938201080433,-17866.509493509682,775.1997920737673,-754.3662976617848,-6841.061798919567,-42066.509493509686,2975.199792073767,1445.6337023382152
78.25,0.0,100.0,2175.0,-23653.125,17161.677539704524,-17663.480976537987,775.1997920737673,-754.3662976617848,-6491.447460295476,-41316.60597653799,2950.199792073767,1420.6337023382152
78.5,0.0,100.0,2150.0,-23112.5,16964.416878328604,-17460.45245956628,775.1997920737673,-754.3662976617848,-6148.083121671396,-40572.95245956628,2925.199792073767,1395.6337023382152
78.75,0.0,100.0,2125.0,-22578.125,16767.15621695269,-17257.423942594585,775.1997920737673,-754.3662976617848,-5810.9687830473085,-39835.548942594585,2900.199792073767,1370.6337023382152
79.0,0.0,100.0,2100.0,-22050.0,16569.895555576775,-17054.395425622883,775.1997920737673,-754.3662976617848,-5480.104444423225,-39104.39542562288,2875.199792073767,1345.6337023382152
79.25,0.0,100.0,2075.0,-21528.125,16372.634894200866,-16851.366908651184,775.1997920737673,-754.3662976617848,-5155.490105799134,-38379.49190865118,2850.199792073767,1320.6337023382152
79.5,0.0,100.0,2050.0,-21012.5,16175.374232824946,-16648.338391679477,775.1997920737673,-754.3662976617848,-4837.125767175054,-37660.83839167948,2825.199792073767,1295.6337023382152
79.75,0.0,100.0,2025.0,-20503.125,15978.113571449037,-16445.30987470778,775.1997920737673,-754.3662976617848,-4525.011428550963,-36948.434874707775,2800.199792073767,1270.6337023382152
80.0,0.0,100.0,2000.0,-20000.0,15780.852910073118,-16242.281357736074,775.1997920737673,-754.3662976617848,-4219.1470899268825,-36242.28135773607,2775.199792073767,1245.6337023382152
80.25,0.0,100.0,1975.0,-19503.125,15583.59224869721,-16039.252840764379,775.1997920737673,-754.3662976617848,-3919.5327513027896,-35542.37784076438,2750.199792073767,1220.6337023382152
80.5,0.0,100.0,1950.0,-19012.5,15386.33158732129,-15836.224323792674,775.1997920737673,-754.3662976617848,-3626.1684126787095,-34848.724323792674,2725.199792073767,1195.6337023382152
80.75,0.0,100.0,1925.0,-18528.125,15189.07092594538,-15633.195806820975,775.1997920737673,-754.3662976617848,-3339.0540740546203,-34161.32080682098,2700.199792073767,1170.6337023382152
81.0,0.0,100.0,1900.0,-18050.0,14991.810264569462,-15430.16728984927,775.1997920737673,-754.3662976617848,-3058.1897354305383,-33480.16728984927,2675.199792073767,1145.6337023382152
81.25,0.0,100.0,1875.0,-17578.125,14794.54960319355,-15227.138772877572,775.1997920737673,-754.3662976617848,-2783.575396806449,-32805.26377287757,2650.199792073767,1120.6337023382152
81.5,0.0,100.0,1850.0,-17112.5,14597.288941817644,-15024.110255905878,775.1997920737673,-754.3662976617848,-2515.2110581823563,-32136.610255905878,2625.199792073767,1095.6337023382152
81.75,0.0,100.0,1825.0,-16653.125,14400.028280441724,-14821.08173893417,775.1997920737673,-754.3662976617848,-2253.096719558276,-31474.20673893417,2600.199792073767,1070.6337023382152
82.0,0.0,100.0,1800.0,-16200.0,14202.767619065813,-14618.053221962475,775.1997920737673,-754.3662976617848,-1997.232380934187,-30818.053221962473,2575.199792073767,1045.6337023382152
82.25,0.0,100.0,1775.0,-15753.125,14005.506957689895,-14415.024704990767,775.1997920737673,-754.3662976617848,-1747.618042310105,-30168.149704990767,2550.199792073767,1020.6337023382152
82.5,0.0,100.0,1750.0,-15312.5,13808.246296313984,-14211.996188019071,775.1997920737673,-754.3662976617848,-1504.2537036860158,-29524.49618801907,2525.199792073767,995.6337023382152
82.75,0.0,100.0,1725.0,-14878.125,13610.985634938064,-14008.967671047365,775.1997920737673,-754.3662976617848,-1267.1393650619357,-28887.092671047365,2500.199792073767,970.6337023382152
83.0,0.0,100.0,1700.0,-14450.0,13413.724973562157,-13805.93915407567,775.1997920737673,-754.3662976617848,-1036.2750264378428,-28255.93915407567,2475.199792073767,945.6337023382152
83.25,0.0,100.0,1675.0,-14028.125,13216.464312186237,-13602.910637103965,775.1997920737673,-754.3662976617848,-811.6606878137627,-27631.035637103967,2450.199792073767,920.6337023382152
83.5,0.0,100.0,1650.0,-13612.5,13019.203650810328,-13399.88212013227,775.1997920737673,-754.3662976617848,-593.2963491896717,-27012.38212013227,2425.199792073767,895.6337023382152
83.75,0.0,100.0,1625.0,-13203.125,12821.94298943441,-13196.853603160562,775.1997920737673,-754.3662976617848,-381.18201056558974,-26399.97860316056,2400.199792073767,870.6337023382152
84.0,0.0,100.0,1600.0,-12800.0,12624.6823280585,-12993.825086188865,775.1997920737673,-754.3662976617848,-175.31767194150052,-25793.825086188866,2375.199792073767,845.6337023382152
84.25,0.0,100.0,1575.0,-12403.125,12427.421666682581,-12790.796569217158,775.1997920737673,-754.3662976617848,24.296666682581417,-25193.921569217157,2350.199792073767,820.6337023382152
84.5,0.0,100.0,1550.0,-12012.5,12230.16100530667,-12587.768052245463,775.1997920737673,-754.3662976617848,217.66100530667063,-24600.26805224546,2325.199792073767,795.6337023382152
84.75,0.0,100.0,1525.0,-11628.125,12032.900343930754,-12384.739535273757,775.1997920737673,-754.3662976617848,404.7753439307544,-24012.86453527376,2300.199792073767,770.6337023382152
85.0,0.0,100.0,1500.0,-11250.0,11835.639682554844,-12181.711018302061,775.1997920737673,-754.3662976617848,585.6396825548436,-23431.711018302063,2275.199792073767,745.6337023382152
85.25,0.0,100.0,1475.0,-10878.125,11638.379021178926,-11978.682501330357,762.2797955392042,-741.793526034088,760.2540211789255,-22856.807501330357,2237.2797955392043,733.206473965912
85.5,0.0,100.0,1450.0,-10512.5,11441.118359803015,-11775.653984358658,749.3597990046417,-729.2207544063918,928.6183598030148,-22288.153984358658,2199.359799004642,720.7792455936082
85.75,0.0,100.0,1425.0,-10153.125,11243.857698427097,-11572.625467386952,736.4398024700787,-716.6479827786952,1090.7326984270967,-21725.75046738695,2161.4398024700786,708.3520172213048
86.0,0.0,100.0,1400.0,-9800.0,11046.597037051188,-11369.596950415256,723.519805935516,-704.075211150999,1246.5970370511877,-21169.596950415256,2123.519805935516,695.924788849001
86.25,0.0,100.0,1375.0,-9453.125,10849.336375675268,-11166.56843344355,710.5998094009531,-691.5024395233023,1396.2113756752678,-20619.69343344355,2085.599809400953,683.4975604766977
86.5,0.0,100.0,1350.0,-9112.5,10652.075714299359,-10963.539916471855,697.6798128663905,-678.9296678956063,1539.5757142993589,-20076.039916471855,2047.6798128663904,671.0703321043937
86.75,0.0,100.0,1325.0,-8778.125,10454.815052923439,-10760.511399500148,684.7598163318273,-666.3568962679095,1676.690052923439,-19538.63639950015,2009.7598163318273,658.6431037320905
87.0,0.0,100.0,1300.0,-8450.0,10257.554391547528,-10557.482882528451,671.8398197972649,-653.7841246402132,1807.5543915475282,-19007.48288252845,1971.839819797265,646.2158753597868
87.25,0.0,100.0,1275.0,-8128.125,10060.293730171612,-10354.454365556745,658.9198232627019,-641.2113530125167,1932.168730171612,-18482.579365556747,1933.9198232627018,633.7886469874833
87.5,0.0,100.0,1250.0,-7812.5,9863.033068795701,-10151.425848585048,645.9998267281393,-628.6385813848206,2050.533068795701,-17963.925848585048,1895.9998267281394,621.3614186151794
87.75,0.0,100.0,1225.0,-7503.125,9665.772407419792,-9948.397331613352,633.0798301935768,-616.0658097571244,2162.647407419792,-17451.522331613352,1858.0798301935768,608.9341902428756
88.0,0.0,100.0,1200.0,-7200.0,9468.511746043872,-9745.368814641646,620.1598336590137,-603.4930381294276,2268.5117460438723,-16945.368814641646,1820.1598336590137,596.5069618705724
88.25,0.0,100.0,1175.0,-6903.125,9271.251084667962,-9542.340297669949,607.2398371244512,-590.9202665017315,2368.1260846679615,-16445.46529766995,1782.2398371244512,584.0797334982685
88.5,0.0,100.0,1150.0,-6612.5,9073.990423292045,-9339.311780698245,594.3198405898881,-578.3474948740349,2461.4904232920453,-15951.811780698245,1744.3198405898881,571.6525051259651
88.75,0.0,100.0,1125.0,-6328.125,8876.729761916135,-9136.283263726547,581.3998440553256,-565.7747232463387,2548.6047619161345,-15464.408263726547,1706.3998440553255,559.2252767536613
89.0,0.0,100.0,1100.0,-6050.0,8679.469100540216,-8933.254746754841,568.4798475207625,-553.2019516186419,2629.4691005402165,-14983.254746754841,1668.4798475207626,546.7980483813581
89.25,0.0,100.0,1075.0,-5778.125,8482.208439164306,-8730.226229783146,555.5598509862,-540.6291799909458,2704.0834391643057,-14508.351229783146,1630.5598509862,534.3708200090542
89.5,0.0,100.0,1050.0,-5512.5,8284.947777788388,-8527.197712811441,542.6398544516369,-528.0564083632491,2772.4477777883876,-14039.697712811441,1592.639854451637,521.9435916367509
89.75,0.0,100.0,1025.0,-5253.125,8087.687116412478,-8324.169195839744,529.7198579170744,-515.483636735553,2834.5621164124777,-13577.294195839744,1554.7198579170745,509.516363264447
90.0,0.0,100.0,1000.0,-5000.0,7890.426455036559,-8121.140678868037,516.7998613825114,-502.91086510785624,2890.4264550365588,-13121.140678868036,1516.7998613825114,497.08913489214376
90.25,0.0,100.0,975.0,-4753.125,7693.16579366065,-7918.112161896342,503.87986484794885,-490.33809348016007,2940.04079366065,-12671.23716189634,1478.8798648479487,484.66190651983993
90.5,0.0,100.0,950.0,-4512.5,7495.905132284731,-7715.083644924635,490.95986831338575,-477.7653218524634,2983.405132284731,-12227.583644924634,1440.9598683133859,472.2346781475366
90.75,0.0,100.0,925.0,-4278.125,7298.644470908822,-7512.055127952939,478.03987177882317,-465.1925502247674,3020.519470908822,-11790.180127952939,1403.0398717788232,459.8074497752326
91.0,0.0,100.0,900.0,-4050.0,7101.383809532902,-7309.026610981233,465.1198752442601,-452.61977859707065,3051.383809532902,-11359.026610981233,1365.1198752442601,447.38022140292935
91.25,0.0,100.0,875.0,-3828.125,6904.123148156992,-7105.998094009536,452.1998787096976,-440.0470069693744,3075.998148156992,-10934.123094009536,1327.1998787096977,434.9529930306256
91.5,0.0,100.0,850.0,-3612.5,6706.862486781074,-6902.96957703783,439.27988217513456,-427.4742353416777,3094.362486781074,-10515.469577037831,1289.2798821751346,422.5257646583223
91.75,0.0,100.0,825.0,-3403.125,6509.601825405164,-6699.941060066135,426.3598856405721,-414.9014637139816,3106.476825405164,-10103.066060066136,1251.359885640572,410.0985362860184
92.0,0.0,100.0,800.0,-3200.0,6312.341164029246,-6496.912543094429,413.43988910600893,-402.328692086285,3112.341164029246,-9696.91254309443,1213.4398891060089,397.671307913715
92.25,0.0,100.0,775.0,-3003.125,6115.080502653335,-6293.8840261227315,400.5198925714464,-389.7559204585888,3111.9555026533353,-9297.00902612273,1175.5198925714465,385.2440795414112
92.5,0.0,100.0,750.0,-2812.5,5917.819841277417,-6090.855509151025,387.59989603688337,-377.18314883089204,3105.3198412774173,-8903.355509151024,1137.5998960368834,372.81685116910796
92.75,0.0,100.0,725.0,-2628.125,5720.559179901507,-5887.826992179329,374.6798995023208,-364.6103772031959,3092.4341799015074,-8515.951992179329,1099.6798995023207,360.3896227968041
93.0,0.0,100.0,700.0,-2450.0,5523.298518525589,-5684.798475207624,361.75990296775774,-352.03760557549924,3073.2985185255893,-8134.798475207624,1061.7599029677576,347.96239442450076
93.25,0.0,100.0,675.0,-2278.125,5326.037857149679,-5481.769958235927,348.83990643319527,-339.46483394780313,3047.9128571496794,-7759.894958235927,1023.8399064331952,335.53516605219687
93.5,0.0,100.0,650.0,-2112.5,5128.7771957737605,-5278.741441264222,335.91990989863217,-326.8920623201064,3016.2771957737605,-7391.241441264222,985.9199098986321,323.1079376798936
93.75,0.0,100.0,625.0,-1953.125,4931.516534397851,-5075.712924292524,322.99991336406964,-314.3192906924103,2978.3915343978506,-7028.837924292524,947.9999133640697,310.6807093075897
94.0,0.0,100.0,600.0,-1800.0,4734.255873021941,-4872.6844073208285,310.0799168295071,-301.74651906471416,2934.2558730219407,-6672.6844073208285,910.079916829507,298.25348093528584
94.25,0.0,100.0,575.0,-1653.125,4536.995211646023,-4669.655890349122,297.159920294944,-289.1737474370173,2883.8702116460227,-6322.780890349122,872.159920294944,285.8262525629827
94.5,0.0,100.0,550.0,-1512.5,4339.734550270113,-4466.627373377426,284.23992376038154,-276.60097580932126,2827.234550270113,-5979.127373377426,834.2399237603815,273.39902419067874
94.75,0.0,100.0,525.0,-1378.125,4142.473888894194,-4263.598856405721,271.31992722581845,-264.02820418162463,2764.348888894194,-5641.723856405721,796.3199272258184,260.97179581837537
95.0,0.0,100.0,500.0,-1250.0,3945.213227518284,-4060.570339434023,258.3999306912559,-251.4554325539284,2695.213227518284,-5310.5703394340235,758.3999306912559,248.5445674460716
95.25,0.0,100.0,475.0,-1128.125,3747.9525661423654,-3857.5418224623177,245.47993415669288,-238.8826609262317,2619.8275661423654,-4985.666822462317,720.4799341566929,236.1173390737683
95.5,0.0,100.0,450.0,-1012.5,3550.6919047664555,-3654.513305490621,232.5599376221304,-226.30988929853558,2538.1919047664555,-4667.013305490621,682.5599376221304,223.69011070146442
95.75,0.0,100.0,425.0,-903.125,3353.431243390537,-3451.484788518915,219.6399410875673,-213.73711767083884,2450.306243390537,-4354.609788518916,644.6399410875673,211.26288232916116
96.0,0.0,100.0,400.0,-800.0,3156.170582014627,-3248.4562715472184,206.71994455300472,-201.16434604314276,2356.170582014627,-4048.4562715472184,606.7199445530048,198.83565395685724
96.25,0.0,100.0,375.0,-703.125,2958.9099206387086,-3045.4277545755126,193.79994801844165,-188.59157441544602,2255.7849206387086,-3748.5527545755126,568.7999480184417,186.40842558455398
96.5,0.0,100.0,350.0,-612.5,2761.6492592627988,-2842.399237603816,180.87995148387915,-176.0188027877499,2149.1492592627988,-3454.899237603816,530.8799514838792,173.9811972122501
96.75,0.0,100.0,325.0,-528.125,2564.3885978868802,-2639.370720632111,167.95995494931609,-163.4460311600532,2036.2635978868802,-3167.495720632111,492.95995494931606,161.5539688399468
97.0,0.0,100.0,300.0,-450.0,2367.1279365109704,-2436.3422036604143,155.03995841475358,-150.873259532357,1917.1279365109704,-2886.3422036604143,455.0399584147536,149.126740467643
97.25,0.0,100.0,275.0,-378.125,2169.867275135052,-2233.313686688708,142.11996188019052,-138.30048790466037,1791.7422751350518,-2611.438686688708,417.11996188019054,136.69951209533963
97.5,0.0,100.0,250.0,-312.5,1972.606613759142,-2030.2851697170115,129.19996534562793,-125.72771627696426,1660.106613759142,-2342.7851697170117,379.1999653456279,124.27228372303574
97.75,0.0,100.0,225.0,-253.125,1775.3459523832234,-1827.2566527453055,116.27996881106485,-113.15494464926745,1522.2209523832234,-2080.3816527453055,341.27996881106486,111.84505535073255
98.0,0.0,100.0,200.0,-200.0,1578.0852910073136,-1624.2281357736092,103.35997227650236,-100.5821730215714,1378.0852910073136,-1824.2281357736092,303.3599722765024,99.4178269784286
98.25,0.0,100.0,175.0,-153.125,1380.824629631395,-1421.1996188019036,90.43997574193928,-88.0094013938747,1227.699629631395,-1574.3246188019036,265.4399757419393,86.9905986061253
98.5,0.0,100.0,150.0,-112.5,1183.5639682554852,-1218.1711018302071,77.51997920737679,-75.4366297661785,1071.0639682554852,-1330.6711018302071,227.5199792073768,74.5633702338215
98.75,0.0,100.0,125.0,-78.125,986.3033068795665,-1015.1425848585013,64.59998267281371,-62.86385813848187,908.1783068795665,-1093.2675848585013,189.59998267281372,62.13614186151813
99.0,0.0,100.0,100.0,-50.0,789.0426455036568,-812.1140678868046,51.67998613825122,-50.29108651078567,739.0426455036568,-862.1140678868046,151.67998613825122,49.70891348921433
99.25,0.0,100.0,75.0,-28.125,591.7819841277383,-609.085550915099,38.75998960368814,-37.71831488308895,563.6569841277383,-637.210550915099,113.75998960368814,37.28168511691105
99.5,0.0,100.0,50.0,-12.5,394.5213227518284,-406.0570339434023,25.839993069125573,-25.14554325539292,382.0213227518284,-418.5570339434023,75.83999306912557,24.85445674460708
99.75,0.0,100.0,25.0,-3.125,197.26066137590982,-203.02851697169663,12.919996534562484,-12.572771627696115,194.13566137590982,-206.15351697169663,37.919996534562486,12.427228372303885
100.0,0.0,100.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
