grade,fy,thickness_mm,spacing_mm,profile,web_height_mm,web_thickness_mm,flange_width_mm,flange_thickness_mm,web_slenderness,plate_length_mm,sigma_x,tau,utilization,governing_mode,plate_util,column_util,torsional_util,critical_stress_mpa,status
AH36,355.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.9564,plate_induced,0.9564,0.3887,0.4002,151.99,PASS
AH36,355.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.9883,plate_induced,0.9883,0.3501,0.5504,116.37,PASS
AH36,355.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.4824,plate_induced,1.4824,0.5251,0.99,116.37,FAIL
AH36,355.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.9765,plate_induced,1.9765,0.7001,1.32,116.37,FAIL
AH36,355.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,1.2606,plate_induced,1.2606,0.4201,0.792,116.37,FAIL
AH36,355.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.9883,plate_induced,0.9883,0.3239,0.5025,116.37,PASS
AH36,355.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.4824,plate_induced,1.4824,0.4859,0.8173,116.37,FAIL
AH36,355.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.9765,plate_induced,1.9765,0.6479,1.0898,116.37,FAIL
AH36,355.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,1.2606,plate_induced,1.2606,0.3887,0.6539,116.37,FAIL
AH36,355.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.9883,plate_induced,0.9883,0.3239,0.3336,116.37,PASS
AH36,355.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.4824,plate_induced,1.4824,0.4859,0.504,116.37,FAIL
AH36,355.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.9765,plate_induced,1.9765,0.6479,0.672,116.37,FAIL
AH36,355.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,1.2606,plate_induced,1.2606,0.3887,0.4032,116.37,FAIL
AH36,355.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4701,torsional,0.4614,0.3482,0.4701,244.6,PASS
AH36,355.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.7173,torsional,0.6921,0.5223,0.7173,240.5,PASS
AH36,355.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.998,torsional,0.9228,0.6964,0.998,230.47,PASS
AH36,355.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5808,plate_induced,0.5808,0.4179,0.5694,249.24,PASS
AH36,355.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4614,plate_induced,0.4614,0.3239,0.4612,249.24,PASS
AH36,355.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6988,torsional,0.6921,0.4859,0.6988,246.83,PASS
AH36,355.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9548,torsional,0.9228,0.6479,0.9548,240.89,PASS
AH36,355.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5808,plate_induced,0.5808,0.3887,0.5565,249.24,PASS
AH36,355.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4614,plate_induced,0.4614,0.3239,0.3322,249.24,PASS
AH36,355.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6921,plate_induced,0.6921,0.4859,0.4984,249.24,PASS
AH36,355.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.9228,plate_induced,0.9228,0.6479,0.6653,249.24,PASS
AH36,355.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5808,plate_induced,0.5808,0.3887,0.3987,249.24,PASS
AH36,355.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5449,plate_induced,0.5449,0.3505,0.4783,211.05,PASS
AH36,355.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8174,plate_induced,0.8174,0.5258,0.7435,211.05,PASS
AH36,355.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.32,torsional,1.0898,0.7011,1.32,174.25,FAIL
AH36,355.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.6868,plate_induced,0.6868,0.4207,0.5835,211.05,PASS
AH36,355.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5449,plate_induced,0.5449,0.3239,0.466,211.05,PASS
AH36,355.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8174,plate_induced,0.8174,0.4859,0.7134,211.05,PASS
AH36,355.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.0898,plate_induced,1.0898,0.6479,1.0898,211.05,FAIL
AH36,355.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.6868,plate_induced,0.6868,0.3887,0.5645,211.05,PASS
AH36,355.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5449,plate_induced,0.5449,0.3239,0.3323,211.05,PASS
AH36,355.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8174,plate_induced,0.8174,0.4859,0.4989,211.05,PASS
AH36,355.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.0898,plate_induced,1.0898,0.6479,0.672,211.05,FAIL
AH36,355.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.6868,plate_induced,0.6868,0.3887,0.3989,211.05,PASS
AH36,355.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.6863,plate_induced,0.6863,0.3529,0.4894,167.57,PASS
AH36,355.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.0294,plate_induced,1.0294,0.5294,0.8697,167.57,FAIL
AH36,355.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.3726,plate_induced,1.3726,0.7058,1.32,167.57,FAIL
AH36,355.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.8654,plate_induced,0.8654,0.4235,0.6099,167.57,PASS
AH36,355.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.6863,plate_induced,0.6863,0.3243,0.4722,167.57,PASS
AH36,355.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.0294,plate_induced,1.0294,0.4864,0.7727,167.57,FAIL
AH36,355.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.3726,plate_induced,1.3726,0.6486,1.0898,167.57,FAIL
AH36,355.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.8654,plate_induced,0.8654,0.3891,0.5787,167.57,PASS
AH36,355.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.6863,plate_induced,0.6863,0.3239,0.3325,167.57,PASS
AH36,355.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.0294,plate_induced,1.0294,0.4859,0.5012,167.57,FAIL
AH36,355.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.3726,plate_induced,1.3726,0.6479,0.672,167.57,FAIL
AH36,355.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.8654,plate_induced,0.8654,0.3887,0.3994,167.57,PASS
AH36,355.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4573,torsional,0.4147,0.3502,0.4573,251.45,PASS
AH36,355.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6918,torsional,0.6221,0.5254,0.6918,249.36,PASS
AH36,355.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9368,torsional,0.8294,0.7005,0.9368,245.53,PASS
AH36,355.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5516,torsional,0.5213,0.4203,0.5516,250.18,PASS
AH36,355.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4534,torsional,0.4147,0.3239,0.4534,253.64,PASS
AH36,355.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6837,torsional,0.6221,0.4859,0.6837,252.31,PASS
AH36,355.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9203,torsional,0.8294,0.6479,0.9203,249.92,PASS
AH36,355.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5458,torsional,0.5213,0.3887,0.5458,252.84,PASS
AH36,355.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4147,plate_induced,0.4147,0.3239,0.332,277.3,PASS
AH36,355.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6221,plate_induced,0.6221,0.4859,0.498,277.3,PASS
AH36,355.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.8294,plate_induced,0.8294,0.6479,0.6643,277.3,PASS
AH36,355.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5213,plate_induced,0.5213,0.3887,0.3984,277.3,PASS
AH36,355.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4619,torsional,0.4614,0.353,0.4619,248.97,PASS
AH36,355.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.7025,torsional,0.6921,0.5294,0.7025,245.54,PASS
AH36,355.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9713,torsional,0.9228,0.7059,0.9713,236.79,PASS
AH36,355.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5806,plate_induced,0.5806,0.4236,0.5585,249.24,PASS
AH36,355.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4614,plate_induced,0.4614,0.3243,0.4562,249.24,PASS
AH36,355.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6921,plate_induced,0.6921,0.4865,0.6902,249.24,PASS
AH36,355.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9403,torsional,0.9228,0.6486,0.9403,244.61,PASS
AH36,355.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5806,plate_induced,0.5806,0.3892,0.55,249.24,PASS
AH36,355.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4614,plate_induced,0.4614,0.3239,0.332,249.24,PASS
AH36,355.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6921,plate_induced,0.6921,0.4859,0.4982,249.24,PASS
AH36,355.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.9228,plate_induced,0.9228,0.6479,0.6648,249.24,PASS
AH36,355.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5806,plate_induced,0.5806,0.3887,0.3985,249.24,PASS
AH36,355.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5303,plate_induced,0.5303,0.3557,0.4674,216.86,PASS
AH36,355.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.7954,plate_induced,0.7954,0.5336,0.7199,216.86,PASS
AH36,355.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.32,torsional,1.0606,0.7114,1.32,174.25,FAIL
AH36,355.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.6678,plate_induced,0.6678,0.4268,0.568,216.86,PASS
AH36,355.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5303,plate_induced,0.5303,0.3251,0.4596,216.86,PASS
AH36,355.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.7954,plate_induced,0.7954,0.4876,0.7004,216.86,PASS
AH36,355.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.0898,torsional,1.0606,0.6501,1.0898,211.05,FAIL
AH36,355.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.6678,plate_induced,0.6678,0.3901,0.5557,216.86,PASS
AH36,355.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5303,plate_induced,0.5303,0.3239,0.3321,216.86,PASS
AH36,355.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.7954,plate_induced,0.7954,0.4859,0.4985,216.86,PASS
AH36,355.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.0606,plate_induced,1.0606,0.6479,0.672,216.86,FAIL
AH36,355.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.6678,plate_induced,0.6678,0.3887,0.3987,216.86,PASS
AH36,355.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4501,torsional,0.3892,0.3522,0.4501,255.49,PASS
AH36,355.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6785,torsional,0.5837,0.5284,0.6785,254.24,PASS
AH36,355.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.912,torsional,0.7783,0.7045,0.912,252.19,PASS
AH36,355.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5418,torsional,0.4887,0.4227,0.5418,254.68,PASS
AH36,355.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4488,torsional,0.3892,0.3241,0.4488,256.25,PASS
AH36,355.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6753,torsional,0.5837,0.4862,0.6753,255.44,PASS
AH36,355.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9051,torsional,0.7783,0.6482,0.9051,254.11,PASS
AH36,355.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5396,torsional,0.4887,0.3889,0.5396,255.72,PASS
AH36,355.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3892,plate_induced,0.3892,0.3239,0.3319,295.51,PASS
AH36,355.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5837,plate_induced,0.5837,0.4859,0.4978,295.51,PASS
AH36,355.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7783,plate_induced,0.7783,0.6479,0.6639,295.51,PASS
AH36,355.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4887,plate_induced,0.4887,0.3887,0.3983,295.51,PASS
AH36,355.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.453,torsional,0.4197,0.3554,0.453,253.89,PASS
AH36,355.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6843,torsional,0.6295,0.533,0.6843,252.07,PASS
AH36,355.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9252,torsional,0.8393,0.7107,0.9252,248.59,PASS
AH36,355.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5459,torsional,0.5274,0.4264,0.5459,252.79,PASS
AH36,355.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4506,torsional,0.4197,0.325,0.4506,255.21,PASS
AH36,355.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.679,torsional,0.6295,0.4875,0.679,254.04,PASS
AH36,355.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9133,torsional,0.8393,0.6499,0.9133,251.83,PASS
AH36,355.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5422,torsional,0.5274,0.39,0.5422,254.5,PASS
AH36,355.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4197,plate_induced,0.4197,0.3239,0.3319,274.03,PASS
AH36,355.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6295,plate_induced,0.6295,0.4859,0.4979,274.03,PASS
AH36,355.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.8393,plate_induced,0.8393,0.6479,0.6641,274.03,PASS
AH36,355.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5274,plate_induced,0.5274,0.3887,0.3983,274.03,PASS
AH36,355.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4614,plate_induced,0.4614,0.3585,0.4562,249.24,PASS
AH36,355.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6921,torsional,0.6921,0.5377,0.6921,249.23,PASS
AH36,355.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9517,torsional,0.9228,0.7169,0.9517,241.67,PASS
AH36,355.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5803,plate_induced,0.5803,0.4301,0.5509,249.24,PASS
AH36,355.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4614,plate_induced,0.4614,0.3259,0.4527,249.24,PASS
AH36,355.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6921,plate_induced,0.6921,0.4888,0.6839,249.24,PASS
AH36,355.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9291,torsional,0.9228,0.6517,0.9291,247.55,PASS
AH36,355.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5803,plate_induced,0.5803,0.391,0.5454,249.24,PASS
AH36,355.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4614,plate_induced,0.4614,0.3239,0.3319,249.24,PASS
AH36,355.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6921,plate_induced,0.6921,0.4859,0.498,249.24,PASS
AH36,355.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.9228,plate_induced,0.9228,0.6479,0.6645,249.24,PASS
AH36,355.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5803,plate_induced,0.5803,0.3887,0.3984,249.24,PASS
AH36,355.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4457,torsional,0.3734,0.3542,0.4457,258.01,PASS
AH36,355.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6707,torsional,0.5601,0.5313,0.6707,257.19,PASS
AH36,355.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8988,torsional,0.7468,0.7085,0.8988,255.91,PASS
AH36,355.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.536,torsional,0.4685,0.4251,0.536,257.45,PASS
AH36,355.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4459,torsional,0.3734,0.3247,0.4459,257.9,PASS
AH36,355.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6703,torsional,0.5601,0.487,0.6703,257.36,PASS
AH36,355.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8966,torsional,0.7468,0.6493,0.8966,256.52,PASS
AH36,355.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5359,torsional,0.4685,0.3896,0.5359,257.53,PASS
AH36,355.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3734,plate_induced,0.3734,0.3239,0.3318,307.99,PASS
AH36,355.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5601,plate_induced,0.5601,0.4859,0.4977,307.99,PASS
AH36,355.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7468,plate_induced,0.7468,0.6479,0.6637,307.99,PASS
AH36,355.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4685,plate_induced,0.4685,0.3887,0.3982,307.99,PASS
AH36,355.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4476,torsional,0.3952,0.3577,0.4476,256.91,PASS
AH36,355.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6744,torsional,0.5927,0.5365,0.6744,255.79,PASS
AH36,355.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9059,torsional,0.7903,0.7154,0.9059,253.9,PASS
AH36,355.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5387,torsional,0.4962,0.4292,0.5387,256.2,PASS
AH36,355.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4472,torsional,0.3952,0.3256,0.4472,257.17,PASS
AH36,355.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6727,torsional,0.5927,0.4885,0.6727,256.44,PASS
AH36,355.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9012,torsional,0.7903,0.6513,0.9012,255.21,PASS
AH36,355.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5376,torsional,0.4962,0.3908,0.5376,256.71,PASS
AH36,355.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3952,plate_induced,0.3952,0.3239,0.3318,291.02,PASS
AH36,355.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5927,plate_induced,0.5927,0.4859,0.4978,291.02,PASS
AH36,355.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7903,plate_induced,0.7903,0.6479,0.6638,291.02,PASS
AH36,355.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4962,plate_induced,0.4962,0.3887,0.3982,291.02,PASS
AH36,355.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4497,torsional,0.4237,0.3611,0.4497,255.71,PASS
AH36,355.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6788,torsional,0.6355,0.5417,0.6788,254.13,PASS
AH36,355.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9164,torsional,0.8474,0.7223,0.9164,250.99,PASS
AH36,355.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5417,torsional,0.5324,0.4334,0.5417,254.76,PASS
AH36,355.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4485,torsional,0.4237,0.3267,0.4485,256.39,PASS
AH36,355.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6755,torsional,0.6355,0.49,0.6755,255.36,PASS
AH36,355.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9079,torsional,0.8474,0.6533,0.9079,253.35,PASS
AH36,355.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5395,torsional,0.5324,0.392,0.5395,255.77,PASS
AH36,355.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4237,plate_induced,0.4237,0.3239,0.3318,271.43,PASS
AH36,355.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6355,plate_induced,0.6355,0.4859,0.4978,271.43,PASS
AH36,355.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.8474,plate_induced,0.8474,0.6479,0.664,271.43,PASS
AH36,355.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5324,plate_induced,0.5324,0.3887,0.3983,271.43,PASS
AH36,355.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4429,torsional,0.3629,0.3562,0.4429,259.65,PASS
AH36,355.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6658,torsional,0.5443,0.5343,0.6658,259.08,PASS
