grade,fy,thickness_mm,width_mm,length_mm,aspect,slenderness_beta,sigma_x,sigma_y,tau,utilization,critical_stress_mpa,safety_factor,governing,status
AH36,355.0,12.0,800.0,2400.0,3.0,2.7675,120.0,60.0,0.0,0.8236,167.57,1.2142,plate_buckling,PASS
AH36,355.0,12.0,800.0,2400.0,3.0,2.7675,100.0,50.0,50.0,0.7516,167.57,1.3305,plate_buckling,PASS
AH36,355.0,12.0,1000.0,2400.0,2.4,3.4594,100.0,0.0,0.0,1.0723,107.24,0.9325,plate_buckling,FAIL
AH36,355.0,12.0,1000.0,2400.0,2.4,3.4594,150.0,0.0,0.0,1.6085,107.24,0.6217,plate_buckling,FAIL
AH36,355.0,12.0,1000.0,2400.0,2.4,3.4594,200.0,0.0,0.0,2.1447,107.24,0.4663,plate_buckling,FAIL
AH36,355.0,12.0,1000.0,2400.0,2.4,3.4594,120.0,0.0,40.0,1.3676,107.24,0.7312,plate_buckling,FAIL
AH36,355.0,12.0,1000.0,2400.0,2.4,3.4594,120.0,60.0,0.0,1.2868,107.24,0.7771,plate_buckling,FAIL
AH36,355.0,12.0,1000.0,2400.0,2.4,3.4594,100.0,50.0,50.0,1.1986,107.24,0.8343,plate_buckling,FAIL
AH36,355.0,13.0,600.0,2400.0,4.0,1.916,100.0,0.0,0.0,0.4342,264.88,2.3033,plate_buckling,PASS
AH36,355.0,13.0,600.0,2400.0,4.0,1.916,150.0,0.0,0.0,0.6512,264.88,1.5356,plate_buckling,PASS
AH36,355.0,13.0,600.0,2400.0,4.0,1.916,200.0,0.0,0.0,0.8683,264.88,1.1517,plate_buckling,PASS
AH36,355.0,13.0,600.0,2400.0,4.0,1.916,120.0,0.0,40.0,0.5461,264.88,1.8313,plate_buckling,PASS
AH36,355.0,13.0,600.0,2400.0,4.0,1.916,120.0,60.0,0.0,0.521,264.88,1.9194,plate_buckling,PASS
AH36,355.0,13.0,600.0,2400.0,4.0,1.916,100.0,50.0,50.0,0.4733,264.88,2.1127,plate_buckling,PASS
AH36,355.0,13.0,800.0,2400.0,3.0,2.5546,100.0,0.0,0.0,0.5904,194.79,1.6938,plate_buckling,PASS
AH36,355.0,13.0,800.0,2400.0,3.0,2.5546,150.0,0.0,0.0,0.8856,194.79,1.1292,plate_buckling,PASS
AH36,355.0,13.0,800.0,2400.0,3.0,2.5546,200.0,0.0,0.0,1.1807,194.79,0.8469,plate_buckling,FAIL
AH36,355.0,13.0,800.0,2400.0,3.0,2.5546,120.0,0.0,40.0,0.7439,194.79,1.3442,plate_buckling,PASS
AH36,355.0,13.0,800.0,2400.0,3.0,2.5546,120.0,60.0,0.0,0.7084,194.79,1.4115,plate_buckling,PASS
AH36,355.0,13.0,800.0,2400.0,3.0,2.5546,100.0,50.0,50.0,0.6458,194.79,1.5484,plate_buckling,PASS
AH36,355.0,13.0,1000.0,2400.0,2.4,3.1933,100.0,0.0,0.0,0.9137,125.86,1.0944,plate_buckling,PASS
AH36,355.0,13.0,1000.0,2400.0,2.4,3.1933,150.0,0.0,0.0,1.3706,125.86,0.7296,plate_buckling,FAIL
AH36,355.0,13.0,1000.0,2400.0,2.4,3.1933,200.0,0.0,0.0,1.8274,125.86,0.5472,plate_buckling,FAIL
AH36,355.0,13.0,1000.0,2400.0,2.4,3.1933,120.0,0.0,40.0,1.1556,125.86,0.8653,plate_buckling,FAIL
AH36,355.0,13.0,1000.0,2400.0,2.4,3.1933,120.0,60.0,0.0,1.0964,125.86,0.912,plate_buckling,FAIL
AH36,355.0,13.0,1000.0,2400.0,2.4,3.1933,100.0,50.0,50.0,1.0062,125.86,0.9938,plate_buckling,FAIL
AH36,355.0,14.0,600.0,2400.0,4.0,1.7791,100.0,0.0,0.0,0.4147,277.3,2.4113,plate_buckling,PASS
AH36,355.0,14.0,600.0,2400.0,4.0,1.7791,150.0,0.0,0.0,0.6221,277.3,1.6075,plate_buckling,PASS
AH36,355.0,14.0,600.0,2400.0,4.0,1.7791,200.0,0.0,0.0,0.8294,277.3,1.2056,plate_buckling,PASS
AH36,355.0,14.0,600.0,2400.0,4.0,1.7791,120.0,0.0,40.0,0.5213,277.3,1.9184,plate_buckling,PASS
AH36,355.0,14.0,600.0,2400.0,4.0,1.7791,120.0,60.0,0.0,0.4977,277.3,2.0094,plate_buckling,PASS
AH36,355.0,14.0,600.0,2400.0,4.0,1.7791,100.0,50.0,50.0,0.4516,277.3,2.2143,plate_buckling,PASS
AH36,355.0,14.0,800.0,2400.0,3.0,2.3722,100.0,0.0,0.0,0.5303,216.86,1.8857,plate_buckling,PASS
AH36,355.0,14.0,800.0,2400.0,3.0,2.3722,150.0,0.0,0.0,0.7954,216.86,1.2572,plate_buckling,PASS
AH36,355.0,14.0,800.0,2400.0,3.0,2.3722,200.0,0.0,0.0,1.0606,216.86,0.9429,plate_buckling,FAIL
AH36,355.0,14.0,800.0,2400.0,3.0,2.3722,120.0,0.0,40.0,0.6678,216.86,1.4975,plate_buckling,PASS
AH36,355.0,14.0,800.0,2400.0,3.0,2.3722,120.0,60.0,0.0,0.6364,216.86,1.5715,plate_buckling,PASS
AH36,355.0,14.0,800.0,2400.0,3.0,2.3722,100.0,50.0,50.0,0.5794,216.86,1.7259,plate_buckling,PASS
AH36,355.0,14.0,1000.0,2400.0,2.4,2.9652,100.0,0.0,0.0,0.7878,145.97,1.2693,plate_buckling,PASS
AH36,355.0,14.0,1000.0,2400.0,2.4,2.9652,150.0,0.0,0.0,1.1818,145.97,0.8462,plate_buckling,FAIL
AH36,355.0,14.0,1000.0,2400.0,2.4,2.9652,200.0,0.0,0.0,1.5757,145.97,0.6346,plate_buckling,FAIL
AH36,355.0,14.0,1000.0,2400.0,2.4,2.9652,120.0,0.0,40.0,0.9925,145.97,1.0075,plate_buckling,PASS
AH36,355.0,14.0,1000.0,2400.0,2.4,2.9652,120.0,60.0,0.0,0.9454,145.97,1.0577,plate_buckling,PASS
AH36,355.0,14.0,1000.0,2400.0,2.4,2.9652,100.0,50.0,50.0,0.8615,145.97,1.1608,plate_buckling,PASS
AH36,355.0,15.0,600.0,2400.0,4.0,1.6605,100.0,0.0,0.0,0.4003,287.31,2.4984,plate_buckling,PASS
AH36,355.0,15.0,600.0,2400.0,4.0,1.6605,150.0,0.0,0.0,0.6004,287.31,1.6656,plate_buckling,PASS
AH36,355.0,15.0,600.0,2400.0,4.0,1.6605,200.0,0.0,0.0,0.8005,287.31,1.2492,plate_buckling,PASS
AH36,355.0,15.0,600.0,2400.0,4.0,1.6605,120.0,0.0,40.0,0.5028,287.31,1.9887,plate_buckling,PASS
AH36,355.0,15.0,600.0,2400.0,4.0,1.6605,120.0,60.0,0.0,0.4803,287.31,2.082,plate_buckling,PASS
AH36,355.0,15.0,600.0,2400.0,4.0,1.6605,100.0,50.0,50.0,0.4354,287.31,2.2965,plate_buckling,PASS
AH36,355.0,15.0,800.0,2400.0,3.0,2.214,100.0,0.0,0.0,0.4901,234.67,2.0406,plate_buckling,PASS
AH36,355.0,15.0,800.0,2400.0,3.0,2.214,150.0,0.0,0.0,0.7351,234.67,1.3604,plate_buckling,PASS
AH36,355.0,15.0,800.0,2400.0,3.0,2.214,200.0,0.0,0.0,0.9801,234.67,1.0203,plate_buckling,PASS
AH36,355.0,15.0,800.0,2400.0,3.0,2.214,120.0,0.0,40.0,0.6167,234.67,1.6215,plate_buckling,PASS
AH36,355.0,15.0,800.0,2400.0,3.0,2.214,120.0,60.0,0.0,0.5881,234.67,1.7005,plate_buckling,PASS
AH36,355.0,15.0,800.0,2400.0,3.0,2.214,100.0,50.0,50.0,0.5348,234.67,1.8698,plate_buckling,PASS
AH36,355.0,15.0,1000.0,2400.0,2.4,2.7675,100.0,0.0,0.0,0.6863,167.57,1.4571,plate_buckling,PASS
AH36,355.0,15.0,1000.0,2400.0,2.4,2.7675,150.0,0.0,0.0,1.0294,167.57,0.9714,plate_buckling,FAIL
AH36,355.0,15.0,1000.0,2400.0,2.4,2.7675,200.0,0.0,0.0,1.3726,167.57,0.7285,plate_buckling,FAIL
AH36,355.0,15.0,1000.0,2400.0,2.4,2.7675,120.0,0.0,40.0,0.8634,167.57,1.1582,plate_buckling,PASS
AH36,355.0,15.0,1000.0,2400.0,2.4,2.7675,120.0,60.0,0.0,0.8236,167.57,1.2142,plate_buckling,PASS
AH36,355.0,15.0,1000.0,2400.0,2.4,2.7675,100.0,50.0,50.0,0.7486,167.57,1.3358,plate_buckling,PASS
AH36,355.0,16.0,600.0,2400.0,4.0,1.5567,100.0,0.0,0.0,0.3892,295.51,2.5696,plate_buckling,PASS
AH36,355.0,16.0,600.0,2400.0,4.0,1.5567,150.0,0.0,0.0,0.5837,295.51,1.7131,plate_buckling,PASS
AH36,355.0,16.0,600.0,2400.0,4.0,1.5567,200.0,0.0,0.0,0.7783,295.51,1.2848,plate_buckling,PASS
AH36,355.0,16.0,600.0,2400.0,4.0,1.5567,120.0,0.0,40.0,0.4887,295.51,2.0464,plate_buckling,PASS
AH36,355.0,16.0,600.0,2400.0,4.0,1.5567,120.0,60.0,0.0,0.467,295.51,2.1414,plate_buckling,PASS
AH36,355.0,16.0,600.0,2400.0,4.0,1.5567,100.0,50.0,50.0,0.423,295.51,2.3639,plate_buckling,PASS
AH36,355.0,16.0,800.0,2400.0,3.0,2.0756,100.0,0.0,0.0,0.4614,249.24,2.1673,plate_buckling,PASS
AH36,355.0,16.0,800.0,2400.0,3.0,2.0756,150.0,0.0,0.0,0.6921,249.24,1.4449,plate_buckling,PASS
AH36,355.0,16.0,800.0,2400.0,3.0,2.0756,200.0,0.0,0.0,0.9228,249.24,1.0836,plate_buckling,PASS
AH36,355.0,16.0,800.0,2400.0,3.0,2.0756,120.0,0.0,40.0,0.5803,249.24,1.7232,plate_buckling,PASS
AH36,355.0,16.0,800.0,2400.0,3.0,2.0756,120.0,60.0,0.0,0.5537,249.24,1.8061,plate_buckling,PASS
AH36,355.0,16.0,800.0,2400.0,3.0,2.0756,100.0,50.0,50.0,0.503,249.24,1.988,plate_buckling,PASS
AH36,355.0,16.0,1000.0,2400.0,2.4,2.5945,100.0,0.0,0.0,0.6061,189.75,1.65,plate_buckling,PASS
AH36,355.0,16.0,1000.0,2400.0,2.4,2.5945,150.0,0.0,0.0,0.9091,189.75,1.1,plate_buckling,PASS
AH36,355.0,16.0,1000.0,2400.0,2.4,2.5945,200.0,0.0,0.0,1.2121,189.75,0.825,plate_buckling,FAIL
AH36,355.0,16.0,1000.0,2400.0,2.4,2.5945,120.0,0.0,40.0,0.7624,189.75,1.3116,plate_buckling,PASS
AH36,355.0,16.0,1000.0,2400.0,2.4,2.5945,120.0,60.0,0.0,0.7273,189.75,1.375,plate_buckling,PASS
AH36,355.0,16.0,1000.0,2400.0,2.4,2.5945,100.0,50.0,50.0,0.6609,189.75,1.513,plate_buckling,PASS
AH36,355.0,17.0,600.0,2400.0,4.0,1.4652,100.0,0.0,0.0,0.3804,302.3,2.6287,plate_buckling,PASS
AH36,355.0,17.0,600.0,2400.0,4.0,1.4652,150.0,0.0,0.0,0.5706,302.3,1.7525,plate_buckling,PASS
AH36,355.0,17.0,600.0,2400.0,4.0,1.4652,200.0,0.0,0.0,0.7608,302.3,1.3144,plate_buckling,PASS
AH36,355.0,17.0,600.0,2400.0,4.0,1.4652,120.0,0.0,40.0,0.4775,302.3,2.0942,plate_buckling,PASS
AH36,355.0,17.0,600.0,2400.0,4.0,1.4652,120.0,60.0,0.0,0.4565,302.3,2.1906,plate_buckling,PASS
AH36,355.0,17.0,600.0,2400.0,4.0,1.4652,100.0,50.0,50.0,0.4133,302.3,2.4198,plate_buckling,PASS
AH36,355.0,17.0,800.0,2400.0,3.0,1.9535,100.0,0.0,0.0,0.4401,261.31,2.2723,plate_buckling,PASS
AH36,355.0,17.0,800.0,2400.0,3.0,1.9535,150.0,0.0,0.0,0.6601,261.31,1.5149,plate_buckling,PASS
AH36,355.0,17.0,800.0,2400.0,3.0,1.9535,200.0,0.0,0.0,0.8802,261.31,1.1361,plate_buckling,PASS
AH36,355.0,17.0,800.0,2400.0,3.0,1.9535,120.0,0.0,40.0,0.5532,261.31,1.8076,plate_buckling,PASS
AH36,355.0,17.0,800.0,2400.0,3.0,1.9535,120.0,60.0,0.0,0.5281,261.31,1.8936,plate_buckling,PASS
AH36,355.0,17.0,800.0,2400.0,3.0,1.9535,100.0,50.0,50.0,0.4793,261.31,2.0862,plate_buckling,PASS
AH36,355.0,17.0,1000.0,2400.0,2.4,2.4419,100.0,0.0,0.0,0.5513,208.62,1.814,plate_buckling,PASS
AH36,355.0,17.0,1000.0,2400.0,2.4,2.4419,150.0,0.0,0.0,0.8269,208.62,1.2094,plate_buckling,PASS
AH36,355.0,17.0,1000.0,2400.0,2.4,2.4419,200.0,0.0,0.0,1.1025,208.62,0.907,plate_buckling,FAIL
AH36,355.0,17.0,1000.0,2400.0,2.4,2.4419,120.0,0.0,40.0,0.6933,208.62,1.4424,plate_buckling,PASS
AH36,355.0,17.0,1000.0,2400.0,2.4,2.4419,120.0,60.0,0.0,0.6615,208.62,1.5117,plate_buckling,PASS
AH36,355.0,17.0,1000.0,2400.0,2.4,2.4419,100.0,50.0,50.0,0.6009,208.62,1.6641,plate_buckling,PASS
AH36,355.0,18.0,600.0,2400.0,4.0,1.3838,100.0,0.0,0.0,0.3734,307.99,2.6782,plate_buckling,PASS
AH36,355.0,18.0,600.0,2400.0,4.0,1.3838,150.0,0.0,0.0,0.5601,307.99,1.7855,plate_buckling,PASS
AH36,355.0,18.0,600.0,2400.0,4.0,1.3838,200.0,0.0,0.0,0.7468,307.99,1.3391,plate_buckling,PASS
AH36,355.0,18.0,600.0,2400.0,4.0,1.3838,120.0,0.0,40.0,0.4685,307.99,2.1342,plate_buckling,PASS
AH36,355.0,18.0,600.0,2400.0,4.0,1.3838,120.0,60.0,0.0,0.4481,307.99,2.2318,plate_buckling,PASS
AH36,355.0,18.0,600.0,2400.0,4.0,1.3838,100.0,50.0,50.0,0.4054,307.99,2.4667,plate_buckling,PASS
AH36,355.0,18.0,800.0,2400.0,3.0,1.845,100.0,0.0,0.0,0.4237,271.43,2.3603,plate_buckling,PASS
AH36,355.0,18.0,800.0,2400.0,3.0,1.845,150.0,0.0,0.0,0.6355,271.43,1.5735,plate_buckling,PASS
AH36,355.0,18.0,800.0,2400.0,3.0,1.845,200.0,0.0,0.0,0.8474,271.43,1.1801,plate_buckling,PASS
AH36,355.0,18.0,800.0,2400.0,3.0,1.845,120.0,0.0,40.0,0.5324,271.43,1.8784,plate_buckling,PASS
AH36,355.0,18.0,800.0,2400.0,3.0,1.845,120.0,60.0,0.0,0.5084,271.43,1.9669,plate_buckling,PASS
AH36,355.0,18.0,800.0,2400.0,3.0,1.845,100.0,50.0,50.0,0.4611,271.43,2.1687,plate_buckling,PASS
AH36,355.0,18.0,1000.0,2400.0,2.4,2.3063,100.0,0.0,0.0,0.5124,224.43,1.9516,plate_buckling,PASS
AH36,355.0,18.0,1000.0,2400.0,2.4,2.3063,150.0,0.0,0.0,0.7686,224.43,1.301,plate_buckling,PASS
AH36,355.0,18.0,1000.0,2400.0,2.4,2.3063,200.0,0.0,0.0,1.0248,224.43,0.9758,plate_buckling,FAIL
AH36,355.0,18.0,1000.0,2400.0,2.4,2.3063,120.0,0.0,40.0,0.6443,224.43,1.5522,plate_buckling,PASS
AH36,355.0,18.0,1000.0,2400.0,2.4,2.3063,120.0,60.0,0.0,0.6149,224.43,1.6263,plate_buckling,PASS
AH36,355.0,18.0,1000.0,2400.0,2.4,2.3063,100.0,50.0,50.0,0.5583,224.43,1.7912,plate_buckling,PASS
AH36,355.0,19.0,600.0,2400.0,4.0,1.3109,100.0,0.0,0.0,0.3676,312.81,2.7201,plate_buckling,PASS
AH36,355.0,19.0,600.0,2400.0,4.0,1.3109,150.0,0.0,0.0,0.5514,312.81,1.8134,plate_buckling,PASS
AH36,355.0,19.0,600.0,2400.0,4.0,1.3109,200.0,0.0,0.0,0.7353,312.81,1.3601,plate_buckling,PASS
AH36,355.0,19.0,600.0,2400.0,4.0,1.3109,120.0,0.0,40.0,0.4612,312.81,2.1682,plate_buckling,PASS
AH36,355.0,19.0,600.0,2400.0,4.0,1.3109,120.0,60.0,0.0,0.4412,312.81,2.2668,plate_buckling,PASS
AH36,355.0,19.0,600.0,2400.0,4.0,1.3109,100.0,50.0,50.0,0.399,312.81,2.5064,plate_buckling,PASS
AH36,355.0,19.0,800.0,2400.0,3.0,1.7479,100.0,0.0,0.0,0.4107,280.0,2.4348,plate_buckling,PASS
AH36,355.0,19.0,800.0,2400.0,3.0,1.7479,150.0,0.0,0.0,0.6161,280.0,1.6232,plate_buckling,PASS
AH36,355.0,19.0,800.0,2400.0,3.0,1.7479,200.0,0.0,0.0,0.8214,280.0,1.2174,plate_buckling,PASS
AH36,355.0,19.0,800.0,2400.0,3.0,1.7479,120.0,0.0,40.0,0.5159,280.0,1.9384,plate_buckling,PASS
AH36,355.0,19.0,800.0,2400.0,3.0,1.7479,120.0,60.0,0.0,0.4929,280.0,2.029,plate_buckling,PASS
AH36,355.0,19.0,800.0,2400.0,3.0,1.7479,100.0,50.0,50.0,0.4467,280.0,2.2387,plate_buckling,PASS
AH36,355.0,19.0,1000.0,2400.0,2.4,2.1849,100.0,0.0,0.0,0.4836,237.81,2.0679,plate_buckling,PASS
AH36,355.0,19.0,1000.0,2400.0,2.4,2.1849,150.0,0.0,0.0,0.7254,237.81,1.3786,plate_buckling,PASS
AH36,355.0,19.0,1000.0,2400.0,2.4,2.1849,200.0,0.0,0.0,0.9672,237.81,1.034,plate_buckling,PASS
AH36,355.0,19.0,1000.0,2400.0,2.4,2.1849,120.0,0.0,40.0,0.6078,237.81,1.6453,plate_buckling,PASS
AH36,355.0,19.0,1000.0,2400.0,2.4,2.1849,120.0,60.0,0.0,0.5803,237.81,1.7233,plate_buckling,PASS
AH36,355.0,19.0,1000.0,2400.0,2.4,2.1849,100.0,50.0,50.0,0.5266,237.81,1.8991,plate_buckling,PASS
AH36,355.0,20.0,600.0,2400.0,4.0,1.2454,100.0,0.0,0.0,0.3629,316.93,2.7559,plate_buckling,PASS
AH36,355.0,20.0,600.0,2400.0,4.0,1.2454,150.0,0.0,0.0,0.5443,316.93,1.8372,plate_buckling,PASS
AH36,355.0,20.0,600.0,2400.0,4.0,1.2454,200.0,0.0,0.0,0.7257,316.93,1.3779,plate_buckling,PASS
AH36,355.0,20.0,600.0,2400.0,4.0,1.2454,120.0,0.0,40.0,0.4551,316.93,2.1972,plate_buckling,PASS
AH36,355.0,20.0,600.0,2400.0,4.0,1.2454,120.0,60.0,0.0,0.4354,316.93,2.2966,plate_buckling,PASS
AH36,355.0,20.0,600.0,2400.0,4.0,1.2454,100.0,50.0,50.0,0.3936,316.93,2.5404,plate_buckling,PASS
AH36,355.0,20.0,800.0,2400.0,3.0,1.6605,100.0,0.0,0.0,0.4003,287.31,2.4984,plate_buckling,PASS
AH36,355.0,20.0,800.0,2400.0,3.0,1.6605,150.0,0.0,0.0,0.6004,287.31,1.6656,plate_buckling,PASS
AH36,355.0,20.0,800.0,2400.0,3.0,1.6605,200.0,0.0,0.0,0.8005,287.31,1.2492,plate_buckling,PASS
AH36,355.0,20.0,800.0,2400.0,3.0,1.6605,120.0,0.0,40.0,0.5026,287.31,1.9897,plate_buckling,PASS
AH36,355.0,20.0,800.0,2400.0,3.0,1.6605,120.0,60.0,0.0,0.4803,287.31,2.082,plate_buckling,PASS
AH36,355.0,20.0,800.0,2400.0,3.0,1.6605,100.0,50.0,50.0,0.4351,287.31,2.2985,plate_buckling,PASS
AH36,355.0,20.0,1000.0,2400.0,2.4,2.0756,100.0,0.0,0.0,0.4614,249.24,2.1673,plate_buckling,PASS
AH36,355.0,20.0,1000.0,2400.0,2.4,2.0756,150.0,0.0,0.0,0.6921,249.24,1.4449,plate_buckling,PASS
AH36,355.0,20.0,1000.0,2400.0,2.4,2.0756,200.0,0.0,0.0,0.9228,249.24,1.0836,plate_buckling,PASS
AH36,355.0,20.0,1000.0,2400.0,2.4,2.0756,120.0,0.0,40.0,0.5798,249.24,1.7249,plate_buckling,PASS
AH36,355.0,20.0,1000.0,2400.0,2.4,2.0756,120.0,60.0,0.0,0.5537,249.24,1.8061,plate_buckling,PASS
AH36,355.0,20.0,1000.0,2400.0,2.4,2.0756,100.0,50.0,50.0,0.5021,249.24,1.9915,plate_buckling,PASS
AH36,355.0,21.0,600.0,2400.0,4.0,1.1861,100.0,0.0,0.0,0.3589,320.47,2.7867,plate_buckling,PASS
AH36,355.0,21.0,600.0,2400.0,4.0,1.1861,150.0,0.0,0.0,0.5383,320.47,1.8578,plate_buckling,PASS
AH36,355.0,21.0,600.0,2400.0,4.0,1.1861,200.0,0.0,0.0,0.7177,320.47,1.3933,plate_buckling,PASS
AH36,355.0,21.0,600.0,2400.0,4.0,1.1861,120.0,0.0,40.0,0.45,320.47,2.2221,plate_buckling,PASS
AH36,355.0,21.0,600.0,2400.0,4.0,1.1861,120.0,60.0,0.0,0.4306,320.47,2.3222,plate_buckling,PASS
AH36,355.0,21.0,600.0,2400.0,4.0,1.1861,100.0,50.0,50.0,0.3892,320.47,2.5696,plate_buckling,PASS
AH36,355.0,21.0,800.0,2400.0,3.0,1.5814,100.0,0.0,0.0,0.3917,293.6,2.5531,plate_buckling,PASS
AH36,355.0,21.0,800.0,2400.0,3.0,1.5814,150.0,0.0,0.0,0.5875,293.6,1.7021,plate_buckling,PASS
AH36,355.0,21.0,800.0,2400.0,3.0,1.5814,200.0,0.0,0.0,0.7834,293.6,1.2765,plate_buckling,PASS
AH36,355.0,21.0,800.0,2400.0,3.0,1.5814,120.0,0.0,40.0,0.4917,293.6,2.0338,plate_buckling,PASS
AH36,355.0,21.0,800.0,2400.0,3.0,1.5814,120.0,60.0,0.0,0.47,293.6,2.1276,plate_buckling,PASS
AH36,355.0,21.0,800.0,2400.0,3.0,1.5814,100.0,50.0,50.0,0.4255,293.6,2.35,plate_buckling,PASS
AH36,355.0,21.0,1000.0,2400.0,2.4,1.9768,100.0,0.0,0.0,0.4439,259.07,2.2528,plate_buckling,PASS
AH36,355.0,21.0,1000.0,2400.0,2.4,1.9768,150.0,0.0,0.0,0.6658,259.07,1.5019,plate_buckling,PASS
AH36,355.0,21.0,1000.0,2400.0,2.4,1.9768,200.0,0.0,0.0,0.8878,259.07,1.1264,plate_buckling,PASS
AH36,355.0,21.0,1000.0,2400.0,2.4,1.9768,120.0,0.0,40.0,0.5576,259.07,1.7934,plate_buckling,PASS
AH36,355.0,21.0,1000.0,2400.0,2.4,1.9768,120.0,60.0,0.0,0.5327,259.07,1.8773,plate_buckling,PASS
AH36,355.0,21.0,1000.0,2400.0,2.4,1.9768,100.0,50.0,50.0,0.4828,259.07,2.0711,plate_buckling,PASS
AH36,355.0,22.0,600.0,2400.0,4.0,1.1322,100.0,0.0,0.0,0.3555,323.53,2.8133,plate_buckling,PASS
AH36,355.0,22.0,600.0,2400.0,4.0,1.1322,150.0,0.0,0.0,0.5332,323.53,1.8756,plate_buckling,PASS
AH36,355.0,22.0,600.0,2400.0,4.0,1.1322,200.0,0.0,0.0,0.7109,323.53,1.4067,plate_buckling,PASS
AH36,355.0,22.0,600.0,2400.0,4.0,1.1322,120.0,0.0,40.0,0.4457,323.53,2.2438,plate_buckling,PASS
AH36,355.0,22.0,600.0,2400.0,4.0,1.1322,120.0,60.0,0.0,0.4265,323.53,2.3444,plate_buckling,PASS
AH36,355.0,22.0,600.0,2400.0,4.0,1.1322,100.0,50.0,50.0,0.3854,323.53,2.595,plate_buckling,PASS
AH36,355.0,22.0,800.0,2400.0,3.0,1.5096,100.0,0.0,0.0,0.3845,299.06,2.6005,plate_buckling,PASS
AH36,355.0,22.0,800.0,2400.0,3.0,1.5096,150.0,0.0,0.0,0.5768,299.06,1.7337,plate_buckling,PASS
AH36,355.0,22.0,800.0,2400.0,3.0,1.5096,200.0,0.0,0.0,0.7691,299.06,1.3003,plate_buckling,PASS
AH36,355.0,22.0,800.0,2400.0,3.0,1.5096,120.0,0.0,40.0,0.4826,299.06,2.0721,plate_buckling,PASS
AH36,355.0,22.0,800.0,2400.0,3.0,1.5096,120.0,60.0,0.0,0.4614,299.06,2.1671,plate_buckling,PASS
AH36,355.0,22.0,800.0,2400.0,3.0,1.5096,100.0,50.0,50.0,0.4176,299.06,2.3947,plate_buckling,PASS
AH36,355.0,22.0,1000.0,2400.0,2.4,1.8869,100.0,0.0,0.0,0.4298,267.59,2.3269,plate_buckling,PASS
AH36,355.0,22.0,1000.0,2400.0,2.4,1.8869,150.0,0.0,0.0,0.6446,267.59,1.5513,plate_buckling,PASS
AH36,355.0,22.0,1000.0,2400.0,2.4,1.8869,200.0,0.0,0.0,0.8595,267.59,1.1634,plate_buckling,PASS
AH36,355.0,22.0,1000.0,2400.0,2.4,1.8869,120.0,0.0,40.0,0.5397,267.59,1.8529,plate_buckling,PASS
AH36,355.0,22.0,1000.0,2400.0,2.4,1.8869,120.0,60.0,0.0,0.5157,267.59,1.9391,plate_buckling,PASS
AH36,355.0,22.0,1000.0,2400.0,2.4,1.8869,100.0,50.0,50.0,0.4672,267.59,2.1403,plate_buckling,PASS
AH36,355.0,23.0,600.0,2400.0,4.0,1.0829,100.0,0.0,0.0,0.3525,326.21,2.8366,plate_buckling,PASS
AH36,355.0,23.0,600.0,2400.0,4.0,1.0829,150.0,0.0,0.0,0.5288,326.21,1.8911,plate_buckling,PASS
AH36,355.0,23.0,600.0,2400.0,4.0,1.0829,200.0,0.0,0.0,0.7051,326.21,1.4183,plate_buckling,PASS
AH36,355.0,23.0,600.0,2400.0,4.0,1.0829,120.0,0.0,40.0,0.442,326.21,2.2626,plate_buckling,PASS
AH36,355.0,23.0,600.0,2400.0,4.0,1.0829,120.0,60.0,0.0,0.423,326.21,2.3638,plate_buckling,PASS
AH36,355.0,23.0,600.0,2400.0,4.0,1.0829,100.0,50.0,50.0,0.3821,326.21,2.6171,plate_buckling,PASS
AH36,355.0,23.0,800.0,2400.0,3.0,1.4439,100.0,0.0,0.0,0.3785,303.82,2.6419,plate_buckling,PASS
AH36,355.0,23.0,800.0,2400.0,3.0,1.4439,150.0,0.0,0.0,0.5678,303.82,1.7613,plate_buckling,PASS
AH36,355.0,23.0,800.0,2400.0,3.0,1.4439,200.0,0.0,0.0,0.757,303.82,1.3209,plate_buckling,PASS
AH36,355.0,23.0,800.0,2400.0,3.0,1.4439,120.0,0.0,40.0,0.4749,303.82,2.1056,plate_buckling,PASS
AH36,355.0,23.0,800.0,2400.0,3.0,1.4439,120.0,60.0,0.0,0.4542,303.82,2.2016,plate_buckling,PASS
AH36,355.0,23.0,800.0,2400.0,3.0,1.4439,100.0,50.0,50.0,0.4109,303.82,2.4338,plate_buckling,PASS
AH36,355.0,23.0,1000.0,2400.0,2.4,1.8049,100.0,0.0,0.0,0.4181,275.03,2.3915,plate_buckling,PASS
AH36,355.0,23.0,1000.0,2400.0,2.4,1.8049,150.0,0.0,0.0,0.6272,275.03,1.5944,plate_buckling,PASS
AH36,355.0,23.0,1000.0,2400.0,2.4,1.8049,200.0,0.0,0.0,0.8363,275.03,1.1958,plate_buckling,PASS
AH36,355.0,23.0,1000.0,2400.0,2.4,1.8049,120.0,0.0,40.0,0.525,275.03,1.9049,plate_buckling,PASS
AH36,355.0,23.0,1000.0,2400.0,2.4,1.8049,120.0,60.0,0.0,0.5018,275.03,1.993,plate_buckling,PASS
AH36,355.0,23.0,1000.0,2400.0,2.4,1.8049,100.0,50.0,50.0,0.4544,275.03,2.2007,plate_buckling,PASS
AH36,355.0,24.0,600.0,2400.0,4.0,1.0378,100.0,0.0,0.0,0.35,328.56,2.857,plate_buckling,PASS
