pipe_type,nominal_size,od_m,wt_m,span_m,v_current_ms,e_over_d,content_density_kg_m3,boundary_condition,wt_selection,schedule,case_id,f_n_hz,v_r,a_over_d,status,max_allowable_span_m,m_eff_kg_per_m
pipeline,16in,0.4064,0.0095,10,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0336,2.1796,0.903,0.0,PASS,18.2,326.38
pipeline,16in,0.4064,0.0095,10,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0337,2.1796,1.129,0.0,PASS,18.2,326.38
pipeline,16in,0.4064,0.0095,10,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0338,2.1796,1.129,0.0564,INLINE_ONLY,16.3,326.38
pipeline,16in,0.4064,0.0095,10,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0339,2.1796,1.129,0.0564,INLINE_ONLY,16.3,326.38
pipeline,16in,0.4064,0.0095,10,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0340,2.1796,1.129,0.0564,INLINE_ONLY,16.3,326.38
pipeline,16in,0.4064,0.0095,20,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0341,0.5449,0.903,0.0,PASS,40.8,326.38
pipeline,16in,0.4064,0.0095,20,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0342,0.5449,0.903,0.0,PASS,36.5,326.38
pipeline,16in,0.4064,0.0095,20,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0343,0.5449,0.903,0.0,PASS,36.5,326.38
pipeline,16in,0.4064,0.0095,20,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0344,0.5449,0.903,0.0,PASS,36.5,326.38
pipeline,16in,0.4064,0.0095,20,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0345,0.5449,1.806,0.0723,INLINE_ONLY,28.8,326.38
pipeline,16in,0.4064,0.0095,20,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0346,0.5449,1.806,0.0903,INLINE_ONLY,25.8,326.38
pipeline,16in,0.4064,0.0095,20,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0347,0.5449,1.806,0.0903,INLINE_ONLY,25.8,326.38
pipeline,16in,0.4064,0.0095,20,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0348,0.5449,1.806,0.0903,INLINE_ONLY,25.8,326.38
pipeline,16in,0.4064,0.0095,20,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0349,0.5449,2.709,0.1084,INLINE_ONLY,23.5,326.38
pipeline,16in,0.4064,0.0095,20,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0350,0.5449,2.709,0.1355,INLINE_ONLY,21.0,326.38
pipeline,16in,0.4064,0.0095,20,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0351,0.5449,2.709,0.1355,INLINE_ONLY,21.0,326.38
pipeline,16in,0.4064,0.0095,20,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0352,0.5449,2.709,0.1355,INLINE_ONLY,21.0,326.38
pipeline,16in,0.4064,0.0095,20,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0353,0.5449,3.613,0.1445,INLINE_ONLY,20.4,326.38
pipeline,16in,0.4064,0.0095,20,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0354,0.5449,3.613,0.3185,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,20,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0355,0.5449,3.613,0.3185,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,20,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0356,0.5449,3.613,0.3185,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,20,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0357,0.5449,4.516,0.7882,FAIL_LOCKIN,18.2,326.38
pipeline,16in,0.4064,0.0095,20,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0358,0.5449,4.516,0.7882,FAIL_LOCKIN,16.3,326.38
pipeline,16in,0.4064,0.0095,20,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0359,0.5449,4.516,0.7882,FAIL_LOCKIN,16.3,326.38
pipeline,16in,0.4064,0.0095,20,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0360,0.5449,4.516,0.7882,FAIL_LOCKIN,16.3,326.38
pipeline,16in,0.4064,0.0095,30,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0361,0.2422,2.032,0.0813,INLINE_ONLY,40.8,326.38
pipeline,16in,0.4064,0.0095,30,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0362,0.2422,2.032,0.1016,INLINE_ONLY,36.5,326.38
pipeline,16in,0.4064,0.0095,30,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0363,0.2422,2.032,0.1016,INLINE_ONLY,36.5,326.38
pipeline,16in,0.4064,0.0095,30,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0364,0.2422,2.032,0.1016,INLINE_ONLY,36.5,326.38
pipeline,16in,0.4064,0.0095,30,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0365,0.2422,4.064,0.5534,FAIL_LOCKIN,28.8,326.38
pipeline,16in,0.4064,0.0095,30,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0366,0.2422,4.064,0.5534,FAIL_LOCKIN,25.8,326.38
pipeline,16in,0.4064,0.0095,30,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0367,0.2422,4.064,0.5534,FAIL_LOCKIN,25.8,326.38
pipeline,16in,0.4064,0.0095,30,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0368,0.2422,4.064,0.5534,FAIL_LOCKIN,25.8,326.38
pipeline,16in,0.4064,0.0095,30,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0369,0.2422,6.096,0.9,FAIL_LOCKIN,23.5,326.38
pipeline,16in,0.4064,0.0095,30,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0370,0.2422,6.096,0.9,FAIL_LOCKIN,21.0,326.38
pipeline,16in,0.4064,0.0095,30,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0371,0.2422,6.096,0.9,FAIL_LOCKIN,21.0,326.38
pipeline,16in,0.4064,0.0095,30,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0372,0.2422,6.096,0.9,FAIL_LOCKIN,21.0,326.38
pipeline,16in,0.4064,0.0095,30,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0373,0.2422,8.128,0.9,FAIL_CF,20.4,326.38
pipeline,16in,0.4064,0.0095,30,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0374,0.2422,8.128,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,30,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0375,0.2422,8.128,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,30,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0376,0.2422,8.128,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,30,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0377,0.2422,10.16,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,30,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0378,0.2422,10.16,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,30,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0379,0.2422,10.16,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,30,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0380,0.2422,10.16,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,40,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0381,0.1362,3.613,0.1445,INLINE_ONLY,40.8,326.38
pipeline,16in,0.4064,0.0095,40,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0382,0.1362,3.613,0.3185,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,40,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0383,0.1362,3.613,0.3185,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,40,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0384,0.1362,3.613,0.3185,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,40,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0385,0.1362,7.225,0.9,FAIL_LOCKIN,28.8,326.38
pipeline,16in,0.4064,0.0095,40,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0386,0.1362,7.225,0.9,FAIL_LOCKIN,25.8,326.38
pipeline,16in,0.4064,0.0095,40,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0387,0.1362,7.225,0.9,FAIL_LOCKIN,25.8,326.38
pipeline,16in,0.4064,0.0095,40,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0388,0.1362,7.225,0.9,FAIL_LOCKIN,25.8,326.38
pipeline,16in,0.4064,0.0095,40,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0389,0.1362,10.838,0.9,FAIL_CF,23.5,326.38
pipeline,16in,0.4064,0.0095,40,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0390,0.1362,10.838,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,40,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0391,0.1362,10.838,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,40,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0392,0.1362,10.838,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,40,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0393,0.1362,14.45,0.9,FAIL_CF,20.4,326.38
pipeline,16in,0.4064,0.0095,40,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0394,0.1362,14.45,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,40,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0395,0.1362,14.45,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,40,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0396,0.1362,14.45,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,40,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0397,0.1362,18.063,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,40,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0398,0.1362,18.063,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,40,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0399,0.1362,18.063,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,40,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0400,0.1362,18.063,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,50,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0401,0.0872,5.645,0.9,FAIL_LOCKIN,40.8,326.38
pipeline,16in,0.4064,0.0095,50,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0402,0.0872,5.645,0.9,FAIL_LOCKIN,36.5,326.38
pipeline,16in,0.4064,0.0095,50,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0403,0.0872,5.645,0.9,FAIL_LOCKIN,36.5,326.38
pipeline,16in,0.4064,0.0095,50,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0404,0.0872,5.645,0.9,FAIL_LOCKIN,36.5,326.38
pipeline,16in,0.4064,0.0095,50,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0405,0.0872,11.289,0.9,FAIL_CF,28.8,326.38
pipeline,16in,0.4064,0.0095,50,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0406,0.0872,11.289,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,50,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0407,0.0872,11.289,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,50,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0408,0.0872,11.289,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,50,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0409,0.0872,16.934,0.9,FAIL_CF,23.5,326.38
pipeline,16in,0.4064,0.0095,50,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0410,0.0872,16.934,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,50,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0411,0.0872,16.934,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,50,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0412,0.0872,16.934,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,50,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0413,0.0872,22.579,0.9,FAIL_CF,20.4,326.38
pipeline,16in,0.4064,0.0095,50,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0414,0.0872,22.579,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,50,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0415,0.0872,22.579,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,50,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0416,0.0872,22.579,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,50,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0417,0.0872,28.223,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,50,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0418,0.0872,28.223,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,50,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0419,0.0872,28.223,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,50,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0420,0.0872,28.223,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,60,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0421,0.0605,8.128,0.9,FAIL_CF,40.8,326.38
pipeline,16in,0.4064,0.0095,60,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0422,0.0605,8.128,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,60,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0423,0.0605,8.128,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,60,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0424,0.0605,8.128,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,60,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0425,0.0605,16.257,0.9,FAIL_CF,28.8,326.38
pipeline,16in,0.4064,0.0095,60,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0426,0.0605,16.257,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,60,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0427,0.0605,16.257,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,60,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0428,0.0605,16.257,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,60,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0429,0.0605,24.385,0.9,FAIL_CF,23.5,326.38
pipeline,16in,0.4064,0.0095,60,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0430,0.0605,24.385,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,60,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0431,0.0605,24.385,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,60,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0432,0.0605,24.385,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,60,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0433,0.0605,32.513,0.9,FAIL_CF,20.4,326.38
pipeline,16in,0.4064,0.0095,60,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0434,0.0605,32.513,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,60,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0435,0.0605,32.513,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,60,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0436,0.0605,32.513,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,60,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0437,0.0605,40.641,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,60,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0438,0.0605,40.641,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,60,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0439,0.0605,40.641,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,60,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0440,0.0605,40.641,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,70,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0441,0.0445,11.063,0.9,FAIL_CF,40.8,326.38
pipeline,16in,0.4064,0.0095,70,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0442,0.0445,11.063,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,70,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0443,0.0445,11.063,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,70,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0444,0.0445,11.063,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,70,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0445,0.0445,22.127,0.9,FAIL_CF,28.8,326.38
pipeline,16in,0.4064,0.0095,70,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0446,0.0445,22.127,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,70,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0447,0.0445,22.127,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,70,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0448,0.0445,22.127,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,70,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0449,0.0445,33.19,0.9,FAIL_CF,23.5,326.38
pipeline,16in,0.4064,0.0095,70,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0450,0.0445,33.19,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,70,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0451,0.0445,33.19,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,70,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0452,0.0445,33.19,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,70,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0453,0.0445,44.254,0.9,FAIL_CF,20.4,326.38
pipeline,16in,0.4064,0.0095,70,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0454,0.0445,44.254,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,70,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0455,0.0445,44.254,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,70,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0456,0.0445,44.254,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,70,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0457,0.0445,55.317,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,70,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0458,0.0445,55.317,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,70,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0459,0.0445,55.317,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,70,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0460,0.0445,55.317,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,80,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0461,0.0341,14.45,0.9,FAIL_CF,40.8,326.38
pipeline,16in,0.4064,0.0095,80,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0462,0.0341,14.45,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,80,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0463,0.0341,14.45,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,80,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0464,0.0341,14.45,0.9,FAIL_CF,36.5,326.38
pipeline,16in,0.4064,0.0095,80,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0465,0.0341,28.901,0.9,FAIL_CF,28.8,326.38
pipeline,16in,0.4064,0.0095,80,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0466,0.0341,28.901,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,80,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0467,0.0341,28.901,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,80,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0468,0.0341,28.901,0.9,FAIL_CF,25.8,326.38
pipeline,16in,0.4064,0.0095,80,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0469,0.0341,43.351,0.9,FAIL_CF,23.5,326.38
pipeline,16in,0.4064,0.0095,80,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0470,0.0341,43.351,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,80,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0471,0.0341,43.351,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,80,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0472,0.0341,43.351,0.9,FAIL_CF,21.0,326.38
pipeline,16in,0.4064,0.0095,80,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0473,0.0341,57.801,0.9,FAIL_CF,20.4,326.38
pipeline,16in,0.4064,0.0095,80,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0474,0.0341,57.801,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,80,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0475,0.0341,57.801,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,80,0.8,5.0,800.0,pinned,thinnest,Sch 30,PL-0476,0.0341,57.801,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,80,1.0,0.5,800.0,pinned,thinnest,Sch 30,PL-0477,0.0341,72.251,0.9,FAIL_CF,18.2,326.38
pipeline,16in,0.4064,0.0095,80,1.0,1.0,800.0,pinned,thinnest,Sch 30,PL-0478,0.0341,72.251,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,80,1.0,2.0,800.0,pinned,thinnest,Sch 30,PL-0479,0.0341,72.251,0.9,FAIL_CF,16.3,326.38
pipeline,16in,0.4064,0.0095,80,1.0,5.0,800.0,pinned,thinnest,Sch 30,PL-0480,0.0341,72.251,0.9,FAIL_CF,16.3,326.38
jumper,8in-jumper,0.2191,0.0183,5,0.2,0.5,800.0,pinned,thinnest,Sch 120 (jumper),JM-0001,6.4015,0.143,0.0,PASS,25.6,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.2,1.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0002,6.4015,0.143,0.0,PASS,22.9,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.2,2.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0003,6.4015,0.143,0.0,PASS,22.9,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.2,5.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0004,6.4015,0.143,0.0,PASS,22.9,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.2,inf,800.0,pinned,thinnest,Sch 120 (jumper),JM-0005,6.4015,0.143,0.0,PASS,22.9,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.4,0.5,800.0,pinned,thinnest,Sch 120 (jumper),JM-0006,6.4015,0.285,0.0,PASS,18.1,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.4,1.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0007,6.4015,0.285,0.0,PASS,16.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.4,2.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0008,6.4015,0.285,0.0,PASS,16.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.4,5.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0009,6.4015,0.285,0.0,PASS,16.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.4,inf,800.0,pinned,thinnest,Sch 120 (jumper),JM-0010,6.4015,0.285,0.0,PASS,16.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.6,0.5,800.0,pinned,thinnest,Sch 120 (jumper),JM-0011,6.4015,0.428,0.0,PASS,14.8,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.6,1.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0012,6.4015,0.428,0.0,PASS,13.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.6,2.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0013,6.4015,0.428,0.0,PASS,13.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.6,5.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0014,6.4015,0.428,0.0,PASS,13.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.6,inf,800.0,pinned,thinnest,Sch 120 (jumper),JM-0015,6.4015,0.428,0.0,PASS,13.2,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.8,0.5,800.0,pinned,thinnest,Sch 120 (jumper),JM-0016,6.4015,0.57,0.0,PASS,12.8,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.8,1.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0017,6.4015,0.57,0.0,PASS,11.5,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.8,2.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0018,6.4015,0.57,0.0,PASS,11.5,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.8,5.0,800.0,pinned,thinnest,Sch 120 (jumper),JM-0019,6.4015,0.57,0.0,PASS,11.5,152.18
jumper,8in-jumper,0.2191,0.0183,5,0.8,inf,800.0,pinned,thinnest,Sch 120 (jumper),JM-0020,6.4015,0.57,0.0,PASS,11.5,152.18
jumper,8in-jumper,0.2191,0.0183,5,1.0,0.5,800.0,pinned,thinnest,Sch 120 (jumper),JM-0021,6.4015,0.713,0.0,PASS,11.5,152.18
